order_date,order_id,shop_name,work_type,tech_id,estimated_days,actual_days,labor_cost,parts_cost,status,total_cost,delay_days,is_delayed,is_returned,efficiency_flag,source_file
2024-01-13,ORD-0428,西店,車検,TECH-03,4,1,16830,3681,完了,20511,-3,0,0,効率的,orders_styleC.csv
2024-01-13,ORD-0429,東店,オイル交換,TECH-09,4,1,48481,40247,完了,88728,-3,0,0,効率的,orders_styleC.csv
2024-01-14,ORD-0430,東店,車検,TECH-03,3,1,7872,9680,完了,17552,-2,0,0,効率的,orders_styleC.csv
2024-01-14,ORD-0431,東店,オイル交換,TECH-09,3,2,53967,46172,作業中,100139,-1,0,0,効率的,orders_styleC.csv
2024-01-14,ORD-0432,西店,オイル交換,TECH-06,3,6,22884,10322,完了,33206,3,1,0,遅延,orders_styleC.csv
2024-01-14,ORD-0433,西店,一般修理,TECH-06,2,6,34260,43616,完了,77876,4,1,0,遅延,orders_styleC.csv
2024-01-14,ORD-0434,東店,一般修理,TECH-05,3,3,28292,47764,完了,76056,0,0,0,効率的,orders_styleC.csv
2024-01-14,ORD-0435,北店,一般修理,TECH-10,1,3,46709,40067,完了,86776,2,1,0,遅延,orders_styleC.csv
2024-01-14,ORD-0436,北店,オイル交換,TECH-08,2,6,15198,15597,完了,30795,4,1,0,遅延,orders_styleC.csv
2024-01-14,ORD-0437,西店,タイヤ交換,TECH-02,3,8,6493,17380,完了,23873,5,1,0,遅延,orders_styleC.csv
2024-01-14,ORD-0438,北店,オイル交換,TECH-06,3,2,5167,3155,完了,8322,-1,0,0,効率的,orders_styleC.csv
2024-01-15,ORD-0439,北店,一般修理,TECH-03,4,8,54638,23018,完了,77656,4,1,0,遅延,orders_styleC.csv
2024-01-15,ORD-0440,東店,一般修理,TECH-10,2,3,64151,4830,完了,68981,1,1,0,遅延,orders_styleC.csv
2024-01-15,ORD-0441,東店,車検,TECH-01,3,5,18726,4862,完了,23588,2,1,0,遅延,orders_styleC.csv
2024-01-15,ORD-0442,西店,タイヤ交換,TECH-02,5,2,49295,38930,再入庫,88225,-3,0,1,効率的,orders_styleC.csv
2024-01-15,ORD-0443,西店,オイル交換,TECH-07,2,7,25591,3509,完了,29100,5,1,0,遅延,orders_styleC.csv
2024-01-15,ORD-0444,東店,タイヤ交換,TECH-07,5,5,41899,19490,完了,61389,0,0,0,効率的,orders_styleC.csv
2024-01-15,ORD-0445,東店,一般修理,TECH-10,5,8,25131,3572,完了,28703,3,1,0,遅延,orders_styleC.csv
2024-01-15,ORD-0446,西店,オイル交換,TECH-05,5,8,31171,6356,完了,37527,3,1,0,遅延,orders_styleC.csv
2024-01-16,ORD-0447,東店,車検,TECH-02,4,2,45416,26048,完了,71464,-2,0,0,効率的,orders_styleC.csv
2024-01-16,ORD-0448,北店,車検,TECH-02,5,7,29232,24315,作業中,53547,2,1,0,遅延,orders_styleC.csv
2024-01-16,ORD-0449,西店,タイヤ交換,TECH-08,1,5,62637,30478,完了,93115,4,1,0,遅延,orders_styleC.csv
2024-01-16,ORD-0450,西店,オイル交換,TECH-03,1,2,50061,35484,完了,85545,1,1,0,遅延,orders_styleC.csv
2024-01-16,ORD-0451,北店,タイヤ交換,TECH-09,1,7,73495,27435,再入庫,100930,6,1,1,遅延,orders_styleC.csv
2024-01-16,ORD-0452,北店,一般修理,TECH-10,2,8,44171,5174,完了,49345,6,1,0,遅延,orders_styleC.csv
2024-01-16,ORD-0453,北店,オイル交換,TECH-09,5,3,20765,49623,完了,70388,-2,0,0,効率的,orders_styleC.csv
2024-01-16,ORD-0454,東店,タイヤ交換,TECH-04,2,1,60492,5135,再入庫,65627,-1,0,1,効率的,orders_styleC.csv
2024-01-17,ORD-0455,西店,タイヤ交換,TECH-03,5,5,46910,47651,作業中,94561,0,0,0,効率的,orders_styleC.csv
2024-01-17,ORD-0456,東店,オイル交換,TECH-07,5,7,77358,21373,作業中,98731,2,1,0,遅延,orders_styleC.csv
2024-01-17,ORD-0457,北店,一般修理,TECH-01,5,7,19748,27160,完了,46908,2,1,0,遅延,orders_styleC.csv
2024-01-17,ORD-0458,北店,オイル交換,TECH-02,5,2,42498,35103,作業中,77601,-3,0,0,効率的,orders_styleC.csv
2024-01-17,ORD-0459,西店,車検,TECH-07,4,8,9910,11285,完了,21195,4,1,0,遅延,orders_styleC.csv
2024-01-17,ORD-0460,東店,一般修理,TECH-01,4,6,36139,3230,完了,39369,2,1,0,遅延,orders_styleC.csv
2024-01-17,ORD-0461,西店,車検,TECH-01,3,5,45756,18372,作業中,64128,2,1,0,遅延,orders_styleC.csv
2024-01-17,ORD-0462,北店,オイル交換,TECH-04,2,5,63079,21028,完了,84107,3,1,0,遅延,orders_styleC.csv
2024-01-17,ORD-0463,西店,オイル交換,TECH-04,4,4,58368,48558,完了,106926,0,0,0,効率的,orders_styleC.csv
2024-01-18,ORD-0464,北店,車検,TECH-01,5,3,13600,20389,完了,33989,-2,0,0,効率的,orders_styleC.csv
2024-01-18,ORD-0465,西店,タイヤ交換,TECH-09,5,1,27772,12632,作業中,40404,-4,0,0,効率的,orders_styleC.csv
2024-01-18,ORD-0466,東店,オイル交換,TECH-04,1,8,11626,23617,完了,35243,7,1,0,遅延,orders_styleC.csv
2024-01-18,ORD-0467,西店,車検,TECH-08,5,7,21236,44641,完了,65877,2,1,0,遅延,orders_styleC.csv
2024-01-18,ORD-0468,西店,一般修理,TECH-10,4,3,67204,38461,完了,105665,-1,0,0,効率的,orders_styleC.csv
2024-01-18,ORD-0469,西店,タイヤ交換,TECH-05,1,5,8597,25333,完了,33930,4,1,0,遅延,orders_styleC.csv
2024-01-18,ORD-0470,北店,タイヤ交換,TECH-04,2,4,40269,42702,完了,82971,2,1,0,遅延,orders_styleC.csv
2024-01-18,ORD-0471,東店,オイル交換,TECH-08,2,3,6109,14664,完了,20773,1,1,0,遅延,orders_styleC.csv
2024-01-19,ORD-0472,西店,車検,TECH-07,4,6,65161,16514,完了,81675,2,1,0,遅延,orders_styleC.csv
2024-01-19,ORD-0473,西店,一般修理,TECH-10,1,1,72045,43408,再入庫,115453,0,0,1,効率的,orders_styleC.csv
2024-01-19,ORD-0474,西店,車検,TECH-05,1,8,13367,22038,再入庫,35405,7,1,1,遅延,orders_styleC.csv
2024-01-19,ORD-0475,北店,車検,TECH-05,3,5,29688,9825,完了,39513,2,1,0,遅延,orders_styleC.csv
2024-01-19,ORD-0476,東店,オイル交換,TECH-10,4,6,23340,47270,完了,70610,2,1,0,遅延,orders_styleC.csv
2024-01-19,ORD-0477,西店,車検,TECH-05,4,7,55891,48282,完了,104173,3,1,0,遅延,orders_styleC.csv
2024-01-19,ORD-0478,北店,タイヤ交換,TECH-06,2,8,51988,33247,完了,85235,6,1,0,遅延,orders_styleC.csv
2024-01-19,ORD-0479,東店,タイヤ交換,TECH-05,1,8,21769,48556,完了,70325,7,1,0,遅延,orders_styleC.csv
2024-01-20,ORD-0480,北店,タイヤ交換,TECH-06,1,4,51567,14636,完了,66203,3,1,0,遅延,orders_styleC.csv
