delivery_id,date,route_id,vehicle_type,distance_km,fuel_cost,toll_cost,driver_cost,cargo_weight_kg,delivery_count,status,total_cost,cost_per_km,cost_per_delivery,source_file
B-0134,2024-01-22,R03_大阪-神戸,軽バン,54.9,447,0,12424,176.2,16,遅延,12871,234.44444444444446,804.4375,delivery_202401_styleB.csv
B-0135,2024-01-15,R02_東京-埼玉,2tトラック,42.1,1250,2565,17694,1125.2,21,完了,21509,510.90261282660333,1024.2380952380952,delivery_202401_styleB.csv
B-0136,2024-01-23,R04_大阪-京都,4tトラック,121.5,4422,0,27852,2545.8,6,完了,32274,265.6296296296296,5379.0,delivery_202401_styleB.csv
B-0137,2024-01-15,R02_東京-埼玉,軽バン,49.0,572,934,17001,140.3,2,完了,18507,377.6938775510204,9253.5,delivery_202401_styleB.csv
B-0138,2024-01-08,R03_大阪-神戸,2tトラック,93.4,1988,0,20051,1453.1,4,完了,22039,235.96359743040685,5509.75,delivery_202401_styleB.csv
B-0139,2024-01-09,R04_大阪-京都,10tトラック,139.1,6182,0,31390,5448.3,6,遅延,37572,270.1078360891445,6262.0,delivery_202401_styleB.csv
B-0140,2024-01-22,R03_大阪-神戸,2tトラック,32.5,604,0,22798,821.5,8,完了,23402,720.0615384615385,2925.25,delivery_202401_styleB.csv
B-0141,2024-01-21,R03_大阪-神戸,4tトラック,111.7,3653,0,29606,3046.6,16,遅延,33259,297.75290957923005,2078.6875,delivery_202401_styleB.csv
B-0142,2024-01-13,R05_名古屋-豊田,4tトラック,128.1,3632,2858,26553,3128.1,9,完了,33043,257.94691647150665,3671.4444444444443,delivery_202401_styleB.csv
B-0143,2024-01-31,R04_大阪-京都,10tトラック,87.8,4536,2561,28354,3716.2,17,キャンセル,35451,403.7699316628702,2085.3529411764707,delivery_202401_styleB.csv
B-0144,2024-01-09,R05_名古屋-豊田,10tトラック,147.1,8124,770,23021,9918.5,21,完了,31915,216.96125084976208,1519.7619047619048,delivery_202401_styleB.csv
B-0145,2024-01-22,R03_大阪-神戸,10tトラック,78.3,4145,642,35717,8670.2,13,完了,40504,517.2924648786718,3115.6923076923076,delivery_202401_styleB.csv
B-0146,2024-01-27,R01_東京-横浜,4tトラック,112.1,4480,1546,22659,1106.0,23,キャンセル,28685,255.88760035682427,1247.1739130434783,delivery_202401_styleB.csv
B-0147,2024-01-06,R03_大阪-神戸,4tトラック,119.9,3397,2462,28878,3015.6,17,完了,34737,289.7164303586322,2043.3529411764705,delivery_202401_styleB.csv
B-0148,2024-01-21,R03_大阪-神戸,4tトラック,50.7,1365,2521,27155,1549.2,22,遅延,31041,612.2485207100591,1410.9545454545455,delivery_202401_styleB.csv
B-0149,2024-01-04,R02_東京-埼玉,2tトラック,62.0,1670,2470,18313,890.8,10,完了,22453,362.14516129032256,2245.3,delivery_202401_styleB.csv
B-0150,2024-01-22,R01_東京-横浜,軽バン,53.3,644,0,10570,450.2,17,完了,11214,210.3939962476548,659.6470588235294,delivery_202401_styleB.csv
B-0151,2024-01-29,R05_名古屋-豊田,軽バン,24.9,209,0,11099,140.1,14,キャンセル,11308,454.13654618473896,807.7142857142857,delivery_202401_styleB.csv
B-0152,2024-01-02,R02_東京-埼玉,軽バン,25.8,336,0,13901,334.0,6,完了,14237,551.8217054263566,2372.8333333333335,delivery_202401_styleB.csv
B-0153,2024-01-14,R04_大阪-京都,2tトラック,54.6,1482,2411,19896,1645.4,3,完了,23789,435.6959706959707,7929.666666666667,delivery_202401_styleB.csv
B-0154,2024-01-27,R04_大阪-京都,軽バン,31.5,357,1834,15845,477.5,29,完了,18036,572.5714285714286,621.9310344827586,delivery_202401_styleB.csv
B-0155,2024-01-10,R01_東京-横浜,4tトラック,114.4,3935,2234,22132,1386.8,13,完了,28301,247.38636363636363,2177.0,delivery_202401_styleB.csv
B-0156,2024-01-05,R01_東京-横浜,4tトラック,130.6,3849,2320,25156,2013.5,29,完了,31325,239.85451761102604,1080.1724137931035,delivery_202401_styleB.csv
B-0157,2024-01-05,R04_大阪-京都,10tトラック,103.9,4645,0,36691,5823.7,8,完了,41336,397.8440808469682,5167.0,delivery_202401_styleB.csv
B-0158,2024-01-20,R01_東京-横浜,4tトラック,104.9,2888,2126,18448,3629.6,9,完了,23462,223.66062917063869,2606.8888888888887,delivery_202401_styleB.csv
B-0159,2024-01-09,R05_名古屋-豊田,2tトラック,119.5,3100,549,21897,1125.2,13,完了,25546,213.77405857740587,1965.076923076923,delivery_202401_styleB.csv
B-0160,2024-01-05,R02_東京-埼玉,軽バン,20.3,260,1552,10808,284.1,20,完了,12620,621.6748768472906,631.0,delivery_202401_styleB.csv
B-0161,2024-01-17,R01_東京-横浜,軽バン,35.6,439,2462,13982,324.1,25,完了,16883,474.2415730337078,675.32,delivery_202401_styleB.csv
B-0162,2024-01-01,R03_大阪-神戸,4tトラック,117.4,3455,1741,20492,3799.4,11,完了,25688,218.80749574105621,2335.2727272727275,delivery_202401_styleB.csv
B-0163,2024-01-21,R01_東京-横浜,2tトラック,105.2,2738,725,20117,1585.3,4,遅延,23580,224.1444866920152,5895.0,delivery_202401_styleB.csv
B-0164,2024-01-22,R04_大阪-京都,4tトラック,148.8,4381,750,20096,1118.3,10,完了,25227,169.53629032258064,2522.7,delivery_202401_styleB.csv
B-0165,2024-01-11,R04_大阪-京都,10tトラック,160.8,6814,0,22734,8964.0,22,完了,29548,183.75621890547262,1343.090909090909,delivery_202401_styleB.csv
B-0166,2024-01-31,R04_大阪-京都,10tトラック,193.3,9029,0,27962,5399.1,4,完了,36991,191.3657527159855,9247.75,delivery_202401_styleB.csv
B-0167,2024-01-02,R03_大阪-神戸,軽バン,51.8,665,1554,17089,125.1,5,完了,19308,372.74131274131275,3861.6,delivery_202401_styleB.csv
B-0168,2024-01-20,R01_東京-横浜,4tトラック,85.8,2905,0,26141,1543.8,13,完了,29046,338.53146853146853,2234.3076923076924,delivery_202401_styleB.csv
B-0169,2024-01-23,R02_東京-埼玉,2tトラック,73.5,1754,0,19407,595.0,21,完了,21161,287.9047619047619,1007.6666666666666,delivery_202401_styleB.csv
B-0170,2024-01-13,R03_大阪-神戸,4tトラック,97.1,3430,1582,26720,2445.8,22,完了,31732,326.7971163748713,1442.3636363636363,delivery_202401_styleB.csv
B-0171,2024-01-03,R05_名古屋-豊田,4tトラック,138.1,4722,2836,24067,2407.9,16,遅延,31625,229.00072411296162,1976.5625,delivery_202401_styleB.csv
B-0172,2024-01-15,R03_大阪-神戸,軽バン,22.0,325,1057,15147,231.5,8,完了,16529,751.3181818181819,2066.125,delivery_202401_styleB.csv
B-0173,2024-01-18,R01_東京-横浜,軽バン,52.8,588,1743,15227,96.2,14,完了,17558,332.5378787878788,1254.142857142857,delivery_202401_styleB.csv
B-0174,2024-01-12,R01_東京-横浜,2tトラック,101.3,2994,2725,20623,1481.9,15,キャンセル,26342,260.0394866732478,1756.1333333333334,delivery_202401_styleB.csv
B-0175,2024-01-04,R02_東京-埼玉,2tトラック,106.0,2330,0,21000,1575.0,12,完了,23330,220.0943396226415,1944.1666666666667,delivery_202401_styleB.csv
B-0176,2024-01-06,R02_東京-埼玉,2tトラック,30.2,672,2500,20477,1060.8,4,完了,23649,783.0794701986755,5912.25,delivery_202401_styleB.csv
B-0177,2024-01-15,R02_東京-埼玉,軽バン,51.1,674,1136,11567,104.3,28,完了,13377,261.7808219178082,477.75,delivery_202401_styleB.csv
B-0178,2024-01-15,R03_大阪-神戸,4tトラック,51.9,1620,0,28050,2766.4,25,遅延,29670,571.6763005780347,1186.8,delivery_202401_styleB.csv
B-0179,2024-01-06,R04_大阪-京都,4tトラック,40.5,1460,1582,25021,3773.1,25,遅延,28063,692.9135802469136,1122.52,delivery_202401_styleB.csv
B-0180,2024-01-25,R02_東京-埼玉,4tトラック,51.4,1792,1305,28577,2256.0,20,遅延,31674,616.2256809338521,1583.7,delivery_202401_styleB.csv
B-0181,2024-01-10,R03_大阪-神戸,4tトラック,83.8,2526,2512,19658,2807.6,29,完了,24696,294.7016706443914,851.5862068965517,delivery_202401_styleB.csv
B-0182,2024-01-31,R05_名古屋-豊田,10tトラック,144.9,6524,1226,27525,7706.6,23,完了,35275,243.44375431331952,1533.695652173913,delivery_202401_styleB.csv
B-0183,2024-01-22,R05_名古屋-豊田,4tトラック,99.7,3445,0,27129,2686.8,19,完了,30574,306.65997993981944,1609.157894736842,delivery_202401_styleB.csv
B-0184,2024-01-02,R05_名古屋-豊田,軽バン,24.3,339,0,14182,61.4,5,完了,14521,597.5720164609054,2904.2,delivery_202401_styleB.csv
B-0185,2024-01-18,R03_大阪-神戸,4tトラック,122.5,3358,1126,28073,3071.8,10,完了,32557,265.77142857142854,3255.7,delivery_202401_styleB.csv
B-0186,2024-01-13,R03_大阪-神戸,2tトラック,103.3,1986,0,22395,1797.3,24,完了,24381,236.0212971926428,1015.875,delivery_202401_styleB.csv
B-0187,2024-01-11,R05_名古屋-豊田,4tトラック,126.3,4671,2161,29118,2162.7,26,キャンセル,35950,284.6397466349961,1382.6923076923076,delivery_202401_styleB.csv
B-0188,2024-01-23,R01_東京-横浜,2tトラック,96.9,1980,0,23604,1164.6,8,遅延,25584,264.0247678018576,3198.0,delivery_202401_styleB.csv
B-0189,2024-01-03,R05_名古屋-豊田,10tトラック,132.0,7271,0,37429,5059.2,6,キャンセル,44700,338.6363636363636,7450.0,delivery_202401_styleB.csv
B-0190,2024-01-11,R02_東京-埼玉,4tトラック,120.9,3239,1198,21171,1482.8,28,完了,25608,211.81141439205953,914.5714285714286,delivery_202401_styleB.csv
B-0191,2024-01-19,R02_東京-埼玉,軽バン,12.0,174,2434,15003,429.4,10,完了,17611,1467.5833333333333,1761.1,delivery_202401_styleB.csv
B-0192,2024-01-13,R01_東京-横浜,10tトラック,167.6,8036,960,23091,6536.0,14,完了,32087,191.44988066825778,2291.9285714285716,delivery_202401_styleB.csv
B-0193,2024-01-18,R03_大阪-神戸,2tトラック,49.9,1026,1402,17184,1629.0,17,完了,19612,393.0260521042084,1153.6470588235295,delivery_202401_styleB.csv
B-0194,2024-01-11,R01_東京-横浜,2tトラック,90.2,2106,0,21137,1431.7,2,完了,23243,257.6829268292683,11621.5,delivery_202401_styleB.csv
B-0195,2024-01-16,R01_東京-横浜,軽バン,29.3,345,2778,16577,218.7,26,完了,19700,672.3549488054607,757.6923076923077,delivery_202401_styleB.csv
B-0196,2024-01-21,R03_大阪-神戸,2tトラック,110.8,2250,2871,16674,1934.4,18,完了,21795,196.70577617328522,1210.8333333333333,delivery_202401_styleB.csv
B-0197,2024-01-29,R02_東京-埼玉,2tトラック,90.3,2464,0,19242,655.9,18,遅延,21706,240.3765227021041,1205.888888888889,delivery_202401_styleB.csv
B-0198,2024-01-03,R01_東京-横浜,軽バン,47.3,429,1329,10700,74.4,26,完了,12458,263.3826638477801,479.15384615384613,delivery_202401_styleB.csv
B-0199,2024-01-20,R03_大阪-神戸,4tトラック,84.8,2694,1291,22674,1354.9,1,完了,26659,314.375,26659.0,delivery_202401_styleB.csv
B-0200,2024-01-25,R05_名古屋-豊田,2tトラック,34.1,961,1757,17898,1528.8,20,完了,20616,604.574780058651,1030.8,delivery_202401_styleB.csv
C-0001,2024-01-10,R04_大阪-京都,軽バン,29.8,376,1834,11091,225.9,26,遅延,13301,446.3422818791946,511.5769230769231,delivery_202401_styleC.csv
C-0002,2024-01-18,R03_大阪-神戸,4tトラック,114.5,4433,0,26752,2119.4,1,完了,31185,272.3580786026201,31185.0,delivery_202401_styleC.csv
C-0003,2024-01-12,R01_東京-横浜,4tトラック,44.6,1498,1869,19022,1630.2,24,遅延,22389,501.99551569506724,932.875,delivery_202401_styleC.csv
C-0004,2024-01-26,R04_大阪-京都,4tトラック,139.6,5273,960,25403,1758.2,4,完了,31636,226.6189111747851,7909.0,delivery_202401_styleC.csv
C-0005,2024-01-12,R05_名古屋-豊田,2tトラック,71.5,1759,668,15982,1588.4,16,キャンセル,18409,257.46853146853147,1150.5625,delivery_202401_styleC.csv
C-0006,2024-01-23,R02_東京-埼玉,4tトラック,51.0,1749,0,21813,2351.9,20,完了,23562,462.0,1178.1,delivery_202401_styleC.csv
C-0007,2024-01-24,R05_名古屋-豊田,4tトラック,102.4,3801,0,20024,1939.6,26,完了,23825,232.666015625,916.3461538461538,delivery_202401_styleC.csv
C-0008,2024-01-16,R03_大阪-神戸,軽バン,52.0,465,0,17023,258.3,12,完了,17488,336.3076923076923,1457.3333333333333,delivery_202401_styleC.csv
C-0009,2024-01-03,R02_東京-埼玉,2tトラック,88.1,1672,2566,23913,794.6,24,遅延,28151,319.5346197502838,1172.9583333333333,delivery_202401_styleC.csv
C-0010,2024-01-18,R01_東京-横浜,2tトラック,106.5,2724,0,20789,1653.8,7,遅延,23513,220.7793427230047,3359.0,delivery_202401_styleC.csv
C-0011,2024-01-10,R05_名古屋-豊田,10tトラック,184.1,9848,872,28280,9240.1,19,完了,39000,211.8413905486149,2052.6315789473683,delivery_202401_styleC.csv
C-0012,2024-01-25,R04_大阪-京都,4tトラック,95.1,2507,526,20867,3892.0,20,完了,23900,251.3144058885384,1195.0,delivery_202401_styleC.csv
C-0013,2024-01-25,R04_大阪-京都,4tトラック,57.5,1926,2680,19754,3196.0,12,完了,24360,423.6521739130435,2030.0,delivery_202401_styleC.csv
C-0014,2024-01-29,R02_東京-埼玉,軽バン,13.1,139,1017,17262,212.6,16,遅延,18418,1405.9541984732825,1151.125,delivery_202401_styleC.csv
C-0015,2024-01-19,R01_東京-横浜,2tトラック,118.3,2589,0,20214,1744.5,27,完了,22803,192.7557058326289,844.5555555555555,delivery_202401_styleC.csv
C-0016,2024-01-13,R04_大阪-京都,4tトラック,111.9,3411,2589,24200,2129.0,30,完了,30200,269.88382484361034,1006.6666666666666,delivery_202401_styleC.csv
C-0017,2024-01-09,R03_大阪-神戸,10tトラック,123.0,6402,1755,24223,4159.2,3,完了,32380,263.2520325203252,10793.333333333334,delivery_202401_styleC.csv
C-0018,2024-01-04,R02_東京-埼玉,4tトラック,60.6,1844,0,19420,1691.0,26,完了,21264,350.8910891089109,817.8461538461538,delivery_202401_styleC.csv
C-0019,2024-01-21,R04_大阪-京都,軽バン,34.0,413,1527,11949,107.5,19,完了,13889,408.5,731.0,delivery_202401_styleC.csv
C-0020,2024-01-29,R05_名古屋-豊田,2tトラック,43.2,864,0,20166,1108.2,19,完了,21030,486.80555555555554,1106.842105263158,delivery_202401_styleC.csv
C-0021,2024-01-27,R01_東京-横浜,10tトラック,82.5,4551,1704,25510,5875.4,5,完了,31765,385.030303030303,6353.0,delivery_202401_styleC.csv
C-0022,2024-01-13,R05_名古屋-豊田,4tトラック,112.6,3262,0,22112,2360.4,19,完了,25374,225.34635879218473,1335.4736842105262,delivery_202401_styleC.csv
C-0023,2024-01-06,R02_東京-埼玉,軽バン,15.4,145,0,14035,238.9,5,完了,14180,920.7792207792207,2836.0,delivery_202401_styleC.csv
C-0024,2024-01-27,R05_名古屋-豊田,軽バン,40.0,566,2381,10746,346.7,29,完了,13693,342.325,472.17241379310343,delivery_202401_styleC.csv
C-0025,2024-01-12,R04_大阪-京都,2tトラック,77.0,1728,1825,17295,1703.5,26,完了,20848,270.75324675324674,801.8461538461538,delivery_202401_styleC.csv
C-0026,2024-01-01,R04_大阪-京都,2tトラック,42.0,996,2648,17833,1815.1,14,完了,21477,511.35714285714283,1534.0714285714287,delivery_202401_styleC.csv
C-0027,2024-01-21,R05_名古屋-豊田,2tトラック,77.0,1866,1014,23043,1113.3,4,完了,25923,336.6623376623377,6480.75,delivery_202401_styleC.csv
C-0028,2024-01-18,R03_大阪-神戸,10tトラック,178.2,9015,1189,32890,8284.8,14,完了,43094,241.8294051627385,3078.1428571428573,delivery_202401_styleC.csv
C-0029,2024-01-28,R02_東京-埼玉,軽バン,28.5,339,1267,12755,367.5,24,完了,14361,503.89473684210526,598.375,delivery_202401_styleC.csv
C-0030,2024-01-22,R02_東京-埼玉,2tトラック,70.2,1853,1036,19006,1007.7,18,完了,21895,311.8945868945869,1216.388888888889,delivery_202401_styleC.csv
C-0031,2024-01-03,R02_東京-埼玉,2tトラック,65.0,1666,0,23233,1207.5,20,完了,24899,383.0615384615385,1244.95,delivery_202401_styleC.csv
C-0032,2024-01-23,R02_東京-埼玉,10tトラック,105.6,5832,0,36891,5804.5,21,完了,42723,404.5738636363637,2034.4285714285713,delivery_202401_styleC.csv
C-0033,2024-01-17,R02_東京-埼玉,2tトラック,87.6,2038,2142,23039,929.0,2,完了,27219,310.7191780821918,13609.5,delivery_202401_styleC.csv
C-0034,2024-01-22,R05_名古屋-豊田,4tトラック,58.6,1497,501,19889,3990.5,25,完了,21887,373.49829351535834,875.48,delivery_202401_styleC.csv
C-0035,2024-01-18,R04_大阪-京都,軽バン,39.3,457,0,10549,90.6,10,完了,11006,280.05089058524175,1100.6,delivery_202401_styleC.csv
C-0036,2024-01-17,R03_大阪-神戸,10tトラック,194.5,9125,986,36875,7024.3,9,完了,46986,241.573264781491,5220.666666666667,delivery_202401_styleC.csv
C-0037,2024-01-26,R05_名古屋-豊田,2tトラック,36.5,786,0,23029,1935.1,29,完了,23815,652.4657534246576,821.2068965517242,delivery_202401_styleC.csv
C-0038,2024-01-29,R04_大阪-京都,10tトラック,194.9,10540,0,34120,9728.7,15,完了,44660,229.14315033350437,2977.3333333333335,delivery_202401_styleC.csv
C-0039,2024-01-12,R04_大阪-京都,2tトラック,40.5,762,2985,21769,844.9,11,完了,25516,630.0246913580247,2319.6363636363635,delivery_202401_styleC.csv
C-0040,2024-01-07,R03_大阪-神戸,2tトラック,52.3,1000,2553,15760,1897.1,16,完了,19313,369.2734225621415,1207.0625,delivery_202401_styleC.csv
C-0041,2024-01-09,R02_東京-埼玉,10tトラック,192.1,10965,0,29984,4397.7,24,完了,40949,213.16501821967725,1706.2083333333333,delivery_202401_styleC.csv
C-0042,2024-01-16,R02_東京-埼玉,4tトラック,62.3,1791,890,19280,3760.6,22,キャンセル,21961,352.50401284109154,998.2272727272727,delivery_202401_styleC.csv
C-0043,2024-01-16,R05_名古屋-豊田,2tトラック,116.2,3274,1289,23981,1821.5,19,遅延,28544,245.64543889845095,1502.3157894736842,delivery_202401_styleC.csv
C-0044,2024-01-12,R05_名古屋-豊田,4tトラック,70.8,2006,635,27591,2435.0,18,完了,30232,427.00564971751413,1679.5555555555557,delivery_202401_styleC.csv
C-0045,2024-01-11,R02_東京-埼玉,軽バン,32.9,291,1289,10067,353.3,13,完了,11647,354.0121580547113,895.9230769230769,delivery_202401_styleC.csv
C-0046,2024-01-07,R05_名古屋-豊田,10tトラック,179.3,8011,1174,37336,5401.7,6,完了,46521,259.45900725041827,7753.5,delivery_202401_styleC.csv
C-0047,2024-01-09,R03_大阪-神戸,軽バン,28.3,306,1929,17834,358.7,27,完了,20069,709.1519434628975,743.2962962962963,delivery_202401_styleC.csv
C-0048,2024-01-05,R05_名古屋-豊田,4tトラック,87.5,2687,2898,19795,3417.0,6,完了,25380,290.0571428571429,4230.0,delivery_202401_styleC.csv
C-0049,2024-01-27,R04_大阪-京都,10tトラック,95.0,5135,1496,33049,3420.3,27,完了,39680,417.6842105263158,1469.6296296296296,delivery_202401_styleC.csv
C-0050,2024-01-28,R04_大阪-京都,2tトラック,97.0,2048,1894,23100,1016.2,14,完了,27042,278.78350515463916,1931.5714285714287,delivery_202401_styleC.csv
C-0051,2024-01-15,R05_名古屋-豊田,4tトラック,103.3,3588,2451,22261,3019.6,16,完了,28300,273.9593417231365,1768.75,delivery_202401_styleC.csv
C-0052,2024-01-21,R04_大阪-京都,2tトラック,85.2,2008,0,23683,1460.9,30,完了,25691,301.537558685446,856.3666666666667,delivery_202401_styleC.csv
C-0053,2024-01-15,R01_東京-横浜,軽バン,14.0,146,2133,15683,322.4,13,完了,17962,1283.0,1381.6923076923076,delivery_202401_styleC.csv
C-0054,2024-01-23,R05_名古屋-豊田,10tトラック,128.1,6566,2636,24001,4642.4,9,遅延,33203,259.1959406713505,3689.222222222222,delivery_202401_styleC.csv
C-0055,2024-01-03,R02_東京-埼玉,2tトラック,45.0,866,2697,20484,539.5,13,完了,24047,534.3777777777777,1849.7692307692307,delivery_202401_styleC.csv
C-0056,2024-01-21,R03_大阪-神戸,2tトラック,85.6,1627,0,18898,844.0,24,完了,20525,239.77803738317758,855.2083333333334,delivery_202401_styleC.csv
C-0057,2024-01-18,R02_東京-埼玉,4tトラック,97.9,2698,1392,28983,3592.7,15,キャンセル,33073,337.8243105209397,2204.866666666667,delivery_202401_styleC.csv
C-0058,2024-01-14,R05_名古屋-豊田,10tトラック,116.7,7497,943,31561,7417.3,21,遅延,40001,342.76778063410455,1904.8095238095239,delivery_202401_styleC.csv
C-0059,2024-01-27,R03_大阪-神戸,10tトラック,122.2,5582,1270,28595,4090.0,1,完了,35447,290.0736497545008,35447.0,delivery_202401_styleC.csv
C-0060,2024-01-10,R03_大阪-神戸,4tトラック,71.5,2361,1730,27066,1898.8,25,完了,31157,435.76223776223776,1246.28,delivery_202401_styleC.csv
C-0061,2024-01-13,R01_東京-横浜,4tトラック,100.3,2791,0,23245,1749.7,23,完了,26036,259.5812562313061,1132.0,delivery_202401_styleC.csv
C-0062,2024-01-21,R02_東京-埼玉,軽バン,23.1,253,2411,17280,413.4,22,完了,19944,863.3766233766233,906.5454545454545,delivery_202401_styleC.csv
C-0063,2024-01-07,R04_大阪-京都,10tトラック,78.2,3262,776,29285,6169.4,23,完了,33323,426.12531969309464,1448.8260869565217,delivery_202401_styleC.csv
C-0064,2024-01-08,R01_東京-横浜,10tトラック,72.8,4677,2931,26514,3875.3,15,完了,34122,468.70879120879124,2274.8,delivery_202401_styleC.csv
C-0065,2024-01-11,R02_東京-埼玉,2tトラック,31.3,645,2464,19984,1057.1,23,完了,23093,737.7955271565495,1004.0434782608696,delivery_202401_styleC.csv
C-0066,2024-01-01,R02_東京-埼玉,2tトラック,35.0,956,1675,16922,1762.3,27,完了,19553,558.6571428571428,724.1851851851852,delivery_202401_styleC.csv
C-0067,2024-01-07,R02_東京-埼玉,2tトラック,64.6,1919,2986,16992,1603.0,4,完了,21897,338.96284829721367,5474.25,delivery_202401_styleC.csv
C-0068,2024-01-16,R04_大阪-京都,軽バン,44.1,449,2073,10337,471.8,17,完了,12859,291.58730158730157,756.4117647058823,delivery_202401_styleC.csv
C-0069,2024-01-09,R02_東京-埼玉,10tトラック,104.1,4300,2933,25775,6039.1,1,完了,33008,317.07973102785786,33008.0,delivery_202401_styleC.csv
C-0070,2024-01-08,R04_大阪-京都,2tトラック,101.0,1829,2459,19753,1394.3,12,完了,24041,238.02970297029702,2003.4166666666667,delivery_202401_styleC.csv
C-0071,2024-01-05,R04_大阪-京都,4tトラック,50.1,1717,0,29964,2875.4,2,完了,31681,632.3552894211576,15840.5,delivery_202401_styleC.csv
C-0072,2024-01-23,R02_東京-埼玉,2tトラック,73.9,1611,2112,18473,1837.7,24,完了,22196,300.35182679296344,924.8333333333334,delivery_202401_styleC.csv
C-0073,2024-01-06,R03_大阪-神戸,軽バン,46.2,451,2267,14472,294.2,16,完了,17190,372.07792207792204,1074.375,delivery_202401_styleC.csv
C-0074,2024-01-15,R03_大阪-神戸,10tトラック,159.9,7497,0,36632,6881.6,3,完了,44129,275.978736710444,14709.666666666666,delivery_202401_styleC.csv
C-0075,2024-01-28,R03_大阪-神戸,10tトラック,131.2,6737,0,30095,8135.6,29,完了,36832,280.7317073170732,1270.0689655172414,delivery_202401_styleC.csv
C-0076,2024-01-05,R05_名古屋-豊田,10tトラック,85.8,4979,1847,28200,6668.5,16,完了,35026,408.2284382284382,2189.125,delivery_202401_styleC.csv
C-0077,2024-01-07,R03_大阪-神戸,10tトラック,111.5,5358,2147,22700,9564.6,6,遅延,30205,270.8968609865471,5034.166666666667,delivery_202401_styleC.csv
C-0078,2024-01-12,R04_大阪-京都,2tトラック,47.2,868,1471,19899,1436.0,19,完了,22238,471.14406779661016,1170.421052631579,delivery_202401_styleC.csv
C-0079,2024-01-26,R05_名古屋-豊田,4tトラック,119.0,2998,0,25869,3785.2,27,完了,28867,242.57983193277312,1069.148148148148,delivery_202401_styleC.csv
C-0080,2024-01-24,R03_大阪-神戸,2tトラック,80.2,2347,1423,22084,1735.5,9,完了,25854,322.3690773067332,2872.6666666666665,delivery_202401_styleC.csv
C-0081,2024-01-08,R03_大阪-神戸,2tトラック,37.0,762,753,17310,1078.0,7,完了,18825,508.7837837837838,2689.285714285714,delivery_202401_styleC.csv
C-0082,2024-01-04,R05_名古屋-豊田,4tトラック,122.4,3822,2097,22296,2376.2,22,完了,28215,230.51470588235293,1282.5,delivery_202401_styleC.csv
C-0083,2024-01-11,R02_東京-埼玉,4tトラック,100.5,3273,1835,25199,3800.6,29,完了,30307,301.5621890547264,1045.0689655172414,delivery_202401_styleC.csv
C-0084,2024-01-18,R04_大阪-京都,10tトラック,164.6,8356,0,31735,6942.0,7,完了,40091,243.56622114216282,5727.285714285715,delivery_202401_styleC.csv
C-0085,2024-01-29,R03_大阪-神戸,10tトラック,194.2,9941,2316,37727,7170.3,17,完了,49984,257.384140061792,2940.235294117647,delivery_202401_styleC.csv
C-0086,2024-01-30,R01_東京-横浜,10tトラック,95.1,4332,0,22347,8753.6,23,遅延,26679,280.5362776025237,1159.9565217391305,delivery_202401_styleC.csv
C-0087,2024-01-19,R01_東京-横浜,4tトラック,44.2,1341,1418,24986,1699.0,26,完了,27745,627.7149321266968,1067.1153846153845,delivery_202401_styleC.csv
C-0088,2024-01-23,R05_名古屋-豊田,軽バン,55.9,735,0,16343,127.8,27,遅延,17078,305.5098389982111,632.5185185185185,delivery_202401_styleC.csv
C-0089,2024-01-12,R05_名古屋-豊田,2tトラック,87.8,1620,0,18815,1670.2,30,完了,20435,232.74487471526197,681.1666666666666,delivery_202401_styleC.csv
C-0090,2024-01-25,R04_大阪-京都,軽バン,56.5,500,0,15981,432.3,30,完了,16481,291.6991150442478,549.3666666666667,delivery_202401_styleC.csv
C-0091,2024-01-13,R01_東京-横浜,軽バン,25.2,209,874,14019,149.4,2,完了,15102,599.2857142857143,7551.0,delivery_202401_styleC.csv
C-0092,2024-01-02,R05_名古屋-豊田,軽バン,38.8,335,2466,11184,201.3,16,完了,13985,360.43814432989694,874.0625,delivery_202401_styleC.csv
C-0093,2024-01-13,R03_大阪-神戸,軽バン,14.3,165,0,11043,110.7,18,完了,11208,783.7762237762238,622.6666666666666,delivery_202401_styleC.csv
C-0094,2024-01-04,R05_名古屋-豊田,4tトラック,107.8,3885,679,27321,1970.2,30,完了,31885,295.7792207792208,1062.8333333333333,delivery_202401_styleC.csv
C-0095,2024-01-26,R04_大阪-京都,軽バン,28.3,264,2139,16157,126.2,12,完了,18560,655.8303886925795,1546.6666666666667,delivery_202401_styleC.csv
C-0096,2024-01-03,R05_名古屋-豊田,軽バン,17.3,144,0,11597,218.2,25,完了,11741,678.6705202312138,469.64,delivery_202401_styleC.csv
C-0097,2024-01-15,R01_東京-横浜,2tトラック,51.9,1321,2581,17877,1014.9,26,完了,21779,419.63391136801545,837.6538461538462,delivery_202401_styleC.csv
C-0098,2024-01-05,R01_東京-横浜,軽バン,26.6,351,1866,16003,297.0,20,完了,18220,684.9624060150376,911.0,delivery_202401_styleC.csv
C-0099,2024-01-15,R04_大阪-京都,2tトラック,82.5,2142,926,17840,1683.8,20,完了,20908,253.43030303030304,1045.4,delivery_202401_styleC.csv
C-0100,2024-01-29,R01_東京-横浜,2tトラック,65.0,1382,0,21601,1796.4,1,完了,22983,353.5846153846154,22983.0,delivery_202401_styleC.csv
C-0101,2024-01-06,R02_東京-埼玉,軽バン,59.0,682,0,17231,268.1,20,完了,17913,303.6101694915254,895.65,delivery_202401_styleC.csv
