work_date,record_id,staff_type,department,staff_id,scheduled_hours,actual_hours,is_absent,absence_reason,overtime_hours,utilization_rate,attendance_flag,overtime_flag,source_file
2024-01-01,ATT-0388,看護師,外科,STAFF-12,8.0,12.0,0,,4.0,1.5,出勤,残業あり,attendance_styleC_202401.csv
2024-01-16,ATT-0389,看護師,救急,STAFF-12,8.0,11.3,0,,3.3,1.4125,出勤,残業あり,attendance_styleC_202401.csv
2024-01-18,ATT-0390,薬剤師,小児科,STAFF-07,8.0,9.2,0,,1.2,1.15,出勤,残業あり,attendance_styleC_202401.csv
2024-01-10,ATT-0391,薬剤師,小児科,STAFF-09,8.0,7.7,0,,0.0,0.9625,出勤,残業なし,attendance_styleC_202401.csv
2024-01-16,ATT-0392,薬剤師,外科,STAFF-06,8.0,4.4,0,,0.0,0.55,出勤,残業なし,attendance_styleC_202401.csv
2024-01-08,ATT-0393,看護師,内科,STAFF-05,8.0,8.7,0,,0.7,1.0875,出勤,残業あり,attendance_styleC_202401.csv
2024-01-14,ATT-0394,薬剤師,外科,STAFF-04,8.0,7.0,0,,0.0,0.875,出勤,残業なし,attendance_styleC_202401.csv
2024-01-08,ATT-0395,事務,救急,STAFF-11,8.0,6.7,0,,0.0,0.8375,出勤,残業なし,attendance_styleC_202401.csv
2024-01-16,ATT-0396,事務,整形外科,STAFF-03,8.0,6.8,0,,0.0,0.85,出勤,残業なし,attendance_styleC_202401.csv
2024-01-05,ATT-0397,事務,外科,STAFF-09,8.0,11.7,0,,3.7,1.4625,出勤,残業あり,attendance_styleC_202401.csv
2024-01-17,ATT-0398,医師,内科,STAFF-11,8.0,0.0,1,体調不良,0.0,0.0,欠勤,残業なし,attendance_styleC_202401.csv
2024-01-14,ATT-0399,看護師,外科,STAFF-02,8.0,4.1,0,,0.0,0.5125,出勤,残業なし,attendance_styleC_202401.csv
2024-01-17,ATT-0400,事務,小児科,STAFF-01,8.0,9.3,0,,1.3,1.1625,出勤,残業あり,attendance_styleC_202401.csv
2024-01-20,ATT-0401,事務,整形外科,STAFF-01,8.0,0.0,1,有給休暇,0.0,0.0,欠勤,残業なし,attendance_styleC_202401.csv
2024-01-14,ATT-0402,医師,内科,STAFF-09,8.0,8.3,0,,0.3,1.0375,出勤,残業あり,attendance_styleC_202401.csv
2024-01-10,ATT-0403,医師,救急,STAFF-12,8.0,10.4,0,,2.4,1.3,出勤,残業あり,attendance_styleC_202401.csv
2024-01-06,ATT-0404,医師,内科,STAFF-09,8.0,5.5,0,,0.0,0.6875,出勤,残業なし,attendance_styleC_202401.csv
2024-01-17,ATT-0405,薬剤師,小児科,STAFF-05,8.0,4.6,0,,0.0,0.575,出勤,残業なし,attendance_styleC_202401.csv
2024-01-13,ATT-0406,事務,救急,STAFF-04,8.0,5.8,0,,0.0,0.725,出勤,残業なし,attendance_styleC_202401.csv
2024-01-03,ATT-0407,医師,内科,STAFF-07,8.0,8.4,0,,0.4,1.05,出勤,残業あり,attendance_styleC_202401.csv
2024-01-02,ATT-0408,医師,外科,STAFF-02,8.0,7.5,0,,0.0,0.9375,出勤,残業なし,attendance_styleC_202401.csv
2024-01-11,ATT-0409,医師,救急,STAFF-01,8.0,11.2,0,,3.2,1.4,出勤,残業あり,attendance_styleC_202401.csv
2024-01-19,ATT-0410,事務,小児科,STAFF-01,8.0,9.5,0,,1.5,1.1875,出勤,残業あり,attendance_styleC_202401.csv
2024-01-09,ATT-0411,医師,外科,STAFF-06,8.0,0.0,1,体調不良,0.0,0.0,欠勤,残業なし,attendance_styleC_202401.csv
2024-01-19,ATT-0412,看護師,整形外科,STAFF-02,8.0,8.5,0,,0.5,1.0625,出勤,残業あり,attendance_styleC_202401.csv
2024-01-19,ATT-0413,事務,救急,STAFF-06,8.0,9.9,0,,1.9,1.2375,出勤,残業あり,attendance_styleC_202401.csv
2024-01-03,ATT-0414,薬剤師,内科,STAFF-02,8.0,10.7,0,,2.7,1.3375,出勤,残業あり,attendance_styleC_202401.csv
2024-01-11,ATT-0415,事務,小児科,STAFF-01,8.0,10.3,0,,2.3,1.2875,出勤,残業あり,attendance_styleC_202401.csv
2024-01-15,ATT-0416,事務,外科,STAFF-06,8.0,7.0,0,,0.0,0.875,出勤,残業なし,attendance_styleC_202401.csv
2024-01-06,ATT-0417,事務,内科,STAFF-10,8.0,6.0,0,,0.0,0.75,出勤,残業なし,attendance_styleC_202401.csv
2024-01-03,ATT-0418,医師,小児科,STAFF-03,8.0,10.3,0,,2.3,1.2875,出勤,残業あり,attendance_styleC_202401.csv
2024-01-05,ATT-0419,事務,小児科,STAFF-06,8.0,4.0,0,,0.0,0.5,出勤,残業なし,attendance_styleC_202401.csv
2024-01-10,ATT-0420,事務,小児科,STAFF-05,8.0,4.7,0,,0.0,0.5875,出勤,残業なし,attendance_styleC_202401.csv
2024-01-14,ATT-0421,事務,救急,STAFF-09,8.0,4.8,0,,0.0,0.6,出勤,残業なし,attendance_styleC_202401.csv
2024-01-03,ATT-0422,薬剤師,救急,STAFF-02,8.0,10.3,0,,2.3,1.2875,出勤,残業あり,attendance_styleC_202401.csv
2024-01-13,ATT-0423,医師,小児科,STAFF-07,8.0,4.7,0,,0.0,0.5875,出勤,残業なし,attendance_styleC_202401.csv
2024-01-18,ATT-0424,看護師,救急,STAFF-09,8.0,7.0,0,,0.0,0.875,出勤,残業なし,attendance_styleC_202401.csv
2024-01-05,ATT-0425,薬剤師,小児科,STAFF-05,8.0,4.5,0,,0.0,0.5625,出勤,残業なし,attendance_styleC_202401.csv
2024-01-14,ATT-0426,薬剤師,整形外科,STAFF-05,8.0,4.6,0,,0.0,0.575,出勤,残業なし,attendance_styleC_202401.csv
2024-01-09,ATT-0427,看護師,整形外科,STAFF-10,8.0,7.7,0,,0.0,0.9625,出勤,残業なし,attendance_styleC_202401.csv
2024-01-05,ATT-0428,薬剤師,内科,STAFF-07,8.0,9.0,0,,1.0,1.125,出勤,残業あり,attendance_styleC_202401.csv
2024-01-11,ATT-0429,事務,小児科,STAFF-07,8.0,10.9,0,,2.9,1.3625,出勤,残業あり,attendance_styleC_202401.csv
2024-01-20,ATT-0430,看護師,小児科,STAFF-06,8.0,9.6,0,,1.6,1.2,出勤,残業あり,attendance_styleC_202401.csv
2024-01-16,ATT-0431,薬剤師,外科,STAFF-07,8.0,6.3,0,,0.0,0.7875,出勤,残業なし,attendance_styleC_202401.csv
2024-01-16,ATT-0432,看護師,小児科,STAFF-07,8.0,10.3,0,,2.3,1.2875,出勤,残業あり,attendance_styleC_202401.csv
2024-01-12,ATT-0433,医師,救急,STAFF-04,8.0,8.4,0,,0.4,1.05,出勤,残業あり,attendance_styleC_202401.csv
2024-01-18,ATT-0434,医師,整形外科,STAFF-12,8.0,10.4,0,,2.4,1.3,出勤,残業あり,attendance_styleC_202401.csv
2024-01-03,ATT-0435,事務,整形外科,STAFF-03,8.0,5.9,0,,0.0,0.7375,出勤,残業なし,attendance_styleC_202401.csv
2024-01-05,ATT-0436,事務,整形外科,STAFF-02,8.0,8.8,0,,0.8,1.1,出勤,残業あり,attendance_styleC_202401.csv
2024-01-19,ATT-0437,事務,救急,STAFF-09,8.0,11.0,0,,3.0,1.375,出勤,残業あり,attendance_styleC_202401.csv
2024-01-14,ATT-0438,医師,小児科,STAFF-12,8.0,8.3,0,,0.3,1.0375,出勤,残業あり,attendance_styleC_202401.csv
2024-01-03,ATT-0439,医師,外科,STAFF-11,8.0,5.3,0,,0.0,0.6625,出勤,残業なし,attendance_styleC_202401.csv
2024-01-20,ATT-0440,医師,救急,STAFF-11,8.0,7.2,0,,0.0,0.9,出勤,残業なし,attendance_styleC_202401.csv
2024-01-11,ATT-0441,事務,内科,STAFF-01,8.0,0.0,1,体調不良,0.0,0.0,欠勤,残業なし,attendance_styleC_202401.csv
2024-01-17,ATT-0442,看護師,整形外科,STAFF-06,8.0,10.2,0,,2.2,1.275,出勤,残業あり,attendance_styleC_202401.csv
2024-01-19,ATT-0443,看護師,小児科,STAFF-01,8.0,6.4,0,,0.0,0.8,出勤,残業なし,attendance_styleC_202401.csv
2024-01-03,ATT-0444,医師,外科,STAFF-06,8.0,7.6,0,,0.0,0.95,出勤,残業なし,attendance_styleC_202401.csv
2024-01-07,ATT-0445,事務,小児科,STAFF-08,8.0,0.0,1,有給休暇,0.0,0.0,欠勤,残業なし,attendance_styleC_202401.csv
2024-01-15,ATT-0446,薬剤師,内科,STAFF-05,8.0,0.0,1,有給休暇,0.0,0.0,欠勤,残業なし,attendance_styleC_202401.csv
2024-01-04,ATT-0447,医師,小児科,STAFF-11,8.0,10.4,0,,2.4,1.3,出勤,残業あり,attendance_styleC_202401.csv
2024-01-08,ATT-0448,看護師,救急,STAFF-03,8.0,7.4,0,,0.0,0.925,出勤,残業なし,attendance_styleC_202401.csv
2024-01-15,ATT-0449,看護師,整形外科,STAFF-11,8.0,9.1,0,,1.1,1.1375,出勤,残業あり,attendance_styleC_202401.csv
2024-01-14,ATT-0450,事務,内科,STAFF-12,8.0,5.6,0,,0.0,0.7,出勤,残業なし,attendance_styleC_202401.csv
2024-01-19,ATT-0451,事務,整形外科,STAFF-01,8.0,5.6,0,,0.0,0.7,出勤,残業なし,attendance_styleC_202401.csv
2024-01-03,ATT-0452,医師,救急,STAFF-03,8.0,5.6,0,,0.0,0.7,出勤,残業なし,attendance_styleC_202401.csv
2024-01-04,ATT-0453,薬剤師,整形外科,STAFF-09,8.0,6.5,0,,0.0,0.8125,出勤,残業なし,attendance_styleC_202401.csv
2024-01-13,ATT-0454,事務,救急,STAFF-02,8.0,10.8,0,,2.8,1.35,出勤,残業あり,attendance_styleC_202401.csv
2024-01-20,ATT-0455,看護師,小児科,STAFF-10,8.0,9.4,0,,1.4,1.175,出勤,残業あり,attendance_styleC_202401.csv
2024-01-11,ATT-0456,医師,外科,STAFF-05,8.0,7.0,0,,0.0,0.875,出勤,残業なし,attendance_styleC_202401.csv
2024-01-05,ATT-0457,事務,整形外科,STAFF-10,8.0,7.1,0,,0.0,0.8875,出勤,残業なし,attendance_styleC_202401.csv
2024-01-06,ATT-0458,事務,救急,STAFF-12,8.0,11.4,0,,3.4,1.425,出勤,残業あり,attendance_styleC_202401.csv
2024-01-06,ATT-0459,看護師,整形外科,STAFF-05,8.0,6.5,0,,0.0,0.8125,出勤,残業なし,attendance_styleC_202401.csv
2024-01-15,ATT-0460,医師,小児科,STAFF-01,8.0,5.6,0,,0.0,0.7,出勤,残業なし,attendance_styleC_202401.csv
2024-01-13,ATT-0461,事務,整形外科,STAFF-11,8.0,9.7,0,,1.7,1.2125,出勤,残業あり,attendance_styleC_202401.csv
2024-01-15,ATT-0462,事務,外科,STAFF-02,8.0,10.4,0,,2.4,1.3,出勤,残業あり,attendance_styleC_202401.csv
2024-01-08,ATT-0463,薬剤師,内科,STAFF-05,8.0,6.3,0,,0.0,0.7875,出勤,残業なし,attendance_styleC_202401.csv
2024-01-15,ATT-0464,事務,救急,STAFF-09,8.0,4.9,0,,0.0,0.6125,出勤,残業なし,attendance_styleC_202401.csv
2024-01-18,ATT-0465,薬剤師,救急,STAFF-01,8.0,7.5,0,,0.0,0.9375,出勤,残業なし,attendance_styleC_202401.csv
2024-01-07,ATT-0466,事務,内科,STAFF-12,8.0,10.0,0,,2.0,1.25,出勤,残業あり,attendance_styleC_202401.csv
2024-01-10,ATT-0467,医師,整形外科,STAFF-05,8.0,10.5,0,,2.5,1.3125,出勤,残業あり,attendance_styleC_202401.csv
2024-01-15,ATT-0468,医師,外科,STAFF-04,8.0,8.7,0,,0.7,1.0875,出勤,残業あり,attendance_styleC_202401.csv
2024-01-12,ATT-0469,事務,外科,STAFF-10,8.0,5.7,0,,0.0,0.7125,出勤,残業なし,attendance_styleC_202401.csv
2024-01-07,ATT-0470,医師,救急,STAFF-06,8.0,8.8,0,,0.8,1.1,出勤,残業あり,attendance_styleC_202401.csv
2024-01-06,ATT-0471,薬剤師,小児科,STAFF-05,8.0,11.6,0,,3.6,1.45,出勤,残業あり,attendance_styleC_202401.csv
2024-01-17,ATT-0472,医師,外科,STAFF-07,8.0,11.9,0,,3.9,1.4875,出勤,残業あり,attendance_styleC_202401.csv
2024-01-05,ATT-0473,看護師,外科,STAFF-03,8.0,10.6,0,,2.6,1.325,出勤,残業あり,attendance_styleC_202401.csv
2024-01-13,ATT-0474,事務,外科,STAFF-10,8.0,9.0,0,,1.0,1.125,出勤,残業あり,attendance_styleC_202401.csv
2024-01-13,ATT-0475,事務,内科,STAFF-11,8.0,10.2,0,,2.2,1.275,出勤,残業あり,attendance_styleC_202401.csv
2024-01-13,ATT-0476,薬剤師,小児科,STAFF-08,8.0,6.6,0,,0.0,0.825,出勤,残業なし,attendance_styleC_202401.csv
2024-01-01,ATT-0477,医師,整形外科,STAFF-11,8.0,6.9,0,,0.0,0.8625,出勤,残業なし,attendance_styleC_202401.csv
2024-01-03,ATT-0478,事務,外科,STAFF-07,8.0,8.0,0,,0.0,1.0,出勤,残業なし,attendance_styleC_202401.csv
2024-01-11,ATT-0479,薬剤師,小児科,STAFF-09,8.0,8.5,0,,0.5,1.0625,出勤,残業あり,attendance_styleC_202401.csv
2024-01-16,ATT-0480,薬剤師,内科,STAFF-01,8.0,0.0,1,私用,0.0,0.0,欠勤,残業なし,attendance_styleC_202401.csv
