store_id,store_name,year_month,planned_revenue,actual_revenue,planned_cogs,actual_cogs,planned_labor,actual_labor,planned_other,actual_other,source_file,planned_gross_profit,actual_gross_profit,planned_operating_profit,actual_operating_profit,revenue_variance,revenue_variance_ratio,profit_variance,profit_variance_ratio,profit_flag
S005,大宮店,2024-W02,2200000,2321845,1175427,1272752,365273,314000,144700,134618,pnl_style_c.csv,1024573,1049093,514600,600475,121845,0.05538409090909091,85875,0.16687718616401087,達成
S001,渋谷店,2024-W03,3500000,3196532,1905018,2120114,602096,630173,244236,274610,pnl_style_c.csv,1594982,1076418,748650,171635,-303468,-0.08670514285714286,-577015,-0.7707406665330929,未達
S002,新宿店,2024-W03,4000000,3950622,1905952,1761077,757183,703289,316917,354740,pnl_style_c.csv,2094048,2189545,1019948,1131516,-49378,-0.0123445,111568,0.10938596869644335,達成
S003,池袋店,2024-W03,3000000,2909460,1415796,1627120,557001,488642,157067,138674,pnl_style_c.csv,1584204,1282340,870136,655024,-90540,-0.03018,-215112,-0.2472165270716302,未達
S004,横浜店,2024-W03,2800000,2907055,1481782,1447179,432451,417093,279457,281898,pnl_style_c.csv,1318218,1459876,606310,760885,107055,0.03823392857142857,154575,0.25494384060958913,達成
S005,大宮店,2024-W03,2200000,2510912,1179372,1006528,440991,465031,169067,157240,pnl_style_c.csv,1020628,1504384,410570,882113,310912,0.14132363636363637,471543,1.148508171566359,達成
S001,渋谷店,2024-W04,3500000,3648010,1614043,1582455,636162,722772,328274,304972,pnl_style_c.csv,1885957,2065555,921521,1037811,148010,0.042288571428571425,116290,0.12619354306630018,達成
S002,新宿店,2024-W04,4000000,4000703,1871461,2103126,843745,792727,327790,338506,pnl_style_c.csv,2128539,1897577,957004,766344,703,0.00017575,-190660,-0.1992259175510238,未達
S003,池袋店,2024-W04,3000000,2687555,1578753,1597404,613512,619099,150086,142168,pnl_style_c.csv,1421247,1090151,657649,328884,-312445,-0.10414833333333333,-328765,-0.4999095262062285,未達
S004,横浜店,2024-W04,2800000,2396360,1520148,1692862,583006,549340,148110,164906,pnl_style_c.csv,1279852,703498,548736,-10748,-403640,-0.14415714285714284,-559484,-1.0195868322836483,赤字
S005,大宮店,2024-W04,2200000,2494987,1008844,1004604,340659,367292,194242,172587,pnl_style_c.csv,1191156,1490383,656255,950504,294987,0.134085,294249,0.44837601237323904,達成
S001,渋谷店,2024-W05,3500000,3474046,1767431,1642857,738746,721712,212065,214565,pnl_style_c.csv,1732569,1831189,781758,894912,-25954,-0.007415428571428571,113154,0.14474300231017784,達成
S002,新宿店,2024-W05,4000000,4275917,1880460,1774242,878642,918149,287620,289137,pnl_style_c.csv,2119540,2501675,953278,1294389,275917,0.06897925,341111,0.35782951038416916,達成
S003,池袋店,2024-W05,3000000,2658904,1417409,2029037,573545,580480,183033,357158,pnl_style_c.csv,1582591,629867,826013,-307771,-341096,-0.11369866666666667,-1133784,-1.372598252085621,赤字
S004,横浜店,2024-W05,2800000,3102094,1279840,1179246,551120,503873,158524,179236,pnl_style_c.csv,1520160,1922848,810516,1239739,302094,0.10789071428571428,429223,0.5295675841069146,達成
S005,大宮店,2024-W05,2200000,2246888,1093988,1187399,454355,412156,120662,118166,pnl_style_c.csv,1106012,1059489,530995,529167,46888,0.02131272727272727,-1828,-0.0034425936214088643,達成
S001,渋谷店,2024-W06,3500000,3419758,1738459,1857931,689974,790192,192223,186607,pnl_style_c.csv,1761541,1561827,879344,585028,-80242,-0.022926285714285715,-294316,-0.33469950326607106,未達
S002,新宿店,2024-W06,4000000,3807163,2144669,1982954,653258,643187,284376,265483,pnl_style_c.csv,1855331,1824209,917697,915539,-192837,-0.04820925,-2158,-0.0023515386886957244,達成
S003,池袋店,2024-W06,3000000,2774826,1626980,1599222,630883,640408,157588,181192,pnl_style_c.csv,1373020,1175604,584549,354004,-225174,-0.075058,-230545,-0.39439807441292346,未達
S004,横浜店,2024-W06,2800000,3082263,1531319,1727190,586344,527647,207990,190129,pnl_style_c.csv,1268681,1355073,474347,637297,282263,0.10080821428571428,162950,0.34352488789852154,達成
S005,大宮店,2024-W06,2200000,2134687,1002900,966487,481738,447805,196248,193599,pnl_style_c.csv,1197100,1168200,519114,526796,-65313,-0.029687727272727272,7682,0.014798290934168602,達成
S001,渋谷店,2024-W07,3500000,3419158,1910061,2193947,661163,704484,202089,189764,pnl_style_c.csv,1589939,1225211,726687,330963,-80842,-0.023097714285714287,-395724,-0.5445590742644357,未達
S002,新宿店,2024-W07,4000000,4562451,2031672,2057390,809433,701899,316836,317107,pnl_style_c.csv,1968328,2505061,842059,1486055,562451,0.14061275,643996,0.7647872655003984,達成
S003,池袋店,2024-W07,3000000,3317448,1397230,1590374,466823,422824,239255,251831,pnl_style_c.csv,1602770,1727074,896692,1052419,317448,0.105816,155727,0.1736683275862838,達成
S004,横浜店,2024-W07,2800000,2577571,1293568,1445027,468258,481536,226713,221219,pnl_style_c.csv,1506432,1132544,811461,429789,-222429,-0.07943892857142858,-381672,-0.47035162503188693,未達
S005,大宮店,2024-W07,2200000,2255224,1105012,1249119,361456,384899,136255,131995,pnl_style_c.csv,1094988,1006105,597277,489211,55224,0.025101818181818183,-108066,-0.18093112575906992,未達
S001,渋谷店,2024-W08,3500000,3680275,1679999,1587352,709207,618260,255200,293362,pnl_style_c.csv,1820001,2092923,855594,1181301,180275,0.051507142857142856,325707,0.38067938765348985,達成
S002,新宿店,2024-W08,4000000,4595316,1829304,1671886,674256,761894,376173,418974,pnl_style_c.csv,2170696,2923430,1120267,1742562,595316,0.148829,622295,0.5554881113163201,達成
S003,池袋店,2024-W08,3000000,2882574,1397324,1537229,597743,617769,298085,311854,pnl_style_c.csv,1602676,1345345,706848,415722,-117426,-0.039142,-291126,-0.4118650685861741,未達
S004,横浜店,2024-W08,2800000,2386571,1488789,1399184,550024,622451,158801,140480,pnl_style_c.csv,1311211,987387,602386,224456,-413429,-0.1476532142857143,-377930,-0.6273884187215506,未達
S005,大宮店,2024-W08,2200000,1940644,1111709,1035784,423144,450768,132396,137728,pnl_style_c.csv,1088291,904860,532751,316364,-259356,-0.11788909090909092,-216387,-0.4061691108979617,未達
S001,渋谷店,2024-W09,3500000,3252183,1745986,1958300,732295,642728,249126,232436,pnl_style_c.csv,1754014,1293883,772593,418719,-247817,-0.07080485714285714,-353874,-0.45803417840958954,未達
S002,新宿店,2024-W09,4000000,3404255,2108448,2195177,673347,722077,310336,303604,pnl_style_c.csv,1891552,1209078,907869,183397,-595745,-0.14893625,-724472,-0.7979917807525094,未達
S003,池袋店,2024-W09,3000000,2558703,1372573,1530325,639825,648576,275189,282001,pnl_style_c.csv,1627427,1028378,712413,97801,-441297,-0.147099,-614612,-0.8627186758242761,未達
S004,横浜店,2024-W09,2800000,2504399,1295685,1221154,596200,649164,260498,291674,pnl_style_c.csv,1504315,1283245,647617,342407,-295601,-0.10557178571428572,-305210,-0.4712816371404704,未達
S005,大宮店,2024-W09,2200000,2008651,1044897,1437100,450138,551155,154702,264894,pnl_style_c.csv,1155103,571551,550263,-244498,-191349,-0.08697681818181818,-794761,-1.4443293479663362,赤字
S001,渋谷店,2024-W10,3500000,4000016,1858770,2071459,531073,568763,233132,263263,pnl_style_c.csv,1641230,1928557,877025,1096531,500016,0.1428617142857143,219506,0.25028476953336565,達成
S002,新宿店,2024-W10,4000000,4362682,2145626,2345652,674706,732874,221619,246363,pnl_style_c.csv,1854374,2017030,958049,1037793,362682,0.0906705,79744,0.08323582614250419,達成
S003,池袋店,2024-W10,3000000,3322734,1416730,1551285,546664,514715,269302,247294,pnl_style_c.csv,1583270,1771449,767304,1009440,322734,0.107578,242136,0.31556723280472926,達成
S004,横浜店,2024-W10,2800000,2399878,1314076,1246373,589413,671970,179077,186678,pnl_style_c.csv,1485924,1153505,717434,294857,-400122,-0.1429007142857143,-422577,-0.5890116721538149,未達
S005,大宮店,2024-W10,2200000,2133788,1205853,1699036,474643,472074,216744,184582,pnl_style_c.csv,994147,434752,302760,-221904,-66212,-0.030096363636363636,-524664,-1.732936979785969,赤字
S001,渋谷店,2024-W11,3500000,3431292,1829991,1727700,673521,675829,242409,247979,pnl_style_c.csv,1670009,1703592,754079,779784,-68708,-0.019630857142857144,25705,0.034087940388208664,達成
S002,新宿店,2024-W11,4000000,3705667,2083514,1772044,859161,869072,343886,368847,pnl_style_c.csv,1916486,1933623,713439,695704,-294333,-0.07358325,-17735,-0.024858467227050946,達成
S003,池袋店,2024-W11,3000000,3153566,1459266,1271009,589490,559461,197087,217664,pnl_style_c.csv,1540734,1882557,754157,1105432,153566,0.05118866666666667,351275,0.46578497580742473,達成
S004,横浜店,2024-W11,2800000,2984594,1344090,1267188,500045,485404,181392,161110,pnl_style_c.csv,1455910,1717406,774473,1070892,184594,0.06592642857142857,296419,0.3827363897773066,達成
S005,大宮店,2024-W11,2200000,2147495,1196880,1260548,469032,485286,143104,145162,pnl_style_c.csv,1003120,886947,390984,256499,-52505,-0.02386590909090909,-134485,-0.34396548196345633,未達
S001,渋谷店,2024-W12,3500000,2975426,1675420,1640180,667096,698057,256373,251924,pnl_style_c.csv,1824580,1335246,901111,385265,-524574,-0.14987828571428571,-515846,-0.5724555576394029,未達
S002,新宿店,2024-W12,4000000,3656442,1989274,2228692,822887,741345,216959,217965,pnl_style_c.csv,2010726,1427750,970880,468440,-343558,-0.0858895,-502440,-0.5175098879367172,未達
S003,池袋店,2024-W12,3000000,3119647,1450556,1589123,607739,639243,183696,167115,pnl_style_c.csv,1549444,1530524,758009,724166,119647,0.03988233333333333,-33843,-0.04464722714374104,達成
S004,横浜店,2024-W12,2800000,2400517,1328556,1318646,586549,511382,198022,205731,pnl_style_c.csv,1471444,1081871,686873,364758,-399483,-0.1426725,-322115,-0.46895859933350126,未達
S005,大宮店,2024-W12,2200000,1998327,1143198,1141270,367574,384783,110610,118938,pnl_style_c.csv,1056802,857057,578618,353336,-201673,-0.09166954545454545,-225282,-0.3893449564306676,未達
S001,渋谷店,2024-W13,3500000,3783548,1612306,1576100,568092,646142,265643,229799,pnl_style_c.csv,1887694,2207448,1053959,1331507,283548,0.08101371428571429,277548,0.26333851696318356,達成
S002,新宿店,2024-W13,4000000,3699038,2139335,2111392,824397,865842,397578,408963,pnl_style_c.csv,1860665,1587646,638690,312841,-300962,-0.0752405,-325849,-0.5101833440323161,未達
S003,池袋店,2024-W13,3000000,3405036,1617428,1672090,601048,601910,274585,278528,pnl_style_c.csv,1382572,1732946,506939,852508,405036,0.135012,345569,0.6816776771958757,達成
S004,横浜店,2024-W13,2800000,3133655,1468224,1457069,470802,435102,229273,247556,pnl_style_c.csv,1331776,1676586,631701,993928,333655,0.1191625,362227,0.573415270832245,達成
S005,大宮店,2024-W13,2200000,2214058,1127885,1051617,341932,319952,139889,132323,pnl_style_c.csv,1072115,1162441,590294,710166,14058,0.00639,119872,0.20307168970038658,達成
S001,渋谷店,2024-W14,3500000,3542160,1623431,1492547,695018,738058,186240,181077,pnl_style_c.csv,1876569,2049613,995311,1130478,42160,0.012045714285714286,135167,0.1358037839429083,達成
S002,新宿店,2024-W14,4000000,4051133,1966310,1793374,717640,804798,316816,335399,pnl_style_c.csv,2033690,2257759,999234,1117562,51133,0.01278325,118328,0.11841870873088786,達成
S003,池袋店,2024-W14,3000000,3321059,1579678,1522990,451238,431170,263021,290910,pnl_style_c.csv,1420322,1798069,706063,1075989,321059,0.10701966666666667,369926,0.5239277514895979,達成
S004,横浜店,2024-W14,2800000,3180881,1377326,1479599,527042,543368,170875,156492,pnl_style_c.csv,1422674,1701282,724757,1001422,380881,0.13602892857142856,276665,0.3817348435406626,達成
S005,大宮店,2024-W14,2200000,2157652,996385,947402,434588,422113,128155,126901,pnl_style_c.csv,1203615,1210250,640872,661236,-42348,-0.01924909090909091,20364,0.031775455941280006,達成
S001,渋谷店,2024-W15,3500000,3109009,1792790,1538375,621535,633542,179743,187440,pnl_style_c.csv,1707210,1570634,905932,749652,-390991,-0.11171171428571429,-156280,-0.17250742881364164,未達
S002,新宿店,2024-W15,4000000,3562839,1984679,1716917,706149,645066,265369,286166,pnl_style_c.csv,2015321,1845922,1043803,914690,-437161,-0.10929025,-129113,-0.12369479681510784,未達
S003,池袋店,2024-W15,3000000,2891214,1575603,1732497,502977,439890,152907,154715,pnl_style_c.csv,1424397,1158717,768513,564112,-108786,-0.036262,-204401,-0.26596947611816585,未達
S004,横浜店,2024-W15,2800000,3219923,1357989,1419157,573122,599214,245593,278719,pnl_style_c.csv,1442011,1800766,623296,922833,419923,0.1499725,299537,0.4805694244788993,達成
S005,大宮店,2024-W15,2200000,2001578,994484,890774,349438,367203,172037,157481,pnl_style_c.csv,1205516,1110804,684041,586120,-198422,-0.09019181818181818,-97921,-0.14315077604997362,未達
S001,渋谷店,2024-W16,3500000,3709438,1843414,1659693,673776,723890,195043,213726,pnl_style_c.csv,1656586,2049745,787767,1112129,209438,0.05983942857142857,324362,0.41174865156829366,達成
S002,新宿店,2024-W16,4000000,4557665,1843239,1580953,687348,723918,391635,379493,pnl_style_c.csv,2156761,2976712,1077778,1873301,557665,0.13941625,795523,0.7381139715228925,達成
S003,池袋店,2024-W16,3000000,3193513,1372799,1451302,581721,512246,265872,293812,pnl_style_c.csv,1627201,1742211,779608,936153,193513,0.06450433333333333,156545,0.20079963263588882,達成
S004,横浜店,2024-W16,2800000,2884346,1293895,1481708,573397,547113,199973,192208,pnl_style_c.csv,1506105,1402638,732735,663317,84346,0.03012357142857143,-69418,-0.09473820685513862,達成
S005,大宮店,2024-W16,2200000,2203934,1065071,1176768,456639,402601,215687,224460,pnl_style_c.csv,1134929,1027166,462603,400105,3934,0.001788181818181818,-62498,-0.13510072351454702,未達
S001,渋谷店,2024-W17,3500000,3845143,1822558,1787284,704780,803197,222264,242814,pnl_style_c.csv,1677442,2057859,750398,1011848,345143,0.09861228571428571,261450,0.34841510771617196,達成
S002,新宿店,2024-W17,4000000,4045807,1993399,1954871,804687,748776,370343,407088,pnl_style_c.csv,2006601,2090936,831571,935072,45807,0.01145175,103501,0.12446441734981138,達成
S003,池袋店,2024-W17,3000000,2627997,1614489,1490430,547589,565714,206848,177602,pnl_style_c.csv,1385511,1137567,631074,394251,-372003,-0.124001,-236823,-0.37526977818766105,未達
S004,横浜店,2024-W17,2800000,3094800,1310915,1197699,576375,548768,263245,279133,pnl_style_c.csv,1489085,1897101,649465,1069200,294800,0.10528571428571429,419735,0.6462780904282756,達成
S005,大宮店,2024-W17,2200000,2052337,992233,1125608,343184,365842,163744,176426,pnl_style_c.csv,1207767,926729,700839,384461,-147663,-0.06711954545454546,-316378,-0.4514275033210195,未達
S001,渋谷店,2024-W18,3500000,3700140,1801066,1796107,719269,631458,213779,226079,pnl_style_c.csv,1698934,1904033,765886,1046496,200140,0.05718285714285714,280610,0.3663861201275386,達成
S002,新宿店,2024-W18,4000000,3767447,2032622,2016317,748658,731926,349187,331461,pnl_style_c.csv,1967378,1751130,869533,687743,-232553,-0.05813825,-181790,-0.20906624590441075,未達
S003,池袋店,2024-W18,3000000,3182569,1431275,2470370,475338,683654,167933,295925,pnl_style_c.csv,1568725,712199,925454,-267380,182569,0.06085633333333333,-1192834,-1.2889176555506812,赤字
S004,横浜店,2024-W18,2800000,2786727,1462884,1672050,522829,488793,154074,139935,pnl_style_c.csv,1337116,1114677,660213,485949,-13273,-0.0047403571428571425,-174264,-0.2639511793921053,未達
S005,大宮店,2024-W18,2200000,2020139,1029477,879425,412257,384344,217172,220648,pnl_style_c.csv,1170523,1140714,541094,535722,-179861,-0.081755,-5372,-0.009928034685285737,達成
S001,渋谷店,2024-W19,3500000,3707288,1619198,1798181,645265,717416,275461,272932,pnl_style_c.csv,1880802,1909107,960076,918759,207288,0.05922514285714286,-41317,-0.04303513471850145,達成
S002,新宿店,2024-W19,4000000,3928563,1873745,1621563,863498,857729,364423,353568,pnl_style_c.csv,2126255,2307000,898334,1095703,-71437,-0.01785925,197369,0.21970558834464687,達成
S003,池袋店,2024-W19,3000000,2616674,1538834,1332758,481331,490405,195575,224554,pnl_style_c.csv,1461166,1283916,784260,568957,-383326,-0.12777533333333332,-215303,-0.2745301303139265,未達
S004,横浜店,2024-W19,2800000,2479499,1474044,1521059,574985,527667,213160,209995,pnl_style_c.csv,1325956,958440,537811,220778,-320501,-0.11446464285714286,-317033,-0.5894877568513845,未達
S005,大宮店,2024-W19,2200000,2162196,1179237,1352596,377029,390718,177059,189812,pnl_style_c.csv,1020763,809600,466675,229070,-37804,-0.017183636363636363,-237605,-0.5091444795628649,未達
S001,渋谷店,2024-W20,3500000,3969970,1647726,1504881,686805,616145,205417,179230,pnl_style_c.csv,1852274,2465089,960052,1669714,469970,0.13427714285714284,709662,0.7391912104760993,達成
S002,新宿店,2024-W20,4000000,3403211,1980201,2035931,681553,626649,341391,362180,pnl_style_c.csv,2019799,1367280,996855,378451,-596789,-0.14919725,-618404,-0.6203550165269773,未達
S003,池袋店,2024-W20,3000000,2958628,1556215,1754124,615444,638534,249177,281595,pnl_style_c.csv,1443785,1204504,579164,284375,-41372,-0.013790666666666666,-294789,-0.5089905449924373,未達
S004,横浜店,2024-W20,2800000,2737117,1412477,1475036,598049,656651,149997,134964,pnl_style_c.csv,1387523,1262081,639477,470466,-62883,-0.022458214285714286,-169011,-0.264295666615062,未達
S005,大宮店,2024-W20,2200000,2073024,1154771,1178746,374446,332248,185755,196885,pnl_style_c.csv,1045229,894278,485028,365145,-126976,-0.057716363636363635,-119883,-0.2471671738538806,未達
S001,渋谷店,2024-W21,3500000,3964810,1750165,1746907,544708,469516,250605,237247,pnl_style_c.csv,1749835,2217903,954522,1511140,464810,0.13280285714285714,556618,0.5831379475800453,達成
S002,新宿店,2024-W21,4000000,3700441,1836531,2091025,834068,852884,390157,448631,pnl_style_c.csv,2163469,1609416,939244,307901,-299559,-0.07488975,-631343,-0.6721820953873541,未達
S003,池袋店,2024-W21,3000000,3155053,1430853,1233495,608816,603428,247726,278648,pnl_style_c.csv,1569147,1921558,712605,1039482,155053,0.05168433333333333,326877,0.458707137895468,達成
S004,横浜店,2024-W21,2800000,2532451,1423892,1481468,516378,453056,188715,179278,pnl_style_c.csv,1376108,1050983,671015,418649,-267549,-0.09555321428571428,-252366,-0.37609591439833684,未達
S005,大宮店,2024-W21,2200000,2312288,1178701,1118518,436826,409072,213971,234099,pnl_style_c.csv,1021299,1193770,370502,550599,112288,0.05104,180097,0.4860891439182515,達成
S001,渋谷店,2024-W22,3500000,3552601,1734189,1637690,604202,689428,245731,246807,pnl_style_c.csv,1765811,1914911,915878,978676,52601,0.015028857142857142,62798,0.06856590069856465,達成
S002,新宿店,2024-W22,4000000,4585743,2063064,2089426,715709,648629,272356,293309,pnl_style_c.csv,1936936,2496317,948871,1554379,585743,0.14643575,605508,0.6381352154297054,達成
S003,池袋店,2024-W22,3000000,3112868,1577997,1437662,565336,637870,215717,228547,pnl_style_c.csv,1422003,1675206,640950,808789,112868,0.037622666666666665,167839,0.261859739449255,達成
S004,横浜店,2024-W22,2800000,2481998,1532481,1760533,466902,693422,217117,334513,pnl_style_c.csv,1267519,721465,583500,-306470,-318002,-0.11357214285714286,-889970,-1.5252270779777206,赤字
S005,大宮店,2024-W22,2200000,2174556,1015843,1117065,406750,433181,165976,154694,pnl_style_c.csv,1184157,1057491,611431,469616,-25444,-0.011565454545454545,-141815,-0.23193949930572705,未達
S001,渋谷店,2024-W23,3500000,3851460,1918086,1770622,660060,637008,336327,337158,pnl_style_c.csv,1581914,2080838,585527,1106672,351460,0.10041714285714286,521145,0.8900443532065985,達成
S002,新宿店,2024-W23,4000000,4455192,2145611,2001585,821202,800247,386850,387748,pnl_style_c.csv,1854389,2453607,646337,1265612,455192,0.113798,619275,0.9581302014274288,達成
S003,池袋店,2024-W23,3000000,3288495,1434852,1348139,573257,659057,223446,199890,pnl_style_c.csv,1565148,1940356,768445,1081409,288495,0.096165,312964,0.4072692255138624,達成
S004,横浜店,2024-W23,2800000,2832408,1356635,1377765,526512,519459,185049,167765,pnl_style_c.csv,1443365,1454643,731804,767419,32408,0.011574285714285714,35615,0.048667402747183675,達成
S005,大宮店,2024-W23,2200000,2330349,1115795,1026608,449434,387904,191918,203734,pnl_style_c.csv,1084205,1303741,442853,712103,130349,0.05924954545454546,269250,0.6079895586119999,達成
S001,渋谷店,2024-W24,3500000,3826979,1710128,1794107,726083,830817,261683,225337,pnl_style_c.csv,1789872,2032872,802106,976718,326979,0.09342257142857142,174612,0.2176919260047924,達成
S002,新宿店,2024-W24,4000000,4002749,2036072,2261893,844773,829645,305190,301246,pnl_style_c.csv,1963928,1740856,813965,609965,2749,0.00068725,-204000,-0.2506250268746199,未達
S003,池袋店,2024-W24,3000000,3200199,1472994,1541392,482416,478001,295381,281075,pnl_style_c.csv,1527006,1658807,749209,899731,200199,0.066733,150522,0.20090789085555566,達成
S004,横浜店,2024-W24,2800000,2961872,1441954,1594123,587059,650346,193201,182575,pnl_style_c.csv,1358046,1367749,577786,534828,161872,0.05781142857142857,-42958,-0.07434932656727578,達成
S005,大宮店,2024-W24,2200000,2344354,1157068,1286330,335528,292086,179428,202086,pnl_style_c.csv,1042932,1058024,527976,563852,144354,0.06561545454545455,35876,0.06795005833598497,達成
S001,渋谷店,2024-W25,3500000,4022297,1836368,3094756,549119,1095167,327701,332883,pnl_style_c.csv,1663632,927541,786812,-500509,522297,0.1492277142857143,-1287321,-1.6361227332577541,赤字
S002,新宿店,2024-W25,4000000,4355372,1917347,1845355,640760,646751,313186,340670,pnl_style_c.csv,2082653,2510017,1128707,1522596,355372,0.088843,393889,0.3489736486085406,達成
S003,池袋店,2024-W25,3000000,2702985,1373691,1526517,580139,535033,286924,256205,pnl_style_c.csv,1626309,1176468,759246,385230,-297015,-0.099005,-374016,-0.4926150417651196,未達
S004,横浜店,2024-W25,2800000,2767366,1331114,1233408,421842,460394,266169,280351,pnl_style_c.csv,1468886,1533958,780875,793213,-32634,-0.011655,12338,0.015800224107571634,達成
S005,大宮店,2024-W25,2200000,1974264,1087181,1036812,420486,438013,156674,144928,pnl_style_c.csv,1112819,937452,535659,354511,-225736,-0.10260727272727273,-181148,-0.3381778332857284,未達
S001,渋谷店,2024-W26,3500000,3862569,1644726,1587832,643386,592663,275086,281260,pnl_style_c.csv,1855274,2274737,936802,1400814,362569,0.10359114285714285,464012,0.4953149117956623,達成
S002,新宿店,2024-W26,4000000,4591230,1918092,2193114,784304,731241,313186,330643,pnl_style_c.csv,2081908,2398116,984418,1336232,591230,0.1478075,351814,0.3573827378207225,達成
S003,池袋店,2024-W26,3000000,3220202,1364713,1408277,554313,621522,192929,210227,pnl_style_c.csv,1635287,1811925,888045,980176,220202,0.07340066666666667,92131,0.10374586873412947,達成
S004,横浜店,2024-W26,2800000,2889935,1358650,1414335,541695,570583,240930,252435,pnl_style_c.csv,1441350,1475600,658725,652582,89935,0.03211964285714286,-6143,-0.009325591104026719,達成
S005,大宮店,2024-W26,2200000,2423302,1128215,1264753,429536,404915,158491,162275,pnl_style_c.csv,1071785,1158549,483758,591359,223302,0.10150090909090909,107601,0.22242732936716292,達成
S001,渋谷店,2024-W27,3500000,3743978,1606547,1507798,708133,639226,198128,200470,pnl_style_c.csv,1893453,2236180,987192,1396484,243978,0.069708,409292,0.4146022253016637,達成
S002,新宿店,2024-W27,4000000,4565787,2012341,2261964,832532,771833,364938,362951,pnl_style_c.csv,1987659,2303823,790189,1169039,565787,0.14144675,378850,0.4794422600162746,達成
S003,池袋店,2024-W27,3000000,3275840,1573968,1497811,474186,540035,171114,195061,pnl_style_c.csv,1426032,1778029,780732,1042933,275840,0.09194666666666666,262201,0.33583995532397803,達成
S004,横浜店,2024-W27,2800000,3102518,1462781,1673396,609585,665287,191209,207883,pnl_style_c.csv,1337219,1429122,536425,555952,302518,0.10804214285714285,19527,0.03640210653865871,達成
S005,大宮店,2024-W27,2200000,1879186,1108046,1093016,433616,456035,174302,191161,pnl_style_c.csv,1091954,786170,484036,138974,-320814,-0.14582454545454546,-345062,-0.7128849920253866,未達
S001,渋谷店,2024-W28,3500000,3962306,1612921,1484124,531131,592355,273246,307286,pnl_style_c.csv,1887079,2478182,1082702,1578541,462306,0.13208742857142858,495839,0.45796442603782017,達成
S002,新宿店,2024-W28,4000000,3665641,1825287,2002626,854629,803913,281659,251221,pnl_style_c.csv,2174713,1663015,1038425,607881,-334359,-0.08358975,-430544,-0.4146125141440162,未達
S003,池袋店,2024-W28,3000000,3401635,1441309,1438120,470410,525061,170350,167981,pnl_style_c.csv,1558691,1963515,917931,1270473,401635,0.13387833333333332,352542,0.3840615471097501,達成
S004,横浜店,2024-W28,2800000,2943208,1468079,1664497,502149,538646,161633,157506,pnl_style_c.csv,1331921,1278711,668139,582559,143208,0.05114571428571429,-85580,-0.12808711959637142,未達
S005,大宮店,2024-W28,2200000,1935354,1097656,1067399,476534,409731,150758,148197,pnl_style_c.csv,1102344,867955,475052,310027,-264646,-0.12029363636363637,-165025,-0.34738302333218257,未達
