計測時刻,機番,機器名称,温度,振動値,圧力値,回転数,稼働フラグ
2024/01/29 13:00,E-004,旋盤機D,68.47,1.653,1.196,1444.5,1
2024/01/29 14:00,E-004,旋盤機D,67.94,1.421,1.16,1522.4,1
2024/01/29 15:00,E-004,旋盤機D,69.02,1.281,1.285,1489.8,1
2024/01/29 16:00,E-004,旋盤機D,65.83,2.061,1.183,1449.2,1
2024/01/29 17:00,E-004,旋盤機D,75.39,1.794,1.192,1475.8,1
2024/01/29 18:00,E-004,旋盤機D,72.72,1.616,1.046,1466.2,1
2024/01/29 19:00,E-004,旋盤機D,73.31,2.091,1.174,1538.1,1
2024/01/29 20:00,E-004,旋盤機D,70.99,1.707,1.183,1501.5,1
2024/01/29 21:00,E-004,旋盤機D,64.67,1.802,1.231,1431.0,1
2024/01/29 22:00,E-004,旋盤機D,67.24,1.694,1.303,1425.4,1
2024/01/29 23:00,E-004,旋盤機D,66.47,1.631,1.296,1488.5,1
2024/01/30 00:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/30 01:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/30 02:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/30 03:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/30 04:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/30 05:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/30 06:00,E-004,旋盤機D,75.18,2.032,1.159,1498.4,1
2024/01/30 07:00,E-004,旋盤機D,66.58,2.101,1.067,1461.2,1
2024/01/30 08:00,E-004,旋盤機D,69.82,2.229,0.98,1538.1,1
2024/01/30 09:00,E-004,旋盤機D,67.44,1.141,0.9,1436.5,1
2024/01/30 10:00,E-004,旋盤機D,67.92,1.777,1.263,1470.8,1
2024/01/30 11:00,E-004,旋盤機D,63.57,1.655,1.203,1498.1,1
2024/01/30 12:00,E-004,旋盤機D,64.84,2.116,1.138,1459.6,1
2024/01/30 13:00,E-004,旋盤機D,65.83,2.176,1.187,1465.7,1
2024/01/30 14:00,E-004,旋盤機D,71.7,2.55,1.221,1533.2,1
2024/01/30 15:00,E-004,旋盤機D,72.14,1.588,1.203,1445.1,1
2024/01/30 16:00,E-004,旋盤機D,67.18,1.581,1.16,1463.8,1
2024/01/30 17:00,E-004,旋盤機D,66.85,1.986,1.188,1424.7,1
2024/01/30 18:00,E-004,旋盤機D,65.02,1.268,1.224,1507.6,1
2024/01/30 19:00,E-004,旋盤機D,69.03,1.524,1.225,1473.5,1
2024/01/30 20:00,E-004,旋盤機D,63.45,2.06,1.282,1523.2,1
2024/01/30 21:00,E-004,旋盤機D,65.57,2.213,1.151,1512.9,1
2024/01/30 22:00,E-004,旋盤機D,65.96,1.722,0.958,1479.4,1
2024/01/30 23:00,E-004,旋盤機D,68.36,1.656,1.376,1449.3,1
2024/01/31 00:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/31 01:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/31 02:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/31 03:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/31 04:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/31 05:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/31 06:00,E-004,旋盤機D,65.75,1.483,1.144,1526.1,1
2024/01/31 07:00,E-004,旋盤機D,73.91,1.555,1.128,1449.5,1
2024/01/31 08:00,E-004,旋盤機D,73.23,2.192,1.189,1441.1,1
2024/01/31 09:00,E-004,旋盤機D,62.77,1.86,1.255,1417.7,1
2024/01/31 10:00,E-004,旋盤機D,66.71,2.366,1.178,1542.1,1
2024/01/31 11:00,E-004,旋盤機D,70.6,1.421,1.171,1485.5,1
2024/01/31 12:00,E-004,旋盤機D,64.19,1.461,1.351,1455.8,1
2024/01/31 13:00,E-004,旋盤機D,72.31,1.647,1.197,1509.7,1
2024/01/31 14:00,E-004,旋盤機D,65.61,1.999,0.995,1505.4,1
2024/01/31 15:00,E-004,旋盤機D,58.13,1.721,1.285,1511.8,1
2024/01/31 16:00,E-004,旋盤機D,62.81,1.391,1.131,1496.5,1
2024/01/31 17:00,E-004,旋盤機D,59.87,1.795,1.231,1480.1,1
2024/01/31 18:00,E-004,旋盤機D,70.1,1.878,1.146,1422.2,1
2024/01/31 19:00,E-004,旋盤機D,68.53,1.466,1.142,1506.8,1
2024/01/31 20:00,E-004,旋盤機D,73.67,1.787,1.255,1439.4,1
2024/01/31 21:00,E-004,旋盤機D,68.98,1.779,1.323,1471.1,1
2024/01/31 22:00,E-004,旋盤機D,67.03,2.171,1.191,1451.2,1
2024/01/31 23:00,E-004,旋盤機D,78.21,1.422,1.194,1502.1,1
