日時,設備ID,設備名,温度(°C),振動(mm/s),圧力(MPa),回転数(rpm),稼働状態
2024/01/29 13:00,E-001,旋盤機A,81.34,1.191,1.107,1464.7,1
2024/01/29 14:00,E-001,旋盤機A,66.11,1.311,0.994,1468.4,1
2024/01/29 15:00,E-001,旋盤機A,69.28,1.135,1.184,1472.5,1
2024/01/29 16:00,E-001,旋盤機A,84.05,1.365,1.107,1461.1,1
2024/01/29 17:00,E-001,旋盤機A,78.53,1.836,1.13,1459.6,1
2024/01/29 18:00,E-001,旋盤機A,71.05,1.164,1.246,1524.3,1
2024/01/29 19:00,E-001,旋盤機A,70.48,0.769,1.002,1520.6,1
2024/01/29 20:00,E-001,旋盤機A,76.06,1.833,0.941,1509.0,1
2024/01/29 21:00,E-001,旋盤機A,75.08,1.002,1.099,1508.2,1
2024/01/29 22:00,E-001,旋盤機A,68.5,0.944,1.067,1490.2,1
2024/01/29 23:00,E-001,旋盤機A,69.26,1.331,1.056,1498.8,1
2024/01/30 00:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/30 01:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/30 02:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/30 03:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/30 04:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/30 05:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/30 06:00,E-001,旋盤機A,72.21,1.409,1.059,1502.8,1
2024/01/30 07:00,E-001,旋盤機A,60.4,1.643,1.1,1501.2,1
2024/01/30 08:00,E-001,旋盤機A,74.8,0.914,0.903,1508.2,1
2024/01/30 09:00,E-001,旋盤機A,69.96,1.551,1.054,1519.9,1
2024/01/30 10:00,E-001,旋盤機A,74.66,1.645,1.074,1436.8,1
2024/01/30 11:00,E-001,旋盤機A,73.85,1.867,1.164,1473.6,1
2024/01/30 12:00,E-001,旋盤機A,73.37,1.758,1.256,1473.7,1
2024/01/30 13:00,E-001,旋盤機A,68.87,1.724,1.106,1466.5,1
2024/01/30 14:00,E-001,旋盤機A,72.07,1.674,1.109,1506.6,1
2024/01/30 15:00,E-001,旋盤機A,68.71,1.943,1.01,1482.4,1
2024/01/30 16:00,E-001,旋盤機A,70.05,1.764,0.95,1460.7,1
2024/01/30 17:00,E-001,旋盤機A,59.81,1.51,0.988,1488.5,1
2024/01/30 18:00,E-001,旋盤機A,73.31,1.308,1.123,1491.0,1
2024/01/30 19:00,E-001,旋盤機A,73.36,1.643,1.031,1494.9,1
2024/01/30 20:00,E-001,旋盤機A,75.22,1.618,0.96,1519.7,1
2024/01/30 21:00,E-001,旋盤機A,64.58,1.924,1.202,1508.7,1
2024/01/30 22:00,E-001,旋盤機A,70.79,1.437,1.168,1488.9,1
2024/01/30 23:00,E-001,旋盤機A,71.18,1.762,1.044,1481.5,1
2024/01/31 00:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/31 01:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/31 02:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/31 03:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/31 04:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/31 05:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/31 06:00,E-001,旋盤機A,64.03,1.181,0.917,1521.9,1
2024/01/31 07:00,E-001,旋盤機A,79.04,1.928,0.937,1521.7,1
2024/01/31 08:00,E-001,旋盤機A,77.11,1.363,1.11,1439.8,1
2024/01/31 09:00,E-001,旋盤機A,71.33,1.181,1.12,1453.2,1
2024/01/31 10:00,E-001,旋盤機A,72.71,1.807,1.022,1465.9,1
2024/01/31 11:00,E-001,旋盤機A,59.22,1.42,1.042,1453.5,1
2024/01/31 12:00,E-001,旋盤機A,72.27,1.365,0.992,1483.4,1
2024/01/31 13:00,E-001,旋盤機A,75.36,1.681,1.087,1518.6,1
2024/01/31 14:00,E-001,旋盤機A,64.2,1.51,1.115,1485.9,1
2024/01/31 15:00,E-001,旋盤機A,72.18,1.266,1.151,1516.6,1
2024/01/31 16:00,E-001,旋盤機A,55.41,1.857,0.795,1481.5,1
2024/01/31 17:00,E-001,旋盤機A,75.13,1.405,0.953,1467.2,1
2024/01/31 18:00,E-001,旋盤機A,75.13,0.924,1.213,1498.3,1
2024/01/31 19:00,E-001,旋盤機A,64.04,1.325,0.998,1526.0,1
2024/01/31 20:00,E-001,旋盤機A,73.66,0.984,1.06,1474.1,1
2024/01/31 21:00,E-001,旋盤機A,76.47,1.095,1.26,1499.0,1
2024/01/31 22:00,E-001,旋盤機A,64.19,1.297,1.02,1461.8,1
2024/01/31 23:00,E-001,旋盤機A,70.47,1.132,0.882,1488.6,1
