日時,設備ID,設備名,温度(°C),振動(mm/s),圧力(MPa),回転数(rpm),稼働状態
2024/01/30 05:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/30 06:00,E-003,溶接機C,73.24,1.133,1.115,1533.2,1
2024/01/30 07:00,E-003,溶接機C,86.01,1.262,0.968,1507.8,1
2024/01/30 08:00,E-003,溶接機C,65.77,1.13,1.092,1532.0,1
2024/01/30 09:00,E-003,溶接機C,75.1,0.951,1.018,1540.3,1
2024/01/30 10:00,E-003,溶接機C,77.15,1.242,0.936,1537.3,1
2024/01/30 11:00,E-003,溶接機C,59.34,1.296,1.206,1489.8,1
2024/01/30 12:00,E-003,溶接機C,73.79,1.198,0.963,1540.7,1
2024/01/30 13:00,E-003,溶接機C,77.36,1.238,1.064,1520.3,1
2024/01/30 14:00,E-003,溶接機C,90.9,1.238,1.016,1485.8,1
2024/01/30 15:00,E-003,溶接機C,72.28,1.487,0.893,1476.8,1
2024/01/30 16:00,E-003,溶接機C,75.16,1.543,1.003,1513.3,1
2024/01/30 17:00,E-003,溶接機C,65.71,1.313,1.053,1484.4,1
2024/01/30 18:00,E-003,溶接機C,80.67,1.391,1.091,1531.7,1
2024/01/30 19:00,E-003,溶接機C,78.27,1.33,1.069,1483.6,1
2024/01/30 20:00,E-003,溶接機C,67.49,1.016,0.99,1527.8,1
2024/01/30 21:00,E-003,溶接機C,76.62,1.479,1.092,1502.6,1
2024/01/30 22:00,E-003,溶接機C,76.19,0.988,0.985,1526.4,1
2024/01/30 23:00,E-003,溶接機C,57.96,1.803,1.045,1508.1,1
2024/01/31 00:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/31 01:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/31 02:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/31 03:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/31 04:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/31 05:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/31 06:00,E-003,溶接機C,84.64,1.113,1.011,1510.3,1
2024/01/31 07:00,E-003,溶接機C,83.26,1.174,1.012,1544.1,1
2024/01/31 08:00,E-003,溶接機C,77.93,1.186,1.089,1570.8,1
2024/01/31 09:00,E-003,溶接機C,76.59,1.229,1.014,1546.2,1
2024/01/31 10:00,E-003,溶接機C,72.0,1.13,0.877,1496.3,1
2024/01/31 11:00,E-003,溶接機C,72.41,1.186,1.142,1530.7,1
2024/01/31 12:00,E-003,溶接機C,70.44,1.018,1.11,1542.5,1
2024/01/31 13:00,E-003,溶接機C,75.14,1.089,1.09,1500.1,1
2024/01/31 14:00,E-003,溶接機C,76.96,1.768,1.016,1504.5,1
2024/01/31 15:00,E-003,溶接機C,77.05,1.082,0.888,1534.0,1
2024/01/31 16:00,E-003,溶接機C,80.59,1.122,0.97,1500.8,1
2024/01/31 17:00,E-003,溶接機C,74.25,1.059,0.919,1557.8,1
2024/01/31 18:00,E-003,溶接機C,77.33,1.343,1.071,1535.4,1
2024/01/31 19:00,E-003,溶接機C,72.93,1.268,0.978,1528.8,1
2024/01/31 20:00,E-003,溶接機C,76.71,1.104,0.894,1522.9,1
2024/01/31 21:00,E-003,溶接機C,73.98,0.727,1.041,1539.3,1
2024/01/31 22:00,E-003,溶接機C,87.64,1.102,0.957,1497.8,1
2024/01/31 23:00,E-003,溶接機C,76.04,1.251,0.935,1516.5,1
