received_date,ticket_id,category,priority,agent_id,resolution_hours,is_escalated,escalation_reason,satisfaction,is_resolved,speed_grade,cs_level,source_file
2024-01-18,TKT-0463,機能不具合,中,AGT-02,61,1,顧客クレーム,5,1,長時間,高満足,tickets_styleC_202401.csv
2024-01-06,TKT-0464,請求問い合わせ,低,AGT-02,29,0,,3,1,長時間,普通,tickets_styleC_202401.csv
2024-01-11,TKT-0465,請求問い合わせ,中,AGT-05,60,0,,4,1,長時間,高満足,tickets_styleC_202401.csv
2024-01-19,TKT-0466,データ移行,低,AGT-02,61,0,,5,1,長時間,高満足,tickets_styleC_202401.csv
2024-01-13,TKT-0467,データ移行,中,AGT-07,7,0,,2,1,標準,低満足,tickets_styleC_202401.csv
2024-01-07,TKT-0468,請求問い合わせ,中,AGT-08,19,0,,2,1,標準,低満足,tickets_styleC_202401.csv
2024-01-16,TKT-0469,請求問い合わせ,低,AGT-03,41,0,,1,1,長時間,低満足,tickets_styleC_202401.csv
2024-01-07,TKT-0470,機能不具合,低,AGT-03,63,0,,1,1,長時間,低満足,tickets_styleC_202401.csv
2024-01-14,TKT-0471,使い方質問,中,AGT-07,62,0,,1,1,長時間,低満足,tickets_styleC_202401.csv
2024-01-12,TKT-0472,ログイン障害,中,AGT-04,3,0,,2,1,迅速,低満足,tickets_styleC_202401.csv
2024-01-12,TKT-0473,請求問い合わせ,高,AGT-02,50,0,,3,1,長時間,普通,tickets_styleC_202401.csv
2024-01-02,TKT-0474,請求問い合わせ,中,AGT-08,67,0,,3,1,長時間,普通,tickets_styleC_202401.csv
2024-01-05,TKT-0475,請求問い合わせ,中,AGT-06,25,0,,4,1,長時間,高満足,tickets_styleC_202401.csv
2024-01-08,TKT-0476,機能不具合,高,AGT-01,65,0,,3,1,長時間,普通,tickets_styleC_202401.csv
2024-01-02,TKT-0477,使い方質問,低,AGT-05,69,0,,5,0,長時間,高満足,tickets_styleC_202401.csv
2024-01-04,TKT-0478,ログイン障害,高,AGT-02,54,0,,1,1,長時間,低満足,tickets_styleC_202401.csv
2024-01-16,TKT-0479,機能不具合,高,AGT-01,39,0,,1,1,長時間,低満足,tickets_styleC_202401.csv
2024-01-09,TKT-0480,データ移行,低,AGT-03,54,0,,1,1,長時間,低満足,tickets_styleC_202401.csv
