project_id,client_name,service_type,department,contract_month,revenue,direct_cost,allocated_overhead,hours_spent,is_completed,source_file,total_cost,gross_profit,operating_profit,gross_margin_ratio,operating_margin_ratio,revenue_per_hour,profit_flag
B-1105,Ishikawa Media,受託開発,Consulting,2024-02,2155277,1163666,209454,12,True,revenue_cost_styleB_202401.csv,1373120,991611,782157,0.4600851769865312,0.36290323703171334,179606.41666666666,良好
B-1106,Yamaguchi Innovation,受託開発,CS部,2024-03,1353558,825535,137353,197,False,revenue_cost_styleB_202401.csv,962888,528023,390670,0.3901000178788053,0.2886244992826314,6870.852791878173,良好
B-1107,Shimizu Solutions,受託開発,Consulting,2024-01,4926794,3168831,455906,208,False,revenue_cost_styleB_202401.csv,3624737,1757963,1302057,0.3568168265204512,0.2642807878713825,23686.509615384617,良好
B-1108,Hayashi Technology,研修・教育,開発部,2024-02,403675,94664,31060,419,False,revenue_cost_styleB_202401.csv,125724,309011,277951,0.7654945191057162,0.688551433702855,963.4248210023866,良好
B-1109,Matsumoto Group,研修・教育,開発部,2024-03,141793,35124,7752,201,True,revenue_cost_styleB_202401.csv,42876,106669,98917,0.7522867842559223,0.6976155381436319,705.4378109452737,良好
B-1110,Watanabe Foods,研修・教育,Consulting,2024-02,381363,105539,21901,335,True,revenue_cost_styleB_202401.csv,127440,275824,253923,0.7232584178328784,0.6658301932804178,1138.3970149253732,良好
B-1111,Watanabe Foods,研修・教育,営業部,2024-02,178093,46823,12117,37,False,revenue_cost_styleB_202401.csv,58940,131270,119153,0.7370868029624971,0.6690493169299186,4813.324324324324,良好
B-1112,Inoue Corporation,SaaS利用料,Consulting,2024-01,344430,69260,17152,360,False,revenue_cost_styleB_202401.csv,86412,275170,258018,0.7989141480126586,0.7491159306680603,956.75,良好
B-1113,Suzuki General Trading,コンサルティング,Consulting,2024-02,1385725,424270,180757,159,True,revenue_cost_styleB_202401.csv,605027,961455,780698,0.6938281405040683,0.5633859532013927,8715.251572327044,良好
B-1114,Nakamura Services,保守サポート,営業部,2024-03,579536,210446,52680,263,True,revenue_cost_styleB_202401.csv,263126,369090,316410,0.6368715662184921,0.5459712597664338,2203.5589353612168,良好
B-1115,Sasaki Holdings,研修・教育,開発部,2024-02,364186,132753,18815,378,False,revenue_cost_styleB_202401.csv,151568,231433,212618,0.6354802216449836,0.5838170605130345,963.4550264550264,良好
B-1116,Kato Industries,研修・教育,営業部,2024-02,236085,88522,12108,144,False,revenue_cost_styleB_202401.csv,100630,147563,135455,0.6250418281551137,0.5737552152826313,1639.4791666666667,良好
B-1117,Kobayashi Commerce,SaaS利用料,Consulting,2024-01,475041,117583,27345,450,False,revenue_cost_styleB_202401.csv,144928,357458,330113,0.7524782071442254,0.6949147547264342,1055.6466666666668,良好
B-1118,Tanaka Manufacturing,受託開発,営業部,2024-01,3442853,1915796,357623,96,False,revenue_cost_styleB_202401.csv,2273419,1527057,1169434,0.44354406069617264,0.3396700352875943,35863.052083333336,良好
B-1119,Ikeda Networks,保守サポート,CS部,2024-03,199850,55381,17987,220,True,revenue_cost_styleB_202401.csv,73368,144469,126482,0.7228871653740305,0.6328846634976232,908.4090909090909,良好
B-1120,Kato Industries,保守サポート,営業部,2024-03,253347,99382,23596,399,False,revenue_cost_styleB_202401.csv,122978,153965,130369,0.6077237938479635,0.5145867130852151,634.9548872180451,良好
B-1121,Kimura Systems,コンサルティング,営業部,2024-03,986793,385242,123689,460,True,revenue_cost_styleB_202401.csv,508931,601551,477862,0.6096020137962065,0.48425758999101126,2145.2021739130437,良好
B-1122,Hayashi Technology,コンサルティング,CS部,2024-03,1223503,447138,122471,406,True,revenue_cost_styleB_202401.csv,569609,776365,653894,0.6345427841206764,0.5344441329526777,3013.554187192118,良好
B-1123,Inoue Corporation,コンサルティング,CS部,2024-01,656822,324224,87353,263,False,revenue_cost_styleB_202401.csv,411577,332598,245245,0.5063746342235796,0.37338122048287054,2497.422053231939,良好
B-1124,Yamaguchi Innovation,保守サポート,CS部,2024-02,236937,86062,18816,185,True,revenue_cost_styleB_202401.csv,104878,150875,132059,0.6367726442049997,0.5573591292200036,1280.7405405405405,良好
B-1125,Yamada Trading Co.,SaaS利用料,開発部,2024-03,115136,32915,4181,243,True,revenue_cost_styleB_202401.csv,37096,82221,78040,0.7141206920511395,0.6778071150639244,473.81069958847735,良好
B-1126,Yamamoto Corp,コンサルティング,営業部,2024-03,533399,253303,72042,57,False,revenue_cost_styleB_202401.csv,325345,280096,208054,0.5251153451731255,0.3900532246967092,9357.877192982456,良好
B-1127,Tanaka Manufacturing,保守サポート,開発部,2024-02,515594,193410,45908,396,True,revenue_cost_styleB_202401.csv,239318,322184,276276,0.6248792654685663,0.5358402153632509,1302.0050505050506,良好
B-1128,Yamada Trading Co.,コンサルティング,開発部,2024-03,647576,256026,68194,125,False,revenue_cost_styleB_202401.csv,324220,391550,323356,0.6046394554461562,0.4993328968337307,5180.608,良好
B-1129,Ito Communications,SaaS利用料,開発部,2024-03,271414,64815,13328,127,False,revenue_cost_styleB_202401.csv,78143,206599,193271,0.7611950746829567,0.7120892805824313,2137.1181102362207,良好
B-1130,Sasaki Holdings,SaaS利用料,開発部,2024-01,206895,26363,12607,395,True,revenue_cost_styleB_202401.csv,38970,180532,167925,0.8725778776674158,0.811643587326905,523.7848101265823,良好
B-1131,Yamada Trading Co.,受託開発,開発部,2024-03,1876709,1009706,204368,331,True,revenue_cost_styleB_202401.csv,1214074,867003,662635,0.46198052015522917,0.35308350948388906,5669.815709969788,良好
B-1132,Ito Communications,コンサルティング,Consulting,2024-01,493628,222374,61004,206,False,revenue_cost_styleB_202401.csv,283378,271254,210250,0.549510967773303,0.42592802677319763,2396.252427184466,良好
B-1133,Yoshida Industries,コンサルティング,CS部,2024-01,1551867,491708,189538,317,False,revenue_cost_styleB_202401.csv,681246,1060159,870621,0.6831506823716208,0.5610152158657926,4895.479495268139,良好
B-1134,Ishikawa Media,SaaS利用料,CS部,2024-01,317136,43678,14483,340,True,revenue_cost_styleB_202401.csv,58161,273458,258975,0.8622735987084406,0.816605494172847,932.7529411764706,良好
B-1135,Kato Industries,受託開発,Consulting,2024-02,4690802,2709484,388588,465,True,revenue_cost_styleB_202401.csv,3098072,1981318,1592730,0.4223836350372495,0.33954321670366816,10087.74623655914,良好
B-1136,Yamaguchi Innovation,保守サポート,CS部,2024-01,541307,174886,47265,400,False,revenue_cost_styleB_202401.csv,222151,366421,319156,0.6769190126859619,0.5896025730315699,1353.2675,良好
B-1137,Yamada Trading Co.,SaaS利用料,開発部,2024-03,187460,26834,12541,495,False,revenue_cost_styleB_202401.csv,39375,160626,148085,0.8568547956897471,0.7899551904406273,378.7070707070707,良好
B-1138,Kimura Systems,研修・教育,CS部,2024-03,302075,102814,16099,284,True,revenue_cost_styleB_202401.csv,118913,199261,183162,0.6596408176777291,0.6063461060994786,1063.644366197183,良好
B-1139,Ikeda Networks,保守サポート,開発部,2024-02,313068,139272,20729,177,False,revenue_cost_styleB_202401.csv,160001,173796,153067,0.5551381808425007,0.48892572859570443,1768.7457627118645,良好
B-1140,Kato Industries,研修・教育,開発部,2024-02,110359,27467,9599,69,False,revenue_cost_styleB_202401.csv,37066,82892,73293,0.7511122790166638,0.6641325129803641,1599.4057971014493,良好
B-1141,Ito Communications,研修・教育,開発部,2024-02,86640,29594,6763,93,False,revenue_cost_styleB_202401.csv,36357,57046,50283,0.6584256694367497,0.5803670360110803,931.6129032258065,良好
B-1142,Watanabe Foods,保守サポート,CS部,2024-01,381819,151424,24712,470,True,revenue_cost_styleB_202401.csv,176136,230395,205683,0.6034141831600837,0.5386924170876777,812.3808510638298,良好
B-1143,Suzuki General Trading,保守サポート,Consulting,2024-02,375722,147457,31209,49,False,revenue_cost_styleB_202401.csv,178666,228265,197056,0.6075369555149818,0.524472881545398,7667.7959183673465,良好
B-1144,Yamaguchi Innovation,コンサルティング,CS部,2024-01,549975,205436,60609,62,True,revenue_cost_styleB_202401.csv,266045,344539,283930,0.6264630210464112,0.5162598299922724,8870.564516129032,良好
B-1145,Kato Industries,受託開発,開発部,2024-01,885721,482144,84426,86,True,revenue_cost_styleB_202401.csv,566570,403577,319151,0.45564799750711565,0.3603290426669346,10299.081395348838,良好
B-1146,Kato Industries,SaaS利用料,Consulting,2024-01,268238,75957,11479,432,True,revenue_cost_styleB_202401.csv,87436,192281,180802,0.7168298302253968,0.6740357443762629,620.9212962962963,良好
B-1147,Tanaka Manufacturing,研修・教育,CS部,2024-01,174028,42573,12291,33,False,revenue_cost_styleB_202401.csv,54864,131455,119164,0.7553669524444342,0.6847403866044545,5273.575757575758,良好
B-1148,Matsumoto Group,SaaS利用料,Consulting,2024-02,95290,20069,2889,112,False,revenue_cost_styleB_202401.csv,22958,75221,72332,0.7893902822961486,0.7590723055934516,850.8035714285714,良好
B-1149,Kato Industries,研修・教育,CS部,2024-03,323231,88453,28726,405,True,revenue_cost_styleB_202401.csv,117179,234778,206052,0.7263474109847137,0.6374759846673123,798.1012345679012,良好
B-1150,Kimura Systems,研修・教育,営業部,2024-01,92535,22819,5909,439,True,revenue_cost_styleB_202401.csv,28728,69716,63807,0.7534014156805533,0.6895444966769331,210.78587699316628,良好
B-1151,Yamamoto Corp,保守サポート,開発部,2024-03,208998,60826,20758,224,False,revenue_cost_styleB_202401.csv,81584,148172,127414,0.7089637221408818,0.6096421975329908,933.0267857142857,良好
B-1152,Suzuki General Trading,SaaS利用料,営業部,2024-03,73016,20755,4811,276,False,revenue_cost_styleB_202401.csv,25566,52261,47450,0.7157472334830722,0.6498575654651035,264.5507246376812,良好
B-1153,Yamaguchi Innovation,保守サポート,Consulting,2024-03,200219,70293,17116,211,True,revenue_cost_styleB_202401.csv,87409,129926,112810,0.6489194332206234,0.5634330408203018,948.9052132701422,良好
B-1154,Kato Industries,研修・教育,開発部,2024-02,232922,58742,14581,420,False,revenue_cost_styleB_202401.csv,73323,174180,159599,0.7478039858836864,0.6852036303998763,554.5761904761905,良好
B-1155,Kato Industries,保守サポート,CS部,2024-02,178315,78228,11669,404,True,revenue_cost_styleB_202401.csv,89897,100087,88418,0.5612932170596977,0.4958528446849676,441.3737623762376,良好
B-1156,Hayashi Technology,受託開発,開発部,2024-01,3134302,1665262,317934,404,True,revenue_cost_styleB_202401.csv,1983196,1469040,1151106,0.46869765580981027,0.36726071705917296,7758.1732673267325,良好
B-1157,Ito Communications,コンサルティング,CS部,2024-02,389626,129170,49654,433,True,revenue_cost_styleB_202401.csv,178824,260456,210802,0.6684769496902158,0.5410367891259823,899.8290993071594,良好
B-1158,Kato Industries,受託開発,CS部,2024-01,3484186,1844001,285557,163,False,revenue_cost_styleB_202401.csv,2129558,1640185,1354628,0.4707512744727176,0.38879325041774465,21375.374233128834,良好
B-1159,Hashimoto Digital,受託開発,開発部,2024-02,2595915,1217341,218254,416,True,revenue_cost_styleB_202401.csv,1435595,1378574,1160320,0.5310551385542285,0.44697919616012083,6240.180288461538,良好
B-1160,Watanabe Foods,SaaS利用料,開発部,2024-01,153878,40736,6907,332,True,revenue_cost_styleB_202401.csv,47643,113142,106235,0.7352707989446184,0.6903845903897893,463.4879518072289,良好
B-1161,Suzuki General Trading,研修・教育,CS部,2024-01,183678,69889,12441,75,True,revenue_cost_styleB_202401.csv,82330,113789,101348,0.6195026078245626,0.5517699452302399,2449.04,良好
B-1162,Tanaka Manufacturing,保守サポート,開発部,2024-01,276149,120076,21353,380,False,revenue_cost_styleB_202401.csv,141429,156073,134720,0.5651767705115717,0.4878525723431915,726.7078947368421,良好
B-1163,Nakamura Services,コンサルティング,開発部,2024-02,942272,323145,101281,153,False,revenue_cost_styleB_202401.csv,424426,619127,517846,0.6570576224274944,0.5495716735719622,6158.640522875817,良好
B-1164,Ishikawa Media,受託開発,開発部,2024-03,2561792,1484444,256065,461,False,revenue_cost_styleB_202401.csv,1740509,1077348,821283,0.4205446812231438,0.3205892593934246,5557.032537960955,良好
B-1165,Watanabe Foods,SaaS利用料,開発部,2024-02,269799,37742,17641,279,True,revenue_cost_styleB_202401.csv,55383,232057,214416,0.8601106749839695,0.7947249619160931,967.0215053763441,良好
B-1166,Shimizu Solutions,研修・教育,開発部,2024-02,365484,130217,23303,299,False,revenue_cost_styleB_202401.csv,153520,235267,211964,0.6437135414956605,0.5799542524433354,1222.3545150501673,良好
B-1167,Matsumoto Group,コンサルティング,CS部,2024-01,1452243,499287,197259,408,False,revenue_cost_styleB_202401.csv,696546,952956,755697,0.6561959672038358,0.5203653933949071,3559.419117647059,良好
B-1168,Yamaguchi Innovation,SaaS利用料,Consulting,2024-03,172034,50714,5850,346,True,revenue_cost_styleB_202401.csv,56564,121320,115470,0.7052094353441761,0.6712045293372241,497.2080924855491,良好
B-1169,Inoue Corporation,保守サポート,開発部,2024-01,472039,206300,47044,98,True,revenue_cost_styleB_202401.csv,253344,265739,218695,0.5629598401826967,0.4632985833797631,4816.724489795918,良好
B-1170,Yamaguchi Innovation,受託開発,CS部,2024-03,736613,435110,69291,300,True,revenue_cost_styleB_202401.csv,504401,301503,232212,0.40930990900242054,0.3152428751596836,2455.3766666666666,良好
B-1171,Yamamoto Corp,研修・教育,営業部,2024-02,172042,51283,9223,129,True,revenue_cost_styleB_202401.csv,60506,120759,111536,0.7019158112553912,0.6483068088025017,1333.6589147286822,良好
B-1172,Ishikawa Media,SaaS利用料,Consulting,2024-01,155625,40663,6789,100,False,revenue_cost_styleB_202401.csv,47452,114962,108173,0.7387116465863454,0.6950875502008033,1556.25,良好
B-1173,Watanabe Foods,SaaS利用料,開発部,2024-01,455991,55714,23279,196,True,revenue_cost_styleB_202401.csv,78993,400277,376998,0.8778177639470954,0.8267663177562715,2326.484693877551,良好
B-1174,Matsumoto Group,保守サポート,Consulting,2024-03,416423,130973,41240,384,False,revenue_cost_styleB_202401.csv,172213,285450,244210,0.6854808692123153,0.5864469541788038,1084.4348958333333,良好
B-1175,Ishikawa Media,コンサルティング,CS部,2024-01,1850441,687189,234305,427,True,revenue_cost_styleB_202401.csv,921494,1163252,928947,0.6286350118701434,0.5020138442673936,4333.585480093677,良好
B-1176,Watanabe Foods,コンサルティング,CS部,2024-03,572681,255281,79002,495,False,revenue_cost_styleB_202401.csv,334283,317400,238398,0.5542352548801165,0.4162841093034342,1156.9313131313131,良好
B-1177,Matsumoto Group,研修・教育,開発部,2024-01,562889,203631,41910,337,True,revenue_cost_styleB_202401.csv,245541,359258,317348,0.6382395108094135,0.563784334033886,1670.293768545994,良好
B-1178,Kato Industries,コンサルティング,営業部,2024-02,927313,460388,98958,463,True,revenue_cost_styleB_202401.csv,559346,466925,367967,0.5035246998586238,0.3968099228631541,2002.8358531317494,良好
B-1179,Kobayashi Commerce,保守サポート,Consulting,2024-01,361662,140554,26769,412,True,revenue_cost_styleB_202401.csv,167323,221108,194339,0.6113664139445117,0.5373497906885435,877.8203883495146,良好
B-1180,Kimura Systems,SaaS利用料,開発部,2024-02,137209,37994,6822,203,False,revenue_cost_styleB_202401.csv,44816,99215,92393,0.7230939661392475,0.6733741955702615,675.9064039408867,良好
C-2001,清水ソリューション,研修・教育,コンサル部,2024-01,421295,148147,24866,241,True,revenue_cost_styleC_202401.csv,173013,273148,248282,0.6483532916365018,0.5893305166213698,1748.1120331950208,良好
C-2002,松本グループ,SaaS利用料,CS部,2024-01,104906,12047,3860,202,True,revenue_cost_styleC_202401.csv,15907,92859,88999,0.8851638609803062,0.8483690160715307,519.3366336633663,良好
C-2003,石川メディア,SaaS利用料,開発部,2024-02,303093,73015,14322,344,True,revenue_cost_styleC_202401.csv,87337,230078,215756,0.7591003421392114,0.7118475187483709,881.0843023255813,良好
C-2004,田中製造,研修・教育,コンサル部,2024-01,253588,61142,14606,366,False,revenue_cost_styleC_202401.csv,75748,192446,177840,0.7588923766108806,0.7012950139596511,692.8633879781421,良好
C-2005,伊藤通信,保守サポート,CS部,2024-01,511987,186544,47919,88,True,revenue_cost_styleC_202401.csv,234463,325443,277524,0.6356469988495802,0.542052825560024,5818.034090909091,良好
C-2006,鈴木物産,保守サポート,開発部,2024-02,794178,297831,62909,59,True,revenue_cost_styleC_202401.csv,360740,496347,433438,0.6249820569192297,0.5457693363452526,13460.64406779661,良好
C-2007,山本企業,受託開発,営業部,2024-03,4472598,2767437,412973,213,False,revenue_cost_styleC_202401.csv,3180410,1705161,1292188,0.38124620187193214,0.2889121714046288,20998.11267605634,良好
C-2008,橋本デジタル,コンサルティング,CS部,2024-01,587724,219928,67739,105,False,revenue_cost_styleC_202401.csv,287667,367796,300057,0.6257971428765884,0.5105406619433611,5597.371428571429,良好
C-2009,林テクノ,SaaS利用料,CS部,2024-02,168616,45090,8864,87,True,revenue_cost_styleC_202401.csv,53954,123526,114662,0.7325876547895811,0.6800185035821037,1938.1149425287356,良好
C-2010,木村システム,SaaS利用料,CS部,2024-03,169282,35671,10771,429,False,revenue_cost_styleC_202401.csv,46442,133611,122840,0.7892806086884607,0.7256530523032573,394.5967365967366,良好
C-2011,加藤工業,研修・教育,コンサル部,2024-03,236684,51074,20381,375,True,revenue_cost_styleC_202401.csv,71455,185610,165229,0.7842101705227222,0.6980995758057157,631.1573333333333,良好
C-2012,林テクノ,研修・教育,営業部,2024-01,577581,229226,51339,423,True,revenue_cost_styleC_202401.csv,280565,348355,297016,0.6031275267018825,0.5142412925632942,1365.4397163120568,良好
C-2013,鈴木物産,受託開発,開発部,2024-02,2193821,1424785,230546,437,False,revenue_cost_styleC_202401.csv,1655331,769036,538490,0.3505463754791298,0.24545758291127673,5020.185354691075,良好
C-2014,井上コーポ,保守サポート,開発部,2024-01,516656,186208,48702,276,False,revenue_cost_styleC_202401.csv,234910,330448,281746,0.6395899786318169,0.545326097054907,1871.9420289855072,良好
C-2015,木村システム,SaaS利用料,コンサル部,2024-01,127699,27240,6807,491,True,revenue_cost_styleC_202401.csv,34047,100459,93652,0.7866858785111864,0.7333808408836404,260.0794297352342,良好
C-2016,橋本デジタル,SaaS利用料,開発部,2024-02,265424,40564,14914,302,False,revenue_cost_styleC_202401.csv,55478,224860,209946,0.8471728253662065,0.7909834830309241,878.8874172185431,良好
C-2017,井上コーポ,SaaS利用料,営業部,2024-02,374138,82958,21605,29,False,revenue_cost_styleC_202401.csv,104563,291180,269575,0.7782689809642431,0.7205229086593716,12901.310344827587,良好
C-2018,清水ソリューション,保守サポート,営業部,2024-01,490532,124617,45470,165,False,revenue_cost_styleC_202401.csv,170087,365915,320445,0.7459554116754871,0.6532601338954441,2972.921212121212,良好
C-2019,伊藤通信,保守サポート,コンサル部,2024-03,240913,74706,21621,406,False,revenue_cost_styleC_202401.csv,96327,166207,144586,0.6899046543773063,0.6001585634648192,593.3817733990148,良好
C-2020,鈴木物産,保守サポート,コンサル部,2024-03,563173,164603,52351,389,False,revenue_cost_styleC_202401.csv,216954,398570,346219,0.7077221386678694,0.6147649123803876,1447.745501285347,良好
C-2021,池田ネットワーク,研修・教育,CS部,2024-01,114402,29999,8039,79,True,revenue_cost_styleC_202401.csv,38038,84403,76364,0.7377755633642769,0.66750581283544,1448.126582278481,良好
C-2022,田中製造,受託開発,営業部,2024-01,777420,420809,90741,370,True,revenue_cost_styleC_202401.csv,511550,356611,265870,0.4587108641403617,0.3419901726222634,2101.135135135135,良好
C-2023,池田ネットワーク,保守サポート,CS部,2024-02,766275,333034,66855,133,False,revenue_cost_styleC_202401.csv,399889,433241,366386,0.5653857949169685,0.4781390492969234,5761.466165413533,良好
C-2024,清水ソリューション,コンサルティング,コンサル部,2024-01,1356230,501739,144493,467,False,revenue_cost_styleC_202401.csv,646232,854491,709998,0.6300487380459067,0.5235085494348304,2904.132762312634,良好
C-2025,井上コーポ,SaaS利用料,CS部,2024-01,135410,36664,8286,119,True,revenue_cost_styleC_202401.csv,44950,98746,90460,0.7292371316741747,0.6680451960711912,1137.8991596638655,良好
C-2026,木村システム,受託開発,営業部,2024-02,668211,416245,79306,359,True,revenue_cost_styleC_202401.csv,495551,251966,172660,0.3770755045936089,0.2583914362379548,1861.3119777158774,良好
C-2027,中村サービス,コンサルティング,営業部,2024-03,1879535,567042,206928,422,False,revenue_cost_styleC_202401.csv,773970,1312493,1105565,0.6983072940913577,0.5882119779626344,4453.874407582938,良好
C-2028,佐々木HD,保守サポート,コンサル部,2024-02,364239,106955,26256,276,False,revenue_cost_styleC_202401.csv,133211,257284,231028,0.7063603842531964,0.6342758463536304,1319.7065217391305,良好
C-2029,池田ネットワーク,研修・教育,開発部,2024-01,374365,123341,27838,162,True,revenue_cost_styleC_202401.csv,151179,251024,223186,0.6705327688218717,0.5961721848997636,2310.895061728395,良好
C-2030,吉田産業,コンサルティング,開発部,2024-02,780669,274974,100272,466,False,revenue_cost_styleC_202401.csv,375246,505695,405423,0.647771334586105,0.5193276535894213,1675.255364806867,良好
C-2031,加藤工業,受託開発,営業部,2024-03,3889823,2264289,417106,379,True,revenue_cost_styleC_202401.csv,2681395,1625534,1208428,0.4178940789850849,0.3106640070769287,10263.385224274407,良好
C-2032,木村システム,コンサルティング,CS部,2024-02,1014271,453730,125080,302,True,revenue_cost_styleC_202401.csv,578810,560541,435461,0.5526540737140271,0.4293339748449872,3358.5132450331125,良好
C-2033,橋本デジタル,保守サポート,営業部,2024-03,475911,167265,44648,440,True,revenue_cost_styleC_202401.csv,211913,308646,263998,0.6485372264982319,0.5547213659696876,1081.615909090909,良好
C-2034,渡辺フード,保守サポート,開発部,2024-02,686187,276247,46195,358,False,revenue_cost_styleC_202401.csv,322442,409940,363745,0.5974173221002438,0.5300960233872107,1916.7234636871508,良好
C-2035,加藤工業,SaaS利用料,営業部,2024-02,270448,69672,11697,143,False,revenue_cost_styleC_202401.csv,81369,200776,189079,0.7423830089333254,0.699132550434834,1891.2447552447552,良好
C-2036,田中製造,コンサルティング,開発部,2024-02,1417004,692716,145736,465,True,revenue_cost_styleC_202401.csv,838452,724288,578552,0.5111404060962425,0.40829242542716887,3047.320430107527,良好
C-2037,井上コーポ,研修・教育,開発部,2024-03,236424,66818,20056,87,True,revenue_cost_styleC_202401.csv,86874,169606,149550,0.7173806381754814,0.6325499949243731,2717.5172413793102,良好
C-2038,山口イノベ,受託開発,CS部,2024-02,1701451,873315,184823,408,True,revenue_cost_styleC_202401.csv,1058138,828136,643313,0.4867233907999701,0.37809669511493427,4170.223039215686,良好
C-2039,中村サービス,コンサルティング,CS部,2024-03,1530640,476951,180741,117,True,revenue_cost_styleC_202401.csv,657692,1053689,872948,0.6883976637223646,0.5703156849422464,13082.393162393162,良好
C-2040,鈴木物産,研修・教育,営業部,2024-02,402164,115317,27015,229,False,revenue_cost_styleC_202401.csv,142332,286847,259832,0.7132587700540078,0.6460846818710775,1756.174672489083,良好
C-2041,橋本デジタル,コンサルティング,開発部,2024-01,1732303,648955,174205,174,True,revenue_cost_styleC_202401.csv,823160,1083348,909143,0.6253802019623588,0.5248175405803719,9955.764367816091,良好
C-2042,加藤工業,SaaS利用料,開発部,2024-03,413606,113905,17571,62,False,revenue_cost_styleC_202401.csv,131476,299701,282130,0.7246050589208087,0.6821225997688621,6671.064516129032,良好
C-2043,鈴木物産,研修・教育,CS部,2024-01,236343,92101,16127,276,False,revenue_cost_styleC_202401.csv,108228,144242,128115,0.610307899958958,0.5420723270839416,856.3152173913044,良好
C-2044,清水ソリューション,コンサルティング,営業部,2024-02,1773106,598751,244552,480,False,revenue_cost_styleC_202401.csv,843303,1174355,929803,0.6623151689746694,0.5243922247175296,3693.9708333333333,良好
C-2045,渡辺フード,SaaS利用料,営業部,2024-01,434867,45392,21823,73,False,revenue_cost_styleC_202401.csv,67215,389475,367652,0.8956186604180129,0.8454355009692619,5957.082191780822,良好
C-2046,吉田産業,SaaS利用料,コンサル部,2024-03,376702,41330,26288,348,True,revenue_cost_styleC_202401.csv,67618,335372,309084,0.8902846281676232,0.8205000238915642,1082.4770114942528,良好
C-2047,伊藤通信,SaaS利用料,開発部,2024-03,282948,49813,14682,252,True,revenue_cost_styleC_202401.csv,64495,233135,218453,0.8239499837425958,0.7720605906385626,1122.8095238095239,良好
C-2048,木村システム,受託開発,開発部,2024-02,4864670,2451771,507022,80,False,revenue_cost_styleC_202401.csv,2958793,2412899,1905877,0.4960046621867465,0.39177929849301185,60808.375,良好
C-2049,伊藤通信,SaaS利用料,開発部,2024-02,310958,43449,11813,144,True,revenue_cost_styleC_202401.csv,55262,267509,255696,0.8602737347165855,0.8222846815325542,2159.4305555555557,良好
C-2050,中村サービス,保守サポート,コンサル部,2024-02,674765,235675,46091,487,False,revenue_cost_styleC_202401.csv,281766,439090,392999,0.6507302542366602,0.582423510407327,1385.5544147843943,良好
C-2051,株式会社山田商事,保守サポート,営業部,2024-01,215795,89996,18722,86,True,revenue_cost_styleC_202401.csv,108718,125799,107077,0.5829560462475961,0.4961977803007484,2509.2441860465115,良好
C-2052,伊藤通信,研修・教育,開発部,2024-03,417818,102880,37414,161,False,revenue_cost_styleC_202401.csv,140294,314938,277524,0.7537683871925096,0.6642222211584948,2595.1428571428573,良好
C-2053,中村サービス,コンサルティング,開発部,2024-01,1987295,711677,262449,170,False,revenue_cost_styleC_202401.csv,974126,1275618,1013169,0.6418865845282155,0.5098231515703506,11689.970588235294,良好
C-2054,株式会社山田商事,SaaS利用料,開発部,2024-01,397789,91268,17163,467,False,revenue_cost_styleC_202401.csv,108431,306521,289358,0.7705617802402781,0.7274157907835561,851.796573875803,良好
C-2055,鈴木物産,研修・教育,CS部,2024-03,507275,136225,27673,214,False,revenue_cost_styleC_202401.csv,163898,371050,343377,0.731457296338278,0.676905031787492,2370.4439252336447,良好
C-2056,清水ソリューション,保守サポート,コンサル部,2024-03,780364,333390,52027,77,True,revenue_cost_styleC_202401.csv,385417,446974,394947,0.5727762941396579,0.5061061248340518,10134.597402597403,良好
C-2057,山口イノベ,受託開発,開発部,2024-02,4175576,2030382,397473,193,True,revenue_cost_styleC_202401.csv,2427855,2145194,1747721,0.5137480433837152,0.41855806240863536,21635.108808290155,良好
C-2058,伊藤通信,受託開発,コンサル部,2024-02,4196757,1927127,379657,170,True,revenue_cost_styleC_202401.csv,2306784,2269630,1889973,0.5408056744767448,0.4503412992460607,24686.805882352943,良好
C-2059,松本グループ,研修・教育,営業部,2024-03,354256,119613,26473,231,True,revenue_cost_styleC_202401.csv,146086,234643,208170,0.6623543426222844,0.5876258976559324,1533.5757575757575,良好
C-2060,井上コーポ,コンサルティング,CS部,2024-03,1959579,911767,265880,323,True,revenue_cost_styleC_202401.csv,1177647,1047812,781932,0.534712813313472,0.39903060810510826,6066.8080495356035,良好
C-2061,清水ソリューション,SaaS利用料,営業部,2024-03,136719,15719,6790,133,False,revenue_cost_styleC_202401.csv,22509,121000,114210,0.8850269530935715,0.8353630439075769,1027.9624060150377,良好
C-2062,加藤工業,保守サポート,開発部,2024-03,774567,252297,71790,50,False,revenue_cost_styleC_202401.csv,324087,522270,450480,0.6742734973217295,0.5815894557862651,15491.34,良好
C-2063,清水ソリューション,コンサルティング,コンサル部,2024-01,862829,279333,103448,344,True,revenue_cost_styleC_202401.csv,382781,583496,480048,0.6762591428892631,0.5563651662148583,2508.2238372093025,良好
C-2064,田中製造,SaaS利用料,コンサル部,2024-02,337885,33799,11365,319,False,revenue_cost_styleC_202401.csv,45164,304086,292721,0.8999689243381624,0.8663332198825044,1059.2006269592478,良好
C-2065,林テクノ,研修・教育,営業部,2024-03,270496,98747,22360,442,False,revenue_cost_styleC_202401.csv,121107,171749,149389,0.6349409972790725,0.5522780373831776,611.9819004524887,良好
C-2066,佐々木HD,保守サポート,コンサル部,2024-03,219562,59169,18960,11,False,revenue_cost_styleC_202401.csv,78129,160393,141433,0.7305134768311456,0.644159736202075,19960.18181818182,良好
