shift_date,store_id,store_name,role,required_staff,actual_staff,work_hours,hourly_rate,daily_wage,staffing_gap,is_understaffed,labor_cost_flag,source_file
2024-01-18,S005,品川店,フロア,1,2,8,1300,20800,1,0,通常,shift_styleB.csv
2024-01-19,S001,新宿店,レジ,5,5,9,1076,48420,0,0,高コスト,shift_styleB.csv
2024-01-19,S001,新宿店,品出し,4,4,9,1176,42336,0,0,通常,shift_styleB.csv
2024-01-19,S001,新宿店,フロア,3,4,10,1193,47720,1,0,高コスト,shift_styleB.csv
2024-01-19,S002,渋谷店,レジ,4,2,7,1122,15708,-2,1,通常,shift_styleB.csv
2024-01-19,S002,渋谷店,品出し,5,3,7,1210,25410,-2,1,通常,shift_styleB.csv
2024-01-19,S002,渋谷店,フロア,1,2,9,1195,21510,1,0,通常,shift_styleB.csv
2024-01-19,S003,池袋店,レジ,4,5,7,1253,43855,1,0,通常,shift_styleB.csv
2024-01-19,S003,池袋店,品出し,1,1,10,1169,11690,0,0,通常,shift_styleB.csv
2024-01-19,S003,池袋店,フロア,1,6,9,1051,56754,5,0,高コスト,shift_styleB.csv
2024-01-19,S004,銀座店,レジ,5,3,6,1073,19314,-2,1,通常,shift_styleB.csv
2024-01-19,S004,銀座店,品出し,4,6,7,1038,43596,2,0,通常,shift_styleB.csv
2024-01-19,S004,銀座店,フロア,4,6,8,1173,56304,2,0,高コスト,shift_styleB.csv
2024-01-19,S005,品川店,レジ,5,5,9,1041,46845,0,0,高コスト,shift_styleB.csv
2024-01-19,S005,品川店,品出し,3,6,10,1194,71640,3,0,高コスト,shift_styleB.csv
2024-01-19,S005,品川店,フロア,3,5,9,1277,57465,2,0,高コスト,shift_styleB.csv
2024-01-20,S001,新宿店,レジ,1,4,6,1120,26880,3,0,通常,shift_styleB.csv
2024-01-20,S001,新宿店,品出し,3,1,6,1222,7332,-2,1,通常,shift_styleB.csv
2024-01-20,S001,新宿店,フロア,1,6,6,1227,44172,5,0,通常,shift_styleB.csv
2024-01-20,S002,渋谷店,レジ,2,5,8,1014,40560,3,0,通常,shift_styleB.csv
2024-01-20,S002,渋谷店,品出し,1,2,6,1150,13800,1,0,通常,shift_styleB.csv
2024-01-20,S002,渋谷店,フロア,3,2,9,1074,19332,-1,1,通常,shift_styleB.csv
2024-01-20,S003,池袋店,レジ,2,4,9,1289,46404,2,0,高コスト,shift_styleB.csv
2024-01-20,S003,池袋店,品出し,2,1,7,1040,7280,-1,1,通常,shift_styleB.csv
2024-01-20,S003,池袋店,フロア,5,6,9,1123,60642,1,0,高コスト,shift_styleB.csv
2024-01-20,S004,銀座店,レジ,4,4,7,1118,31304,0,0,通常,shift_styleB.csv
2024-01-20,S004,銀座店,品出し,4,5,8,1235,49400,1,0,高コスト,shift_styleB.csv
2024-01-20,S004,銀座店,フロア,3,5,6,1238,37140,2,0,通常,shift_styleB.csv
2024-01-20,S005,品川店,レジ,3,5,10,1080,54000,2,0,高コスト,shift_styleB.csv
2024-01-20,S005,品川店,品出し,1,3,8,1300,31200,2,0,通常,shift_styleB.csv
2024-01-20,S005,品川店,フロア,3,5,9,1128,50760,2,0,高コスト,shift_styleB.csv
2024-01-01,S001,新宿店,レジ,1,0,8,1125,0,-1,1,通常,shift_styleC.csv
2024-01-01,S001,新宿店,品出し,2,1,6,1279,7674,-1,1,通常,shift_styleC.csv
2024-01-01,S001,新宿店,フロア,1,4,9,1016,36576,3,0,通常,shift_styleC.csv
2024-01-01,S002,渋谷店,レジ,1,0,7,1119,0,-1,1,通常,shift_styleC.csv
2024-01-01,S002,渋谷店,品出し,5,4,6,1287,30888,-1,1,通常,shift_styleC.csv
2024-01-01,S002,渋谷店,フロア,2,5,10,1214,60700,3,0,高コスト,shift_styleC.csv
2024-01-01,S003,池袋店,レジ,2,3,10,1142,34260,1,0,通常,shift_styleC.csv
2024-01-01,S003,池袋店,品出し,1,6,7,1216,51072,5,0,高コスト,shift_styleC.csv
2024-01-01,S003,池袋店,フロア,3,2,7,1110,15540,-1,1,通常,shift_styleC.csv
2024-01-01,S004,銀座店,レジ,3,0,6,1194,0,-3,1,通常,shift_styleC.csv
2024-01-01,S004,銀座店,品出し,1,2,8,1135,18160,1,0,通常,shift_styleC.csv
2024-01-01,S004,銀座店,フロア,1,5,9,1274,57330,4,0,高コスト,shift_styleC.csv
2024-01-01,S005,品川店,レジ,1,3,6,1282,23076,2,0,通常,shift_styleC.csv
2024-01-01,S005,品川店,品出し,3,6,10,1185,71100,3,0,高コスト,shift_styleC.csv
2024-01-01,S005,品川店,フロア,5,1,6,1023,6138,-4,1,通常,shift_styleC.csv
2024-01-02,S001,新宿店,レジ,2,6,8,1040,49920,4,0,高コスト,shift_styleC.csv
2024-01-02,S001,新宿店,品出し,2,6,6,1194,42984,4,0,通常,shift_styleC.csv
2024-01-02,S001,新宿店,フロア,3,3,8,1083,25992,0,0,通常,shift_styleC.csv
2024-01-02,S002,渋谷店,レジ,3,2,7,1136,15904,-1,1,通常,shift_styleC.csv
2024-01-02,S002,渋谷店,品出し,1,4,7,1273,35644,3,0,通常,shift_styleC.csv
2024-01-02,S002,渋谷店,フロア,2,1,9,1194,10746,-1,1,通常,shift_styleC.csv
2024-01-02,S003,池袋店,レジ,3,5,10,1112,55600,2,0,高コスト,shift_styleC.csv
2024-01-02,S003,池袋店,品出し,3,6,6,1117,40212,3,0,通常,shift_styleC.csv
2024-01-02,S003,池袋店,フロア,1,6,8,1205,57840,5,0,高コスト,shift_styleC.csv
2024-01-02,S004,銀座店,レジ,3,0,7,1290,0,-3,1,通常,shift_styleC.csv
2024-01-02,S004,銀座店,品出し,3,1,9,1202,10818,-2,1,通常,shift_styleC.csv
2024-01-02,S004,銀座店,フロア,4,1,8,1071,8568,-3,1,通常,shift_styleC.csv
2024-01-02,S005,品川店,レジ,2,5,10,1275,63750,3,0,高コスト,shift_styleC.csv
2024-01-02,S005,品川店,品出し,3,5,10,1219,60950,2,0,高コスト,shift_styleC.csv
2024-01-02,S005,品川店,フロア,5,3,8,1112,26688,-2,1,通常,shift_styleC.csv
2024-01-03,S001,新宿店,レジ,2,4,9,1046,37656,2,0,通常,shift_styleC.csv
2024-01-03,S001,新宿店,品出し,1,6,6,1078,38808,5,0,通常,shift_styleC.csv
2024-01-03,S001,新宿店,フロア,2,6,9,1032,55728,4,0,高コスト,shift_styleC.csv
2024-01-03,S002,渋谷店,レジ,4,3,10,1239,37170,-1,1,通常,shift_styleC.csv
2024-01-03,S002,渋谷店,品出し,5,2,10,1005,20100,-3,1,通常,shift_styleC.csv
2024-01-03,S002,渋谷店,フロア,1,5,10,1136,56800,4,0,高コスト,shift_styleC.csv
2024-01-03,S003,池袋店,レジ,3,0,8,1222,0,-3,1,通常,shift_styleC.csv
2024-01-03,S003,池袋店,品出し,2,3,6,1134,20412,1,0,通常,shift_styleC.csv
2024-01-03,S003,池袋店,フロア,5,6,7,1259,52878,1,0,高コスト,shift_styleC.csv
2024-01-03,S004,銀座店,レジ,1,6,8,1259,60432,5,0,高コスト,shift_styleC.csv
2024-01-03,S004,銀座店,品出し,5,1,7,1191,8337,-4,1,通常,shift_styleC.csv
2024-01-03,S004,銀座店,フロア,2,4,10,1000,40000,2,0,通常,shift_styleC.csv
2024-01-03,S005,品川店,レジ,5,2,9,1009,18162,-3,1,通常,shift_styleC.csv
2024-01-03,S005,品川店,品出し,1,2,8,1122,17952,1,0,通常,shift_styleC.csv
2024-01-03,S005,品川店,フロア,1,1,10,1040,10400,0,0,通常,shift_styleC.csv
2024-01-04,S001,新宿店,レジ,1,5,9,1035,46575,4,0,高コスト,shift_styleC.csv
2024-01-04,S001,新宿店,品出し,5,6,7,1065,44730,1,0,通常,shift_styleC.csv
2024-01-04,S001,新宿店,フロア,4,4,7,1135,31780,0,0,通常,shift_styleC.csv
2024-01-04,S002,渋谷店,レジ,5,6,10,1216,72960,1,0,高コスト,shift_styleC.csv
2024-01-04,S002,渋谷店,品出し,2,4,7,1159,32452,2,0,通常,shift_styleC.csv
2024-01-04,S002,渋谷店,フロア,4,5,8,1224,48960,1,0,高コスト,shift_styleC.csv
2024-01-04,S003,池袋店,レジ,5,3,6,1126,20268,-2,1,通常,shift_styleC.csv
2024-01-04,S003,池袋店,品出し,2,0,8,1010,0,-2,1,通常,shift_styleC.csv
2024-01-04,S003,池袋店,フロア,5,4,7,1112,31136,-1,1,通常,shift_styleC.csv
2024-01-04,S004,銀座店,レジ,1,0,6,1117,0,-1,1,通常,shift_styleC.csv
2024-01-04,S004,銀座店,品出し,1,0,8,1036,0,-1,1,通常,shift_styleC.csv
2024-01-04,S004,銀座店,フロア,5,1,8,1248,9984,-4,1,通常,shift_styleC.csv
2024-01-04,S005,品川店,レジ,2,4,7,1292,36176,2,0,通常,shift_styleC.csv
2024-01-04,S005,品川店,品出し,5,3,7,1242,26082,-2,1,通常,shift_styleC.csv
2024-01-04,S005,品川店,フロア,4,1,6,1049,6294,-3,1,通常,shift_styleC.csv
2024-01-05,S001,新宿店,レジ,4,2,9,1210,21780,-2,1,通常,shift_styleC.csv
2024-01-05,S001,新宿店,品出し,4,6,6,1050,37800,2,0,通常,shift_styleC.csv
2024-01-05,S001,新宿店,フロア,1,3,8,1055,25320,2,0,通常,shift_styleC.csv
2024-01-05,S002,渋谷店,レジ,2,1,7,1274,8918,-1,1,通常,shift_styleC.csv
2024-01-05,S002,渋谷店,品出し,4,1,9,1093,9837,-3,1,通常,shift_styleC.csv
2024-01-05,S002,渋谷店,フロア,3,3,7,1038,21798,0,0,通常,shift_styleC.csv
2024-01-05,S003,池袋店,レジ,4,6,10,1050,63000,2,0,高コスト,shift_styleC.csv
2024-01-05,S003,池袋店,品出し,1,5,10,1007,50350,4,0,高コスト,shift_styleC.csv
2024-01-05,S003,池袋店,フロア,1,6,7,1085,45570,5,0,高コスト,shift_styleC.csv
2024-01-05,S004,銀座店,レジ,4,3,9,1109,29943,-1,1,通常,shift_styleC.csv
2024-01-05,S004,銀座店,品出し,4,0,7,1194,0,-4,1,通常,shift_styleC.csv
2024-01-05,S004,銀座店,フロア,1,3,8,1232,29568,2,0,通常,shift_styleC.csv
2024-01-05,S005,品川店,レジ,3,3,10,1249,37470,0,0,通常,shift_styleC.csv
2024-01-05,S005,品川店,品出し,2,1,8,1111,8888,-1,1,通常,shift_styleC.csv
2024-01-05,S005,品川店,フロア,1,4,10,1031,41240,3,0,通常,shift_styleC.csv
2024-01-06,S001,新宿店,レジ,3,0,6,1299,0,-3,1,通常,shift_styleC.csv
2024-01-06,S001,新宿店,品出し,4,4,10,1080,43200,0,0,通常,shift_styleC.csv
2024-01-06,S001,新宿店,フロア,1,4,6,1095,26280,3,0,通常,shift_styleC.csv
2024-01-06,S002,渋谷店,レジ,1,4,6,1120,26880,3,0,通常,shift_styleC.csv
2024-01-06,S002,渋谷店,品出し,4,0,10,1126,0,-4,1,通常,shift_styleC.csv
2024-01-06,S002,渋谷店,フロア,5,4,6,1041,24984,-1,1,通常,shift_styleC.csv
2024-01-06,S003,池袋店,レジ,4,5,10,1289,64450,1,0,高コスト,shift_styleC.csv
2024-01-06,S003,池袋店,品出し,5,2,8,1104,17664,-3,1,通常,shift_styleC.csv
2024-01-06,S003,池袋店,フロア,3,1,8,1202,9616,-2,1,通常,shift_styleC.csv
2024-01-06,S004,銀座店,レジ,2,5,8,1234,49360,3,0,高コスト,shift_styleC.csv
2024-01-06,S004,銀座店,品出し,3,6,6,1004,36144,3,0,通常,shift_styleC.csv
2024-01-06,S004,銀座店,フロア,4,4,10,1051,42040,0,0,通常,shift_styleC.csv
2024-01-06,S005,品川店,レジ,1,4,7,1259,35252,3,0,通常,shift_styleC.csv
2024-01-06,S005,品川店,品出し,3,1,8,1035,8280,-2,1,通常,shift_styleC.csv
2024-01-06,S005,品川店,フロア,2,2,8,1080,17280,0,0,通常,shift_styleC.csv
2024-01-07,S001,新宿店,レジ,4,6,10,1154,69240,2,0,高コスト,shift_styleC.csv
2024-01-07,S001,新宿店,品出し,5,6,10,1004,60240,1,0,高コスト,shift_styleC.csv
2024-01-07,S001,新宿店,フロア,5,2,6,1068,12816,-3,1,通常,shift_styleC.csv
2024-01-07,S002,渋谷店,レジ,3,0,6,1283,0,-3,1,通常,shift_styleC.csv
2024-01-07,S002,渋谷店,品出し,2,2,8,1107,17712,0,0,通常,shift_styleC.csv
2024-01-07,S002,渋谷店,フロア,3,1,8,1258,10064,-2,1,通常,shift_styleC.csv
2024-01-07,S003,池袋店,レジ,4,2,6,1047,12564,-2,1,通常,shift_styleC.csv
2024-01-07,S003,池袋店,品出し,4,6,8,1022,49056,2,0,高コスト,shift_styleC.csv
2024-01-07,S003,池袋店,フロア,1,2,7,1134,15876,1,0,通常,shift_styleC.csv
2024-01-07,S004,銀座店,レジ,2,5,9,1282,57690,3,0,高コスト,shift_styleC.csv
2024-01-07,S004,銀座店,品出し,4,4,6,1057,25368,0,0,通常,shift_styleC.csv
2024-01-07,S004,銀座店,フロア,1,5,7,1279,44765,4,0,通常,shift_styleC.csv
2024-01-07,S005,品川店,レジ,1,6,8,1298,62304,5,0,高コスト,shift_styleC.csv
2024-01-07,S005,品川店,品出し,5,1,9,1065,9585,-4,1,通常,shift_styleC.csv
2024-01-07,S005,品川店,フロア,1,2,8,1020,16320,1,0,通常,shift_styleC.csv
2024-01-08,S001,新宿店,レジ,3,1,7,1052,7364,-2,1,通常,shift_styleC.csv
2024-01-08,S001,新宿店,品出し,3,6,10,1208,72480,3,0,高コスト,shift_styleC.csv
2024-01-08,S001,新宿店,フロア,5,5,7,1121,39235,0,0,通常,shift_styleC.csv
2024-01-08,S002,渋谷店,レジ,2,6,7,1211,50862,4,0,高コスト,shift_styleC.csv
2024-01-08,S002,渋谷店,品出し,1,1,8,1210,9680,0,0,通常,shift_styleC.csv
2024-01-08,S002,渋谷店,フロア,2,2,7,1055,14770,0,0,通常,shift_styleC.csv
2024-01-08,S003,池袋店,レジ,4,6,6,1240,44640,2,0,通常,shift_styleC.csv
2024-01-08,S003,池袋店,品出し,2,1,9,1179,10611,-1,1,通常,shift_styleC.csv
2024-01-08,S003,池袋店,フロア,3,6,7,1114,46788,3,0,高コスト,shift_styleC.csv
2024-01-08,S004,銀座店,レジ,1,5,7,1204,42140,4,0,通常,shift_styleC.csv
2024-01-08,S004,銀座店,品出し,3,2,6,1142,13704,-1,1,通常,shift_styleC.csv
2024-01-08,S004,銀座店,フロア,3,5,10,1204,60200,2,0,高コスト,shift_styleC.csv
2024-01-08,S005,品川店,レジ,5,2,6,1059,12708,-3,1,通常,shift_styleC.csv
2024-01-08,S005,品川店,品出し,3,1,10,1135,11350,-2,1,通常,shift_styleC.csv
2024-01-08,S005,品川店,フロア,1,0,10,1222,0,-1,1,通常,shift_styleC.csv
2024-01-09,S001,新宿店,レジ,3,5,8,1223,48920,2,0,高コスト,shift_styleC.csv
2024-01-09,S001,新宿店,品出し,5,4,6,1197,28728,-1,1,通常,shift_styleC.csv
2024-01-09,S001,新宿店,フロア,5,1,8,1022,8176,-4,1,通常,shift_styleC.csv
2024-01-09,S002,渋谷店,レジ,4,0,10,1275,0,-4,1,通常,shift_styleC.csv
2024-01-09,S002,渋谷店,品出し,2,2,9,1035,18630,0,0,通常,shift_styleC.csv
2024-01-09,S002,渋谷店,フロア,3,4,8,1063,34016,1,0,通常,shift_styleC.csv
2024-01-09,S003,池袋店,レジ,3,4,8,1209,38688,1,0,通常,shift_styleC.csv
2024-01-09,S003,池袋店,品出し,3,3,8,1283,30792,0,0,通常,shift_styleC.csv
2024-01-09,S003,池袋店,フロア,2,1,9,1194,10746,-1,1,通常,shift_styleC.csv
2024-01-09,S004,銀座店,レジ,2,4,10,1154,46160,2,0,高コスト,shift_styleC.csv
2024-01-09,S004,銀座店,品出し,4,4,6,1155,27720,0,0,通常,shift_styleC.csv
2024-01-09,S004,銀座店,フロア,3,1,9,1296,11664,-2,1,通常,shift_styleC.csv
2024-01-09,S005,品川店,レジ,5,5,8,1238,49520,0,0,高コスト,shift_styleC.csv
2024-01-09,S005,品川店,品出し,4,3,7,1261,26481,-1,1,通常,shift_styleC.csv
2024-01-09,S005,品川店,フロア,4,6,7,1043,43806,2,0,通常,shift_styleC.csv
2024-01-10,S001,新宿店,レジ,3,4,10,1171,46840,1,0,高コスト,shift_styleC.csv
2024-01-10,S001,新宿店,品出し,1,6,7,1158,48636,5,0,高コスト,shift_styleC.csv
2024-01-10,S001,新宿店,フロア,2,6,7,1075,45150,4,0,高コスト,shift_styleC.csv
2024-01-10,S002,渋谷店,レジ,1,0,7,1243,0,-1,1,通常,shift_styleC.csv
2024-01-10,S002,渋谷店,品出し,5,6,6,1233,44388,1,0,通常,shift_styleC.csv
2024-01-10,S002,渋谷店,フロア,4,5,10,1099,54950,1,0,高コスト,shift_styleC.csv
2024-01-10,S003,池袋店,レジ,4,3,9,1124,30348,-1,1,通常,shift_styleC.csv
2024-01-10,S003,池袋店,品出し,2,5,6,1054,31620,3,0,通常,shift_styleC.csv
2024-01-10,S003,池袋店,フロア,4,1,7,1265,8855,-3,1,通常,shift_styleC.csv
2024-01-10,S004,銀座店,レジ,4,0,10,1127,0,-4,1,通常,shift_styleC.csv
2024-01-10,S004,銀座店,品出し,1,3,7,1237,25977,2,0,通常,shift_styleC.csv
2024-01-10,S004,銀座店,フロア,5,4,10,1162,46480,-1,1,高コスト,shift_styleC.csv
2024-01-10,S005,品川店,レジ,4,4,10,1218,48720,0,0,高コスト,shift_styleC.csv
2024-01-10,S005,品川店,品出し,5,3,7,1243,26103,-2,1,通常,shift_styleC.csv
2024-01-10,S005,品川店,フロア,4,2,7,1141,15974,-2,1,通常,shift_styleC.csv
2024-01-11,S001,新宿店,レジ,5,3,7,1140,23940,-2,1,通常,shift_styleC.csv
2024-01-11,S001,新宿店,品出し,4,0,8,1120,0,-4,1,通常,shift_styleC.csv
2024-01-11,S001,新宿店,フロア,3,2,8,1276,20416,-1,1,通常,shift_styleC.csv
2024-01-11,S002,渋谷店,レジ,1,1,7,1118,7826,0,0,通常,shift_styleC.csv
2024-01-11,S002,渋谷店,品出し,4,5,7,1109,38815,1,0,通常,shift_styleC.csv
2024-01-11,S002,渋谷店,フロア,1,3,9,1169,31563,2,0,通常,shift_styleC.csv
2024-01-11,S003,池袋店,レジ,5,3,9,1031,27837,-2,1,通常,shift_styleC.csv
2024-01-11,S003,池袋店,品出し,2,6,9,1199,64746,4,0,高コスト,shift_styleC.csv
2024-01-11,S003,池袋店,フロア,5,5,6,1294,38820,0,0,通常,shift_styleC.csv
2024-01-11,S004,銀座店,レジ,4,3,6,1180,21240,-1,1,通常,shift_styleC.csv
2024-01-11,S004,銀座店,品出し,3,6,9,1214,65556,3,0,高コスト,shift_styleC.csv
2024-01-11,S004,銀座店,フロア,5,5,10,1112,55600,0,0,高コスト,shift_styleC.csv
2024-01-11,S005,品川店,レジ,4,1,8,1223,9784,-3,1,通常,shift_styleC.csv
2024-01-11,S005,品川店,品出し,4,0,9,1172,0,-4,1,通常,shift_styleC.csv
2024-01-11,S005,品川店,フロア,4,5,7,1239,43365,1,0,通常,shift_styleC.csv
2024-01-12,S001,新宿店,レジ,2,4,10,1013,40520,2,0,通常,shift_styleC.csv
2024-01-12,S001,新宿店,品出し,4,4,10,1013,40520,0,0,通常,shift_styleC.csv
2024-01-12,S001,新宿店,フロア,1,5,9,1069,48105,4,0,高コスト,shift_styleC.csv
2024-01-12,S002,渋谷店,レジ,4,1,6,1133,6798,-3,1,通常,shift_styleC.csv
2024-01-12,S002,渋谷店,品出し,4,2,7,1232,17248,-2,1,通常,shift_styleC.csv
2024-01-12,S002,渋谷店,フロア,3,2,9,1142,20556,-1,1,通常,shift_styleC.csv
2024-01-12,S003,池袋店,レジ,4,2,6,1240,14880,-2,1,通常,shift_styleC.csv
2024-01-12,S003,池袋店,品出し,1,5,10,1026,51300,4,0,高コスト,shift_styleC.csv
2024-01-12,S003,池袋店,フロア,3,1,6,1020,6120,-2,1,通常,shift_styleC.csv
2024-01-12,S004,銀座店,レジ,1,1,7,1010,7070,0,0,通常,shift_styleC.csv
2024-01-12,S004,銀座店,品出し,5,1,7,1064,7448,-4,1,通常,shift_styleC.csv
2024-01-12,S004,銀座店,フロア,4,5,6,1288,38640,1,0,通常,shift_styleC.csv
2024-01-12,S005,品川店,レジ,2,3,8,1188,28512,1,0,通常,shift_styleC.csv
2024-01-12,S005,品川店,品出し,2,4,10,1058,42320,2,0,通常,shift_styleC.csv
2024-01-12,S005,品川店,フロア,2,2,6,1296,15552,0,0,通常,shift_styleC.csv
2024-01-13,S001,新宿店,レジ,1,2,10,1192,23840,1,0,通常,shift_styleC.csv
2024-01-13,S001,新宿店,品出し,4,5,7,1038,36330,1,0,通常,shift_styleC.csv
2024-01-13,S001,新宿店,フロア,5,5,7,1052,36820,0,0,通常,shift_styleC.csv
2024-01-13,S002,渋谷店,レジ,3,6,10,1061,63660,3,0,高コスト,shift_styleC.csv
2024-01-13,S002,渋谷店,品出し,5,6,6,1177,42372,1,0,通常,shift_styleC.csv
2024-01-13,S002,渋谷店,フロア,5,3,8,1035,24840,-2,1,通常,shift_styleC.csv
2024-01-13,S003,池袋店,レジ,5,5,8,1006,40240,0,0,通常,shift_styleC.csv
2024-01-13,S003,池袋店,品出し,4,6,9,1054,56916,2,0,高コスト,shift_styleC.csv
2024-01-13,S003,池袋店,フロア,4,2,9,1078,19404,-2,1,通常,shift_styleC.csv
2024-01-13,S004,銀座店,レジ,4,1,10,1138,11380,-3,1,通常,shift_styleC.csv
2024-01-13,S004,銀座店,品出し,5,6,10,1247,74820,1,0,高コスト,shift_styleC.csv
2024-01-13,S004,銀座店,フロア,4,3,10,1137,34110,-1,1,通常,shift_styleC.csv
2024-01-13,S005,品川店,レジ,3,6,7,1044,43848,3,0,通常,shift_styleC.csv
2024-01-13,S005,品川店,品出し,3,3,7,1237,25977,0,0,通常,shift_styleC.csv
2024-01-13,S005,品川店,フロア,5,4,9,1172,42192,-1,1,通常,shift_styleC.csv
2024-01-14,S001,新宿店,レジ,1,3,8,1093,26232,2,0,通常,shift_styleC.csv
2024-01-14,S001,新宿店,品出し,4,1,8,1132,9056,-3,1,通常,shift_styleC.csv
2024-01-14,S001,新宿店,フロア,3,2,10,1141,22820,-1,1,通常,shift_styleC.csv
2024-01-14,S002,渋谷店,レジ,5,0,10,1097,0,-5,1,通常,shift_styleC.csv
2024-01-14,S002,渋谷店,品出し,1,1,9,1250,11250,0,0,通常,shift_styleC.csv
2024-01-14,S002,渋谷店,フロア,5,6,7,1243,52206,1,0,高コスト,shift_styleC.csv
2024-01-14,S003,池袋店,レジ,4,3,6,1047,18846,-1,1,通常,shift_styleC.csv
2024-01-14,S003,池袋店,品出し,3,1,9,1124,10116,-2,1,通常,shift_styleC.csv
2024-01-14,S003,池袋店,フロア,3,5,10,1188,59400,2,0,高コスト,shift_styleC.csv
2024-01-14,S004,銀座店,レジ,4,4,10,1176,47040,0,0,高コスト,shift_styleC.csv
2024-01-14,S004,銀座店,品出し,4,5,10,1169,58450,1,0,高コスト,shift_styleC.csv
2024-01-14,S004,銀座店,フロア,3,5,9,1138,51210,2,0,高コスト,shift_styleC.csv
2024-01-14,S005,品川店,レジ,3,2,7,1061,14854,-1,1,通常,shift_styleC.csv
2024-01-14,S005,品川店,品出し,2,2,6,1274,15288,0,0,通常,shift_styleC.csv
2024-01-14,S005,品川店,フロア,2,1,7,1247,8729,-1,1,通常,shift_styleC.csv
2024-01-15,S001,新宿店,レジ,3,5,10,1268,63400,2,0,高コスト,shift_styleC.csv
2024-01-15,S001,新宿店,品出し,5,2,6,1099,13188,-3,1,通常,shift_styleC.csv
2024-01-15,S001,新宿店,フロア,3,1,8,1091,8728,-2,1,通常,shift_styleC.csv
2024-01-15,S002,渋谷店,レジ,3,0,10,1064,0,-3,1,通常,shift_styleC.csv
2024-01-15,S002,渋谷店,品出し,3,0,6,1283,0,-3,1,通常,shift_styleC.csv
2024-01-15,S002,渋谷店,フロア,3,5,7,1251,43785,2,0,通常,shift_styleC.csv
2024-01-15,S003,池袋店,レジ,1,6,6,1293,46548,5,0,高コスト,shift_styleC.csv
2024-01-15,S003,池袋店,品出し,3,3,9,1225,33075,0,0,通常,shift_styleC.csv
2024-01-15,S003,池袋店,フロア,3,1,6,1129,6774,-2,1,通常,shift_styleC.csv
2024-01-15,S004,銀座店,レジ,4,0,6,1205,0,-4,1,通常,shift_styleC.csv
2024-01-15,S004,銀座店,品出し,4,0,10,1027,0,-4,1,通常,shift_styleC.csv
2024-01-15,S004,銀座店,フロア,2,1,10,1155,11550,-1,1,通常,shift_styleC.csv
2024-01-15,S005,品川店,レジ,1,1,6,1285,7710,0,0,通常,shift_styleC.csv
2024-01-15,S005,品川店,品出し,4,4,10,1115,44600,0,0,通常,shift_styleC.csv
2024-01-15,S005,品川店,フロア,5,3,9,1226,33102,-2,1,通常,shift_styleC.csv
2024-01-16,S001,新宿店,レジ,3,6,10,1219,73140,3,0,高コスト,shift_styleC.csv
2024-01-16,S001,新宿店,品出し,3,4,10,1030,41200,1,0,通常,shift_styleC.csv
2024-01-16,S001,新宿店,フロア,5,5,6,1106,33180,0,0,通常,shift_styleC.csv
2024-01-16,S002,渋谷店,レジ,2,2,6,1080,12960,0,0,通常,shift_styleC.csv
2024-01-16,S002,渋谷店,品出し,2,1,10,1038,10380,-1,1,通常,shift_styleC.csv
2024-01-16,S002,渋谷店,フロア,2,0,9,1230,0,-2,1,通常,shift_styleC.csv
2024-01-16,S003,池袋店,レジ,5,3,8,1016,24384,-2,1,通常,shift_styleC.csv
2024-01-16,S003,池袋店,品出し,2,2,8,1232,19712,0,0,通常,shift_styleC.csv
2024-01-16,S003,池袋店,フロア,1,5,7,1135,39725,4,0,通常,shift_styleC.csv
2024-01-16,S004,銀座店,レジ,5,5,7,1217,42595,0,0,通常,shift_styleC.csv
2024-01-16,S004,銀座店,品出し,1,4,7,1076,30128,3,0,通常,shift_styleC.csv
2024-01-16,S004,銀座店,フロア,3,6,7,1036,43512,3,0,通常,shift_styleC.csv
2024-01-16,S005,品川店,レジ,1,1,8,1291,10328,0,0,通常,shift_styleC.csv
2024-01-16,S005,品川店,品出し,3,3,6,1239,22302,0,0,通常,shift_styleC.csv
2024-01-16,S005,品川店,フロア,3,5,9,1139,51255,2,0,高コスト,shift_styleC.csv
2024-01-17,S001,新宿店,レジ,5,4,9,1224,44064,-1,1,通常,shift_styleC.csv
2024-01-17,S001,新宿店,品出し,1,4,6,1221,29304,3,0,通常,shift_styleC.csv
2024-01-17,S001,新宿店,フロア,3,4,8,1013,32416,1,0,通常,shift_styleC.csv
2024-01-17,S002,渋谷店,レジ,1,1,10,1300,13000,0,0,通常,shift_styleC.csv
2024-01-17,S002,渋谷店,品出し,1,6,8,1295,62160,5,0,高コスト,shift_styleC.csv
2024-01-17,S002,渋谷店,フロア,1,6,7,1240,52080,5,0,高コスト,shift_styleC.csv
2024-01-17,S003,池袋店,レジ,5,5,9,1142,51390,0,0,高コスト,shift_styleC.csv
2024-01-17,S003,池袋店,品出し,2,4,9,1251,45036,2,0,高コスト,shift_styleC.csv
2024-01-17,S003,池袋店,フロア,1,3,8,1209,29016,2,0,通常,shift_styleC.csv
2024-01-17,S004,銀座店,レジ,3,2,6,1082,12984,-1,1,通常,shift_styleC.csv
2024-01-17,S004,銀座店,品出し,3,3,9,1147,30969,0,0,通常,shift_styleC.csv
2024-01-17,S004,銀座店,フロア,4,6,10,1018,61080,2,0,高コスト,shift_styleC.csv
2024-01-17,S005,品川店,レジ,4,0,8,1129,0,-4,1,通常,shift_styleC.csv
2024-01-17,S005,品川店,品出し,3,0,9,1263,0,-3,1,通常,shift_styleC.csv
