year_month,department,employment_type,head_count,budget_cost,actual_cost,overtime_cost,variance_amount,variance_rate,cost_per_person,variance_flag,source_file
2024-07,営業部,正社員,10,5000000,5293249,1031867,293249,0.0586498,529324.9,正常,labor_cost_styleC_202401.csv
2024-07,営業部,契約社員,5,1500000,1717344,121518,217344,0.144896,343468.8,正常,labor_cost_styleC_202401.csv
2024-07,営業部,パート,8,800000,875577,158582,75577,0.09447125,109447.125,正常,labor_cost_styleC_202401.csv
2024-07,製造部,正社員,15,6000000,5548894,981509,-451106,-0.07518433333333334,369926.26666666666,正常,labor_cost_styleC_202401.csv
2024-07,製造部,契約社員,8,2000000,1964589,323111,-35411,-0.0177055,245573.625,正常,labor_cost_styleC_202401.csv
2024-07,製造部,パート,12,1200000,1413205,101895,213205,0.17767083333333333,117767.08333333333,超過,labor_cost_styleC_202401.csv
2024-07,管理部,正社員,8,3000000,3571860,297556,571860,0.19062,446482.5,超過,labor_cost_styleC_202401.csv
2024-07,管理部,契約社員,3,900000,902357,48727,2357,0.002618888888888889,300785.6666666667,正常,labor_cost_styleC_202401.csv
2024-07,管理部,パート,4,400000,514626,43931,114626,0.286565,128656.5,超過,labor_cost_styleC_202401.csv
2024-07,開発部,正社員,18,7000000,7074182,383619,74182,0.010597428571428572,393010.1111111111,正常,labor_cost_styleC_202401.csv
2024-07,開発部,契約社員,7,2500000,2892101,426567,392101,0.1568404,413157.28571428574,超過,labor_cost_styleC_202401.csv
2024-07,開発部,パート,3,300000,280753,26118,-19247,-0.06415666666666667,93584.33333333333,正常,labor_cost_styleC_202401.csv
2024-07,物流部,正社員,10,4000000,4447050,314935,447050,0.1117625,444705.0,正常,labor_cost_styleC_202401.csv
2024-07,物流部,契約社員,6,1800000,1860857,94508,60857,0.03380944444444445,310142.8333333333,正常,labor_cost_styleC_202401.csv
2024-07,物流部,パート,15,1500000,1871712,328007,371712,0.247808,124780.8,超過,labor_cost_styleC_202401.csv
2024-08,営業部,正社員,10,5000000,5607894,724347,607894,0.1215788,560789.4,正常,labor_cost_styleC_202401.csv
2024-08,営業部,契約社員,5,1500000,1474877,140367,-25123,-0.016748666666666665,294975.4,正常,labor_cost_styleC_202401.csv
2024-08,営業部,パート,8,800000,1018898,172280,218898,0.2736225,127362.25,超過,labor_cost_styleC_202401.csv
2024-08,製造部,正社員,15,6000000,5564521,1033732,-435479,-0.07257983333333333,370968.06666666665,正常,labor_cost_styleC_202401.csv
2024-08,製造部,契約社員,8,2000000,1795354,228559,-204646,-0.102323,224419.25,正常,labor_cost_styleC_202401.csv
2024-08,製造部,パート,12,1200000,1125272,128715,-74728,-0.06227333333333333,93772.66666666667,正常,labor_cost_styleC_202401.csv
2024-08,管理部,正社員,8,3000000,2904833,326750,-95167,-0.03172233333333333,363104.125,正常,labor_cost_styleC_202401.csv
2024-08,管理部,契約社員,3,900000,827521,162358,-72479,-0.08053222222222223,275840.3333333333,正常,labor_cost_styleC_202401.csv
2024-08,管理部,パート,4,400000,516141,65084,116141,0.2903525,129035.25,超過,labor_cost_styleC_202401.csv
2024-08,開発部,正社員,18,7000000,7469405,810938,469405,0.06705785714285714,414966.94444444444,正常,labor_cost_styleC_202401.csv
2024-08,開発部,契約社員,7,2500000,2731840,538598,231840,0.092736,390262.85714285716,正常,labor_cost_styleC_202401.csv
2024-08,開発部,パート,3,300000,269284,45314,-30716,-0.10238666666666667,89761.33333333333,正常,labor_cost_styleC_202401.csv
2024-08,物流部,正社員,10,4000000,4493505,648136,493505,0.12337625,449350.5,正常,labor_cost_styleC_202401.csv
2024-08,物流部,契約社員,6,1800000,2023351,202087,223351,0.12408388888888888,337225.1666666667,正常,labor_cost_styleC_202401.csv
2024-08,物流部,パート,15,1500000,1940245,333773,440245,0.2934966666666667,129349.66666666667,超過,labor_cost_styleC_202401.csv
2024-09,営業部,正社員,10,5000000,5418713,648584,418713,0.0837426,541871.3,正常,labor_cost_styleC_202401.csv
2024-09,営業部,契約社員,5,1500000,1559281,267766,59281,0.03952066666666667,311856.2,正常,labor_cost_styleC_202401.csv
2024-09,営業部,パート,8,800000,1013142,120211,213142,0.2664275,126642.75,超過,labor_cost_styleC_202401.csv
2024-09,製造部,正社員,15,6000000,5178851,413896,-821149,-0.13685816666666667,345256.73333333334,正常,labor_cost_styleC_202401.csv
2024-09,製造部,契約社員,8,2000000,2580011,328454,580011,0.2900055,322501.375,超過,labor_cost_styleC_202401.csv
2024-09,製造部,パート,12,1200000,1215491,106959,15491,0.012909166666666666,101290.91666666667,正常,labor_cost_styleC_202401.csv
2024-09,管理部,正社員,8,3000000,2721993,281851,-278007,-0.092669,340249.125,正常,labor_cost_styleC_202401.csv
2024-09,管理部,契約社員,3,900000,998765,99665,98765,0.10973888888888889,332921.6666666667,正常,labor_cost_styleC_202401.csv
2024-09,管理部,パート,4,400000,384162,70464,-15838,-0.039595,96040.5,正常,labor_cost_styleC_202401.csv
2024-09,開発部,正社員,18,7000000,7828738,845477,828738,0.11839114285714286,434929.8888888889,正常,labor_cost_styleC_202401.csv
2024-09,開発部,契約社員,7,2500000,2497152,311216,-2848,-0.0011392,356736.0,正常,labor_cost_styleC_202401.csv
2024-09,開発部,パート,3,300000,301734,51346,1734,0.00578,100578.0,正常,labor_cost_styleC_202401.csv
2024-09,物流部,正社員,10,4000000,3494712,490545,-505288,-0.126322,349471.2,正常,labor_cost_styleC_202401.csv
2024-09,物流部,契約社員,6,1800000,1824556,179138,24556,0.013642222222222222,304092.6666666667,正常,labor_cost_styleC_202401.csv
2024-09,物流部,パート,15,1500000,1873706,179827,373706,0.24913733333333332,124913.73333333334,超過,labor_cost_styleC_202401.csv
2024-10,営業部,正社員,10,5000000,4889174,750315,-110826,-0.0221652,488917.4,正常,labor_cost_styleC_202401.csv
2024-10,営業部,契約社員,5,1500000,1294059,233584,-205941,-0.137294,258811.8,正常,labor_cost_styleC_202401.csv
2024-10,営業部,パート,8,800000,919556,83848,119556,0.149445,114944.5,正常,labor_cost_styleC_202401.csv
2024-10,製造部,正社員,15,6000000,6806227,416923,806227,0.13437116666666668,453748.4666666667,正常,labor_cost_styleC_202401.csv
2024-10,製造部,契約社員,8,2000000,1917986,326372,-82014,-0.041007,239748.25,正常,labor_cost_styleC_202401.csv
2024-10,製造部,パート,12,1200000,1363004,97341,163004,0.13583666666666666,113583.66666666667,正常,labor_cost_styleC_202401.csv
2024-10,管理部,正社員,8,3000000,3253180,179640,253180,0.08439333333333333,406647.5,正常,labor_cost_styleC_202401.csv
2024-10,管理部,契約社員,3,900000,1140099,119652,240099,0.26677666666666666,380033.0,超過,labor_cost_styleC_202401.csv
2024-10,管理部,パート,4,400000,408069,57441,8069,0.0201725,102017.25,正常,labor_cost_styleC_202401.csv
2024-10,開発部,正社員,18,7000000,7942529,840335,942529,0.134647,441251.6111111111,正常,labor_cost_styleC_202401.csv
2024-10,開発部,契約社員,7,2500000,2555441,330722,55441,0.0221764,365063.0,正常,labor_cost_styleC_202401.csv
2024-10,開発部,パート,3,300000,313460,27409,13460,0.044866666666666666,104486.66666666667,正常,labor_cost_styleC_202401.csv
2024-10,物流部,正社員,10,4000000,4282809,534736,282809,0.07070225,428280.9,正常,labor_cost_styleC_202401.csv
2024-10,物流部,契約社員,6,1800000,1833303,163652,33303,0.018501666666666666,305550.5,正常,labor_cost_styleC_202401.csv
2024-10,物流部,パート,15,1500000,1475822,294359,-24178,-0.016118666666666667,98388.13333333333,正常,labor_cost_styleC_202401.csv
2024-11,営業部,正社員,10,5000000,5624718,695665,624718,0.1249436,562471.8,正常,labor_cost_styleC_202401.csv
2024-11,営業部,契約社員,5,1500000,1658771,195413,158771,0.10584733333333333,331754.2,正常,labor_cost_styleC_202401.csv
2024-11,営業部,パート,8,800000,786826,49702,-13174,-0.0164675,98353.25,正常,labor_cost_styleC_202401.csv
2024-11,製造部,正社員,15,6000000,6621938,648540,621938,0.10365633333333334,441462.5333333333,正常,labor_cost_styleC_202401.csv
2024-11,製造部,契約社員,8,2000000,1738963,228370,-261037,-0.1305185,217370.375,正常,labor_cost_styleC_202401.csv
2024-11,製造部,パート,12,1200000,1326490,207955,126490,0.10540833333333334,110540.83333333333,正常,labor_cost_styleC_202401.csv
2024-11,管理部,正社員,8,3000000,3123930,528114,123930,0.04131,390491.25,正常,labor_cost_styleC_202401.csv
2024-11,管理部,契約社員,3,900000,797767,63938,-102233,-0.11359222222222222,265922.3333333333,正常,labor_cost_styleC_202401.csv
2024-11,管理部,パート,4,400000,434844,23456,34844,0.08711,108711.0,正常,labor_cost_styleC_202401.csv
2024-11,開発部,正社員,18,7000000,6724713,1146894,-275287,-0.039326714285714284,373595.1666666667,正常,labor_cost_styleC_202401.csv
2024-11,開発部,契約社員,7,2500000,2583961,162614,83961,0.0335844,369137.28571428574,正常,labor_cost_styleC_202401.csv
2024-11,開発部,パート,3,300000,344963,54445,44963,0.14987666666666666,114987.66666666667,正常,labor_cost_styleC_202401.csv
2024-11,物流部,正社員,10,4000000,4322997,750043,322997,0.08074925,432299.7,正常,labor_cost_styleC_202401.csv
2024-11,物流部,契約社員,6,1800000,2332542,341369,532542,0.29585666666666666,388757.0,超過,labor_cost_styleC_202401.csv
2024-11,物流部,パート,15,1500000,1581049,160756,81049,0.054032666666666666,105403.26666666666,正常,labor_cost_styleC_202401.csv
2024-12,営業部,正社員,10,5000000,5691414,830770,691414,0.1382828,569141.4,正常,labor_cost_styleC_202401.csv
2024-12,営業部,契約社員,5,1500000,1795310,206268,295310,0.19687333333333334,359062.0,超過,labor_cost_styleC_202401.csv
2024-12,営業部,パート,8,800000,727964,49955,-72036,-0.090045,90995.5,正常,labor_cost_styleC_202401.csv
2024-12,製造部,正社員,15,6000000,5666201,557549,-333799,-0.055633166666666664,377746.73333333334,正常,labor_cost_styleC_202401.csv
2024-12,製造部,契約社員,8,2000000,2002994,382843,2994,0.001497,250374.25,正常,labor_cost_styleC_202401.csv
2024-12,製造部,パート,12,1200000,1390762,121817,190762,0.15896833333333332,115896.83333333333,超過,labor_cost_styleC_202401.csv
2024-12,管理部,正社員,8,3000000,3198045,219947,198045,0.066015,399755.625,正常,labor_cost_styleC_202401.csv
2024-12,管理部,契約社員,3,900000,954491,119679,54491,0.060545555555555554,318163.6666666667,正常,labor_cost_styleC_202401.csv
2024-12,管理部,パート,4,400000,475642,34783,75642,0.189105,118910.5,超過,labor_cost_styleC_202401.csv
2024-12,開発部,正社員,18,7000000,7836495,1103149,836495,0.11949928571428571,435360.8333333333,正常,labor_cost_styleC_202401.csv
2024-12,開発部,契約社員,7,2500000,2675099,464893,175099,0.0700396,382157.0,正常,labor_cost_styleC_202401.csv
2024-12,開発部,パート,3,300000,364398,53281,64398,0.21466,121466.0,超過,labor_cost_styleC_202401.csv
2024-12,物流部,正社員,10,4000000,4390423,724612,390423,0.09760575,439042.3,正常,labor_cost_styleC_202401.csv
2024-12,物流部,契約社員,6,1800000,1968808,245521,168808,0.09378222222222223,328134.6666666667,正常,labor_cost_styleC_202401.csv
2024-12,物流部,パート,15,1500000,1475619,285528,-24381,-0.016254,98374.6,正常,labor_cost_styleC_202401.csv
