record_date,record_id,project_no,work_type,cost_category,budget_amount,actual_amount,is_over_budget,variance,variance_rate,budget_status,variance_grade,source_file
2024-01-01,CST-0409,PROJ-04,コンクリート工,外注費,735831,937604,1,201773,0.2742,超過,大超過,costs_styleC_202401.csv
2024-01-16,CST-0410,PROJ-04,コンクリート工,労務費,346029,397285,1,51256,0.1481,超過,大超過,costs_styleC_202401.csv
2024-01-10,CST-0411,PROJ-07,仮設工,外注費,601913,620721,1,18808,0.0312,超過,小超過,costs_styleC_202401.csv
2024-01-09,CST-0412,PROJ-06,仮設工,労務費,1460467,1337138,0,-123329,-0.0844,予算内,予算内,costs_styleC_202401.csv
2024-01-16,CST-0413,PROJ-06,コンクリート工,労務費,306796,362537,1,55741,0.1817,超過,大超過,costs_styleC_202401.csv
2024-01-19,CST-0414,PROJ-04,コンクリート工,材料費,756245,717191,0,-39054,-0.0516,予算内,予算内,costs_styleC_202401.csv
2024-01-19,CST-0415,PROJ-07,鉄筋工,材料費,646882,667573,1,20691,0.032,超過,小超過,costs_styleC_202401.csv
2024-01-13,CST-0416,PROJ-04,仮設工,外注費,511443,459234,0,-52209,-0.1021,予算内,予算内,costs_styleC_202401.csv
2024-01-11,CST-0417,PROJ-05,仮設工,外注費,1472812,1864695,1,391883,0.2661,超過,大超過,costs_styleC_202401.csv
2024-01-15,CST-0418,PROJ-03,鉄筋工,材料費,1445730,1653563,1,207833,0.1438,超過,大超過,costs_styleC_202401.csv
2024-01-16,CST-0419,PROJ-03,土工,外注費,393514,445531,1,52017,0.1322,超過,大超過,costs_styleC_202401.csv
2024-01-03,CST-0420,PROJ-01,土工,労務費,170933,205707,1,34774,0.2034,超過,大超過,costs_styleC_202401.csv
2024-01-08,CST-0421,PROJ-02,コンクリート工,材料費,388340,468154,1,79814,0.2055,超過,大超過,costs_styleC_202401.csv
2024-01-12,CST-0422,PROJ-01,仮設工,外注費,558688,560609,1,1921,0.0034,超過,小超過,costs_styleC_202401.csv
2024-01-18,CST-0423,PROJ-07,土工,材料費,1123104,796773,0,-326331,-0.2906,予算内,予算内,costs_styleC_202401.csv
2024-01-18,CST-0424,PROJ-05,土工,外注費,1210269,1371616,1,161347,0.1333,超過,大超過,costs_styleC_202401.csv
2024-01-14,CST-0425,PROJ-03,土工,材料費,1805314,2019632,1,214318,0.1187,超過,大超過,costs_styleC_202401.csv
2024-01-07,CST-0426,PROJ-05,鉄筋工,労務費,1199715,946981,0,-252734,-0.2107,予算内,予算内,costs_styleC_202401.csv
2024-01-12,CST-0427,PROJ-07,仮設工,外注費,1767102,1657785,0,-109317,-0.0619,予算内,予算内,costs_styleC_202401.csv
2024-01-08,CST-0428,PROJ-05,土工,外注費,610043,789480,1,179437,0.2941,超過,大超過,costs_styleC_202401.csv
2024-01-02,CST-0429,PROJ-02,仮設工,労務費,1899816,2070679,1,170863,0.0899,超過,小超過,costs_styleC_202401.csv
2024-01-02,CST-0430,PROJ-01,コンクリート工,材料費,890981,919154,1,28173,0.0316,超過,小超過,costs_styleC_202401.csv
2024-01-11,CST-0431,PROJ-02,土工,材料費,1148279,1386199,1,237920,0.2072,超過,大超過,costs_styleC_202401.csv
2024-01-19,CST-0432,PROJ-08,鉄筋工,材料費,543373,674197,1,130824,0.2408,超過,大超過,costs_styleC_202401.csv
2024-01-09,CST-0433,PROJ-01,コンクリート工,労務費,255919,284238,1,28319,0.1107,超過,大超過,costs_styleC_202401.csv
2024-01-19,CST-0434,PROJ-03,仮設工,材料費,132837,169617,1,36780,0.2769,超過,大超過,costs_styleC_202401.csv
2024-01-08,CST-0435,PROJ-07,鉄筋工,労務費,727629,580262,0,-147367,-0.2025,予算内,予算内,costs_styleC_202401.csv
2024-01-03,CST-0436,PROJ-06,土工,材料費,1684627,1926955,1,242328,0.1438,超過,大超過,costs_styleC_202401.csv
2024-01-03,CST-0437,PROJ-06,仮設工,労務費,1016640,853252,0,-163388,-0.1607,予算内,予算内,costs_styleC_202401.csv
2024-01-15,CST-0438,PROJ-08,コンクリート工,労務費,162129,175176,1,13047,0.0805,超過,小超過,costs_styleC_202401.csv
2024-01-14,CST-0439,PROJ-03,仮設工,材料費,1259804,1593256,1,333452,0.2647,超過,大超過,costs_styleC_202401.csv
2024-01-08,CST-0440,PROJ-02,土工,労務費,1719352,1841717,1,122365,0.0712,超過,小超過,costs_styleC_202401.csv
2024-01-05,CST-0441,PROJ-07,鉄筋工,労務費,423424,392937,0,-30487,-0.072,予算内,予算内,costs_styleC_202401.csv
2024-01-10,CST-0442,PROJ-08,鉄筋工,労務費,323453,244178,0,-79275,-0.2451,予算内,予算内,costs_styleC_202401.csv
2024-01-06,CST-0443,PROJ-07,仮設工,外注費,314394,245071,0,-69323,-0.2205,予算内,予算内,costs_styleC_202401.csv
2024-01-04,CST-0444,PROJ-01,土工,労務費,1263374,1272804,1,9430,0.0075,超過,小超過,costs_styleC_202401.csv
2024-01-20,CST-0445,PROJ-06,仮設工,材料費,1262283,954082,0,-308201,-0.2442,予算内,予算内,costs_styleC_202401.csv
2024-01-03,CST-0446,PROJ-04,コンクリート工,外注費,712048,675225,0,-36823,-0.0517,予算内,予算内,costs_styleC_202401.csv
2024-01-09,CST-0447,PROJ-05,鉄筋工,労務費,898452,720289,0,-178163,-0.1983,予算内,予算内,costs_styleC_202401.csv
2024-01-14,CST-0448,PROJ-05,仮設工,労務費,406047,299646,0,-106401,-0.262,予算内,予算内,costs_styleC_202401.csv
2024-01-12,CST-0449,PROJ-05,コンクリート工,外注費,1115506,1304695,1,189189,0.1696,超過,大超過,costs_styleC_202401.csv
2024-01-20,CST-0450,PROJ-04,仮設工,材料費,1410790,1407236,0,-3554,-0.0025,予算内,予算内,costs_styleC_202401.csv
2024-01-13,CST-0451,PROJ-06,仮設工,労務費,384142,339118,0,-45024,-0.1172,予算内,予算内,costs_styleC_202401.csv
2024-01-20,CST-0452,PROJ-03,鉄筋工,労務費,1023214,921753,0,-101461,-0.0992,予算内,予算内,costs_styleC_202401.csv
2024-01-07,CST-0453,PROJ-08,鉄筋工,材料費,1365025,1731353,1,366328,0.2684,超過,大超過,costs_styleC_202401.csv
2024-01-10,CST-0454,PROJ-08,コンクリート工,労務費,935168,1198170,1,263002,0.2812,超過,大超過,costs_styleC_202401.csv
2024-01-13,CST-0455,PROJ-06,土工,外注費,888645,771503,0,-117142,-0.1318,予算内,予算内,costs_styleC_202401.csv
2024-01-18,CST-0456,PROJ-03,土工,外注費,519011,547731,1,28720,0.0553,超過,小超過,costs_styleC_202401.csv
2024-01-07,CST-0457,PROJ-08,鉄筋工,外注費,1068091,1351973,1,283882,0.2658,超過,大超過,costs_styleC_202401.csv
2024-01-14,CST-0458,PROJ-08,コンクリート工,外注費,245036,291930,1,46894,0.1914,超過,大超過,costs_styleC_202401.csv
2024-01-05,CST-0459,PROJ-07,仮設工,材料費,735086,621304,0,-113782,-0.1548,予算内,予算内,costs_styleC_202401.csv
2024-01-16,CST-0460,PROJ-07,仮設工,外注費,1041761,1348476,1,306715,0.2944,超過,大超過,costs_styleC_202401.csv
2024-01-12,CST-0461,PROJ-02,土工,材料費,177102,207994,1,30892,0.1744,超過,大超過,costs_styleC_202401.csv
2024-01-06,CST-0462,PROJ-01,仮設工,労務費,1479090,1625248,1,146158,0.0988,超過,小超過,costs_styleC_202401.csv
2024-01-01,CST-0463,PROJ-02,鉄筋工,材料費,1769817,1695968,0,-73849,-0.0417,予算内,予算内,costs_styleC_202401.csv
2024-01-18,CST-0464,PROJ-04,仮設工,労務費,1170965,1344398,1,173433,0.1481,超過,大超過,costs_styleC_202401.csv
2024-01-19,CST-0465,PROJ-03,鉄筋工,材料費,920267,899871,0,-20396,-0.0222,予算内,予算内,costs_styleC_202401.csv
2024-01-14,CST-0466,PROJ-02,土工,外注費,1112444,848493,0,-263951,-0.2373,予算内,予算内,costs_styleC_202401.csv
2024-01-11,CST-0467,PROJ-08,コンクリート工,外注費,397114,360975,0,-36139,-0.091,予算内,予算内,costs_styleC_202401.csv
2024-01-04,CST-0468,PROJ-08,仮設工,労務費,1112769,1011484,0,-101285,-0.091,予算内,予算内,costs_styleC_202401.csv
2024-01-04,CST-0469,PROJ-01,鉄筋工,外注費,240874,212007,0,-28867,-0.1198,予算内,予算内,costs_styleC_202401.csv
2024-01-06,CST-0470,PROJ-04,コンクリート工,外注費,329350,364354,1,35004,0.1063,超過,大超過,costs_styleC_202401.csv
2024-01-14,CST-0471,PROJ-08,コンクリート工,労務費,435828,391632,0,-44196,-0.1014,予算内,予算内,costs_styleC_202401.csv
2024-01-14,CST-0472,PROJ-07,土工,外注費,1420703,1151722,0,-268981,-0.1893,予算内,予算内,costs_styleC_202401.csv
2024-01-15,CST-0473,PROJ-07,仮設工,材料費,1387875,1706889,1,319014,0.2299,超過,大超過,costs_styleC_202401.csv
2024-01-09,CST-0474,PROJ-02,土工,外注費,1577937,1307916,0,-270021,-0.1711,予算内,予算内,costs_styleC_202401.csv
2024-01-07,CST-0475,PROJ-08,土工,労務費,492083,452458,0,-39625,-0.0805,予算内,予算内,costs_styleC_202401.csv
2024-01-17,CST-0476,PROJ-06,仮設工,外注費,1506562,1834362,1,327800,0.2176,超過,大超過,costs_styleC_202401.csv
2024-01-12,CST-0477,PROJ-06,仮設工,外注費,923224,971418,1,48194,0.0522,超過,小超過,costs_styleC_202401.csv
2024-01-10,CST-0478,PROJ-02,コンクリート工,労務費,461816,548749,1,86933,0.1882,超過,大超過,costs_styleC_202401.csv
2024-01-04,CST-0479,PROJ-03,鉄筋工,外注費,347173,292716,0,-54457,-0.1569,予算内,予算内,costs_styleC_202401.csv
2024-01-14,CST-0480,PROJ-03,仮設工,労務費,396450,399024,1,2574,0.0065,超過,小超過,costs_styleC_202401.csv
