date,store,ingredient_code,ingredient_name,category,purchase_qty,unit_cost,used_qty,waste_qty,purchase_cost,waste_cost,waste_rate,qty_imputed,source_file
2024-01-26,池袋店,FS-003,イカ,魚介類,18.6,1200.0,16.9,1.7,22320.0,2040.0,0.0914,False,03_池袋店_仕入_202401.csv
2024-01-26,池袋店,FS-002,エビ,魚介類,15.4,2500.0,13.7,1.7,38500.0,4250.0,0.1104,False,03_池袋店_仕入_202401.csv
2024-01-26,池袋店,VG-002,にんじん,野菜・果物,10.7,180.0,8.7,2.0,1926.0,360.0,0.1869,False,03_池袋店_仕入_202401.csv
2024-01-29,池袋店,FS-001,鮭,魚介類,13.6,1500.0,10.5,3.1,20400.0,4650.0,0.2279,False,03_池袋店_仕入_202401.csv
2024-01-29,池袋店,DY-002,バター(250g),乳製品・卵,12.5,450.0,10.0,2.5,5625.0,1125.0,0.2,False,03_池袋店_仕入_202401.csv
2024-01-29,池袋店,MT-002,豚バラ,肉類,16.7,1200.0,15.3,1.4,20040.0,1680.0,0.0838,False,03_池袋店_仕入_202401.csv
2024-01-29,池袋店,SE-003,みりん(L),調味料・油,2.1,600.0,1.6,0.5,1260.0,300.0,0.2381,False,03_池袋店_仕入_202401.csv
2024-01-29,池袋店,DY-003,卵(10個),乳製品・卵,17.1,250.0,12.6,4.5,4275.0,1125.0,0.2632,False,03_池袋店_仕入_202401.csv
2024-01-30,池袋店,VG-002,にんじん,野菜・果物,4.1,180.0,3.3,0.8,738.0,144.0,0.1951,False,03_池袋店_仕入_202401.csv
2024-01-30,池袋店,FS-002,エビ,魚介類,5.5,2500.0,4.1,1.4,13750.0,3500.0,0.2545,False,03_池袋店_仕入_202401.csv
2024-01-30,池袋店,FS-002,エビ,魚介類,13.2,2500.0,12.3,0.9,33000.0,2250.0,0.0682,False,03_池袋店_仕入_202401.csv
2024-01-30,池袋店,FS-001,鮭,魚介類,3.3,1500.0,2.4,0.9,4950.0,1350.0,0.2727,False,03_池袋店_仕入_202401.csv
2024-01-30,池袋店,DY-002,バター(250g),乳製品・卵,6.9,450.0,6.4,0.5,3105.0,225.0,0.0725,False,03_池袋店_仕入_202401.csv
2024-01-31,池袋店,FS-001,鮭,魚介類,4.0,1500.0,3.6,0.4,6000.0,600.0,0.1,False,03_池袋店_仕入_202401.csv
2024-01-31,池袋店,VG-005,レタス,野菜・果物,9.6,200.0,8.0,1.6,1920.0,320.0,0.1667,False,03_池袋店_仕入_202401.csv
2024-01-31,池袋店,FS-002,エビ,魚介類,14.4,2500.0,12.4,2.0,36000.0,5000.0,0.1389,False,03_池袋店_仕入_202401.csv
2024-01-31,池袋店,SE-001,醤油(L),調味料・油,20.0,400.0,14.8,5.2,8000.0,2080.0,0.26,False,03_池袋店_仕入_202401.csv
2024-01-31,池袋店,VG-005,レタス,野菜・果物,19.6,200.0,15.3,4.3,3920.0,860.0,0.2194,False,03_池袋店_仕入_202401.csv
2024-01-01,品川店,FS-004,アジ,魚介類,9.6,800.0,6.8,2.8,7680.0,2240.0,0.2917,False,04_品川店_仕入_202401.csv
2024-01-01,品川店,SE-004,塩(kg),調味料・油,8.4,200.0,7.5,0.9,1680.0,180.0,0.1071,False,04_品川店_仕入_202401.csv
2024-01-01,品川店,FS-002,エビ,魚介類,16.8,2500.0,13.5,3.3,42000.0,8250.0,0.1964,False,04_品川店_仕入_202401.csv
2024-01-01,品川店,VG-003,玉ねぎ,野菜・果物,15.5,150.0,14.0,1.5,2325.0,225.0,0.0968,False,04_品川店_仕入_202401.csv
2024-01-02,品川店,SE-001,醤油(L),調味料・油,18.1,400.0,13.3,4.8,7240.0,1920.0,0.2652,False,04_品川店_仕入_202401.csv
2024-01-02,品川店,VG-004,トマト,野菜・果物,3.7,300.0,2.7,1.0,1110.0,300.0,0.2703,False,04_品川店_仕入_202401.csv
2024-01-02,品川店,SE-001,醤油(L),調味料・油,3.2,400.0,2.5,0.7,1280.0,280.0,0.2187,False,04_品川店_仕入_202401.csv
2024-01-02,品川店,DY-001,牛乳(L),乳製品・卵,15.9,200.0,11.3,4.6,3180.0,920.0,0.2893,False,04_品川店_仕入_202401.csv
2024-01-03,品川店,MT-002,豚バラ,肉類,16.8,1200.0,12.5,4.3,20160.0,5160.0,0.256,False,04_品川店_仕入_202401.csv
2024-01-03,品川店,DY-003,卵(10個),乳製品・卵,17.5,250.0,15.9,1.6,4375.0,400.0,0.0914,False,04_品川店_仕入_202401.csv
2024-01-03,品川店,VG-002,にんじん,野菜・果物,16.7,180.0,12.1,4.6,3006.0,828.0,0.2754,False,04_品川店_仕入_202401.csv
2024-01-03,品川店,VG-005,レタス,野菜・果物,15.3,200.0,11.7,3.6,3060.0,720.0,0.2353,False,04_品川店_仕入_202401.csv
2024-01-04,品川店,SE-002,サラダ油(L),調味料・油,11.1,350.0,9.9,1.2,3885.0,420.0,0.1081,False,04_品川店_仕入_202401.csv
2024-01-04,品川店,DY-004,チーズ(kg),乳製品・卵,8.6,1800.0,6.5,2.1,15480.0,3780.0,0.2442,False,04_品川店_仕入_202401.csv
2024-01-04,品川店,SE-004,塩(kg),調味料・油,15.5,200.0,12.8,2.7,3100.0,540.0,0.1742,False,04_品川店_仕入_202401.csv
2024-01-04,品川店,FS-004,アジ,魚介類,5.2,800.0,4.7,0.5,4160.0,400.0,0.0962,False,04_品川店_仕入_202401.csv
2024-01-05,品川店,FS-001,鮭,魚介類,19.8,1500.0,14.5,5.3,29700.0,7950.0,0.2677,False,04_品川店_仕入_202401.csv
2024-01-05,品川店,DY-001,牛乳(L),乳製品・卵,10.1,200.0,8.1,2.0,2020.0,400.0,0.198,False,04_品川店_仕入_202401.csv
2024-01-05,品川店,MT-002,豚バラ,肉類,19.6,1200.0,18.0,1.6,23520.0,1920.0,0.0816,False,04_品川店_仕入_202401.csv
2024-01-05,品川店,FS-001,鮭,魚介類,6.0,1500.0,5.2,0.8,9000.0,1200.0,0.1333,False,04_品川店_仕入_202401.csv
2024-01-08,品川店,MT-002,豚バラ,肉類,15.2,1200.0,12.8,2.4,18240.0,2880.0,0.1579,False,04_品川店_仕入_202401.csv
2024-01-08,品川店,MT-001,鶏もも肉,肉類,16.9,800.0,14.2,2.7,13520.0,2160.0,0.1598,False,04_品川店_仕入_202401.csv
2024-01-08,品川店,MT-001,鶏もも肉,肉類,12.8,800.0,10.5,2.3,10240.0,1840.0,0.1797,False,04_品川店_仕入_202401.csv
2024-01-08,品川店,SE-004,塩(kg),調味料・油,9.5,200.0,8.5,1.0,1900.0,200.0,0.1053,False,04_品川店_仕入_202401.csv
2024-01-09,品川店,DY-004,チーズ(kg),乳製品・卵,12.1,1800.0,9.6,2.5,21780.0,4500.0,0.2066,False,04_品川店_仕入_202401.csv
2024-01-09,品川店,FS-001,鮭,魚介類,11.4,1500.0,8.9,2.5,17100.0,3750.0,0.2193,False,04_品川店_仕入_202401.csv
2024-01-09,品川店,MT-003,牛切り落とし,肉類,14.2,2000.0,11.6,2.6,28400.0,5200.0,0.1831,False,04_品川店_仕入_202401.csv
2024-01-09,品川店,FS-004,アジ,魚介類,18.1,800.0,15.6,2.5,14480.0,2000.0,0.1381,False,04_品川店_仕入_202401.csv
2024-01-10,品川店,VG-002,にんじん,野菜・果物,18.0,180.0,14.7,3.3,3240.0,594.0,0.1833,False,04_品川店_仕入_202401.csv
2024-01-10,品川店,FS-002,エビ,魚介類,18.8,2500.0,13.4,5.4,47000.0,13500.0,0.2872,False,04_品川店_仕入_202401.csv
2024-01-10,品川店,SE-001,醤油(L),調味料・油,12.5,400.0,9.4,3.1,5000.0,1240.0,0.248,False,04_品川店_仕入_202401.csv
2024-01-10,品川店,DY-002,バター(250g),乳製品・卵,5.9,450.0,4.3,1.6,2655.0,720.0,0.2712,False,04_品川店_仕入_202401.csv
2024-01-11,品川店,MT-003,牛切り落とし,肉類,9.6,2000.0,7.1,2.5,19200.0,5000.0,0.2604,False,04_品川店_仕入_202401.csv
2024-01-11,品川店,MT-001,鶏もも肉,肉類,17.5,800.0,13.7,3.8,14000.0,3040.0,0.2171,False,04_品川店_仕入_202401.csv
2024-01-11,品川店,VG-002,にんじん,野菜・果物,3.0,180.0,2.4,0.6,540.0,108.0,0.2,False,04_品川店_仕入_202401.csv
2024-01-11,品川店,FS-003,イカ,魚介類,13.0,1200.0,9.8,3.2,15600.0,3840.0,0.2462,False,04_品川店_仕入_202401.csv
2024-01-12,品川店,SE-001,醤油(L),調味料・油,18.7,400.0,13.6,5.1,7480.0,2040.0,0.2727,False,04_品川店_仕入_202401.csv
2024-01-12,品川店,SE-003,みりん(L),調味料・油,4.1,600.0,3.5,0.6,2460.0,360.0,0.1463,False,04_品川店_仕入_202401.csv
2024-01-12,品川店,SE-003,みりん(L),調味料・油,17.3,600.0,15.4,1.9,10380.0,1140.0,0.1098,False,04_品川店_仕入_202401.csv
2024-01-12,品川店,DY-004,チーズ(kg),乳製品・卵,11.5,1800.0,9.1,2.4,20700.0,4320.0,0.2087,False,04_品川店_仕入_202401.csv
2024-01-15,品川店,SE-001,醤油(L),調味料・油,7.8,400.0,7.3,0.5,3120.0,200.0,0.0641,False,04_品川店_仕入_202401.csv
2024-01-15,品川店,DY-001,牛乳(L),乳製品・卵,16.5,200.0,12.3,4.2,3300.0,840.0,0.2545,False,04_品川店_仕入_202401.csv
2024-01-15,品川店,SE-003,みりん(L),調味料・油,11.0,600.0,9.1,1.9,6600.0,1140.0,0.1727,False,04_品川店_仕入_202401.csv
2024-01-15,品川店,DY-003,卵(10個),乳製品・卵,8.9,250.0,7.1,1.8,2225.0,450.0,0.2022,False,04_品川店_仕入_202401.csv
2024-01-16,品川店,VG-001,キャベツ,野菜・果物,4.3,120.0,3.4,0.9,516.0,108.0,0.2093,False,04_品川店_仕入_202401.csv
2024-01-16,品川店,MT-001,鶏もも肉,肉類,3.9,800.0,3.6,0.3,3120.0,240.0,0.0769,False,04_品川店_仕入_202401.csv
2024-01-16,品川店,FS-001,鮭,魚介類,8.5,1500.0,6.8,1.7,12750.0,2550.0,0.2,False,04_品川店_仕入_202401.csv
2024-01-16,品川店,MT-004,鶏むね肉,肉類,13.4,600.0,12.5,0.9,8040.0,540.0,0.0672,False,04_品川店_仕入_202401.csv
2024-01-17,品川店,DY-004,チーズ(kg),乳製品・卵,9.0,1800.0,7.0,2.0,16200.0,3600.0,0.2222,False,04_品川店_仕入_202401.csv
2024-01-17,品川店,FS-002,エビ,魚介類,12.2,2500.0,9.9,2.3,30500.0,5750.0,0.1885,False,04_品川店_仕入_202401.csv
2024-01-17,品川店,DY-004,チーズ(kg),乳製品・卵,12.0,1800.0,9.4,2.6,21600.0,4680.0,0.2167,False,04_品川店_仕入_202401.csv
2024-01-17,品川店,SE-001,醤油(L),調味料・油,8.8,400.0,6.4,2.4,3520.0,960.0,0.2727,False,04_品川店_仕入_202401.csv
2024-01-18,品川店,SE-003,みりん(L),調味料・油,15.0,600.0,12.0,3.0,9000.0,1800.0,0.2,False,04_品川店_仕入_202401.csv
2024-01-18,品川店,SE-003,みりん(L),調味料・油,12.1,600.0,10.8,1.3,7260.0,780.0,0.1074,False,04_品川店_仕入_202401.csv
2024-01-18,品川店,FS-001,鮭,魚介類,16.9,1500.0,15.7,1.2,25350.0,1800.0,0.071,False,04_品川店_仕入_202401.csv
2024-01-18,品川店,MT-003,牛切り落とし,肉類,14.0,2000.0,10.0,4.0,28000.0,8000.0,0.2857,False,04_品川店_仕入_202401.csv
2024-01-19,品川店,SE-004,塩(kg),調味料・油,9.1,200.0,8.5,0.6,1820.0,120.0,0.0659,False,04_品川店_仕入_202401.csv
2024-01-19,品川店,FS-004,アジ,魚介類,2.1,800.0,1.5,0.6,1680.0,480.0,0.2857,False,04_品川店_仕入_202401.csv
2024-01-19,品川店,DY-001,牛乳(L),乳製品・卵,12.1,200.0,8.6,3.5,2420.0,700.0,0.2893,False,04_品川店_仕入_202401.csv
2024-01-19,品川店,SE-001,醤油(L),調味料・油,17.3,400.0,14.3,3.0,6920.0,1200.0,0.1734,False,04_品川店_仕入_202401.csv
2024-01-22,品川店,FS-003,イカ,魚介類,2.1,1200.0,1.9,0.2,2520.0,240.0,0.0952,False,04_品川店_仕入_202401.csv
2024-01-22,品川店,FS-001,鮭,魚介類,17.8,1500.0,14.1,3.7,26700.0,5550.0,0.2079,False,04_品川店_仕入_202401.csv
2024-01-22,品川店,SE-001,醤油(L),調味料・油,6.9,400.0,5.1,1.8,2760.0,720.0,0.2609,False,04_品川店_仕入_202401.csv
2024-01-22,品川店,DY-004,チーズ(kg),乳製品・卵,10.9,1800.0,9.1,1.8,19620.0,3240.0,0.1651,False,04_品川店_仕入_202401.csv
2024-01-23,品川店,SE-001,醤油(L),調味料・油,19.3,400.0,17.6,1.7,7720.0,680.0,0.0881,False,04_品川店_仕入_202401.csv
2024-01-23,品川店,MT-003,牛切り落とし,肉類,12.7,2000.0,11.7,1.0,25400.0,2000.0,0.0787,False,04_品川店_仕入_202401.csv
2024-01-23,品川店,DY-004,チーズ(kg),乳製品・卵,3.8,1800.0,3.4,0.4,6840.0,720.0,0.1053,False,04_品川店_仕入_202401.csv
2024-01-23,品川店,SE-001,醤油(L),調味料・油,12.2,400.0,11.5,0.7,4880.0,280.0,0.0574,False,04_品川店_仕入_202401.csv
2024-01-24,品川店,MT-003,牛切り落とし,肉類,9.6,2000.0,7.6,2.0,19200.0,4000.0,0.2083,False,04_品川店_仕入_202401.csv
2024-01-24,品川店,DY-002,バター(250g),乳製品・卵,4.1,450.0,3.7,0.4,1845.0,180.0,0.0976,False,04_品川店_仕入_202401.csv
2024-01-24,品川店,FS-004,アジ,魚介類,7.1,800.0,5.5,1.6,5680.0,1280.0,0.2254,False,04_品川店_仕入_202401.csv
2024-01-24,品川店,SE-001,醤油(L),調味料・油,2.4,400.0,2.0,0.4,960.0,160.0,0.1667,False,04_品川店_仕入_202401.csv
2024-01-25,品川店,VG-005,レタス,野菜・果物,14.4,200.0,10.7,3.7,2880.0,740.0,0.2569,False,04_品川店_仕入_202401.csv
2024-01-25,品川店,MT-002,豚バラ,肉類,8.8,1200.0,6.9,1.9,10560.0,2280.0,0.2159,False,04_品川店_仕入_202401.csv
2024-01-25,品川店,FS-001,鮭,魚介類,11.4,1500.0,8.6,2.8,17100.0,4200.0,0.2456,False,04_品川店_仕入_202401.csv
2024-01-25,品川店,DY-004,チーズ(kg),乳製品・卵,5.4,1800.0,3.8,1.6,9720.0,2880.0,0.2963,False,04_品川店_仕入_202401.csv
2024-01-26,品川店,VG-002,にんじん,野菜・果物,9.3,180.0,8.4,0.9,1674.0,162.0,0.0968,False,04_品川店_仕入_202401.csv
2024-01-26,品川店,VG-004,トマト,野菜・果物,3.5,300.0,3.0,0.5,1050.0,150.0,0.1429,False,04_品川店_仕入_202401.csv
2024-01-26,品川店,VG-002,にんじん,野菜・果物,13.4,180.0,10.8,2.6,2412.0,468.0,0.194,False,04_品川店_仕入_202401.csv
2024-01-26,品川店,SE-003,みりん(L),調味料・油,2.6,600.0,2.2,0.4,1560.0,240.0,0.1538,False,04_品川店_仕入_202401.csv
2024-01-29,品川店,DY-003,卵(10個),乳製品・卵,19.3,250.0,13.7,5.6,4825.0,1400.0,0.2902,False,04_品川店_仕入_202401.csv
2024-01-29,品川店,SE-004,塩(kg),調味料・油,7.4,200.0,5.3,2.1,1480.0,420.0,0.2838,False,04_品川店_仕入_202401.csv
2024-01-29,品川店,SE-002,サラダ油(L),調味料・油,17.1,350.0,12.4,4.7,5985.0,1645.0,0.2749,False,04_品川店_仕入_202401.csv
2024-01-29,品川店,SE-002,サラダ油(L),調味料・油,4.8,350.0,4.0,0.8,1680.0,280.0,0.1667,False,04_品川店_仕入_202401.csv
2024-01-30,品川店,SE-002,サラダ油(L),調味料・油,12.2,350.0,9.8,2.4,4270.0,840.0,0.1967,False,04_品川店_仕入_202401.csv
2024-01-30,品川店,DY-002,バター(250g),乳製品・卵,3.1,450.0,2.9,0.2,1395.0,90.0,0.0645,False,04_品川店_仕入_202401.csv
2024-01-30,品川店,VG-003,玉ねぎ,野菜・果物,5.4,150.0,4.2,1.2,810.0,180.0,0.2222,False,04_品川店_仕入_202401.csv
2024-01-30,品川店,SE-003,みりん(L),調味料・油,3.7,600.0,3.4,0.3,2220.0,180.0,0.0811,False,04_品川店_仕入_202401.csv
2024-01-31,品川店,DY-003,卵(10個),乳製品・卵,16.9,250.0,16.0,0.9,4225.0,225.0,0.0533,False,04_品川店_仕入_202401.csv
2024-01-31,品川店,VG-003,玉ねぎ,野菜・果物,19.0,150.0,13.9,5.1,2850.0,765.0,0.2684,False,04_品川店_仕入_202401.csv
2024-01-31,品川店,FS-004,アジ,魚介類,11.8,800.0,9.9,1.9,9440.0,1520.0,0.161,False,04_品川店_仕入_202401.csv
2024-01-31,品川店,MT-004,鶏むね肉,肉類,19.5,600.0,17.1,2.4,11700.0,1440.0,0.1231,False,04_品川店_仕入_202401.csv
2024-01-01,上野店,DY-004,チーズ(kg),乳製品・卵,10.2,1800.0,8.1,2.1,18360.0,3780.0,0.2059,False,05_上野店_仕入_202401.csv
2024-01-01,上野店,FS-003,イカ,魚介類,9.0,1200.0,6.6,2.4,10800.0,2880.0,0.2667,False,05_上野店_仕入_202401.csv
2024-01-01,上野店,DY-004,チーズ(kg),乳製品・卵,10.0,1800.0,9.3,0.7,18000.0,1260.0,0.07,False,05_上野店_仕入_202401.csv
2024-01-01,上野店,SE-003,みりん(L),調味料・油,2.6,600.0,1.9,0.7,1560.0,420.0,0.2692,False,05_上野店_仕入_202401.csv
2024-01-02,上野店,MT-002,豚バラ,肉類,19.6,1200.0,14.8,4.8,23520.0,5760.0,0.2449,False,05_上野店_仕入_202401.csv
2024-01-02,上野店,DY-004,チーズ(kg),乳製品・卵,18.9,1800.0,17.8,1.1,34020.0,1980.0,0.0582,False,05_上野店_仕入_202401.csv
2024-01-02,上野店,MT-004,鶏むね肉,肉類,2.9,600.0,2.4,0.5,1740.0,300.0,0.1724,False,05_上野店_仕入_202401.csv
2024-01-02,上野店,VG-003,玉ねぎ,野菜・果物,12.2,150.0,11.3,0.9,1830.0,135.0,0.0738,False,05_上野店_仕入_202401.csv
2024-01-03,上野店,SE-004,塩(kg),調味料・油,13.3,200.0,10.0,3.3,2660.0,660.0,0.2481,False,05_上野店_仕入_202401.csv
2024-01-03,上野店,SE-002,サラダ油(L),調味料・油,13.1,350.0,12.0,1.1,4585.0,385.0,0.084,False,05_上野店_仕入_202401.csv
2024-01-03,上野店,SE-001,醤油(L),調味料・油,8.3,400.0,6.0,2.3,3320.0,920.0,0.2771,False,05_上野店_仕入_202401.csv
2024-01-03,上野店,MT-003,牛切り落とし,肉類,9.9,2000.0,9.3,0.6,19800.0,1200.0,0.0606,False,05_上野店_仕入_202401.csv
2024-01-04,上野店,VG-004,トマト,野菜・果物,15.9,300.0,13.3,2.6,4770.0,780.0,0.1635,False,05_上野店_仕入_202401.csv
2024-01-04,上野店,VG-005,レタス,野菜・果物,7.8,200.0,6.7,1.1,1560.0,220.0,0.141,False,05_上野店_仕入_202401.csv
2024-01-04,上野店,SE-001,醤油(L),調味料・油,9.8,400.0,7.4,2.4,3920.0,960.0,0.2449,False,05_上野店_仕入_202401.csv
2024-01-04,上野店,MT-004,鶏むね肉,肉類,5.0,600.0,4.7,0.3,3000.0,180.0,0.06,False,05_上野店_仕入_202401.csv
2024-01-05,上野店,MT-001,鶏もも肉,肉類,3.9,800.0,3.2,0.7,3120.0,560.0,0.1795,False,05_上野店_仕入_202401.csv
2024-01-05,上野店,SE-003,みりん(L),調味料・油,11.1,600.0,9.0,2.1,6660.0,1260.0,0.1892,False,05_上野店_仕入_202401.csv
2024-01-05,上野店,FS-004,アジ,魚介類,10.8,800.0,8.9,1.9,8640.0,1520.0,0.1759,False,05_上野店_仕入_202401.csv
2024-01-05,上野店,VG-003,玉ねぎ,野菜・果物,3.2,150.0,2.7,0.5,480.0,75.0,0.1562,False,05_上野店_仕入_202401.csv
2024-01-08,上野店,DY-004,チーズ(kg),乳製品・卵,13.5,1800.0,9.6,3.9,24300.0,7020.0,0.2889,False,05_上野店_仕入_202401.csv
2024-01-08,上野店,FS-004,アジ,魚介類,10.4,800.0,9.6,0.8,8320.0,640.0,0.0769,False,05_上野店_仕入_202401.csv
2024-01-08,上野店,DY-001,牛乳(L),乳製品・卵,3.1,200.0,2.8,0.3,620.0,60.0,0.0968,False,05_上野店_仕入_202401.csv
2024-01-08,上野店,DY-001,牛乳(L),乳製品・卵,16.1,200.0,13.0,3.1,3220.0,620.0,0.1925,False,05_上野店_仕入_202401.csv
2024-01-09,上野店,MT-003,牛切り落とし,肉類,17.4,2000.0,14.9,2.5,34800.0,5000.0,0.1437,False,05_上野店_仕入_202401.csv
2024-01-09,上野店,MT-001,鶏もも肉,肉類,13.9,800.0,12.1,1.8,11120.0,1440.0,0.1295,False,05_上野店_仕入_202401.csv
2024-01-09,上野店,SE-001,醤油(L),調味料・油,8.7,400.0,7.0,1.7,3480.0,680.0,0.1954,False,05_上野店_仕入_202401.csv
2024-01-09,上野店,VG-004,トマト,野菜・果物,11.1,300.0,9.8,1.3,3330.0,390.0,0.1171,False,05_上野店_仕入_202401.csv
2024-01-10,上野店,MT-003,牛切り落とし,肉類,5.9,2000.0,5.2,0.7,11800.0,1400.0,0.1186,False,05_上野店_仕入_202401.csv
2024-01-10,上野店,VG-001,キャベツ,野菜・果物,5.6,120.0,4.8,0.8,672.0,96.0,0.1429,False,05_上野店_仕入_202401.csv
2024-01-10,上野店,FS-001,鮭,魚介類,18.1,1500.0,13.9,4.2,27150.0,6300.0,0.232,False,05_上野店_仕入_202401.csv
2024-01-10,上野店,FS-003,イカ,魚介類,19.2,1200.0,14.2,5.0,23040.0,6000.0,0.2604,False,05_上野店_仕入_202401.csv
2024-01-11,上野店,FS-004,アジ,魚介類,7.2,800.0,6.0,1.2,5760.0,960.0,0.1667,False,05_上野店_仕入_202401.csv
2024-01-11,上野店,MT-002,豚バラ,肉類,15.7,1200.0,13.8,1.9,18840.0,2280.0,0.121,False,05_上野店_仕入_202401.csv
2024-01-11,上野店,DY-004,チーズ(kg),乳製品・卵,8.4,1800.0,6.9,1.5,15120.0,2700.0,0.1786,False,05_上野店_仕入_202401.csv
2024-01-11,上野店,DY-002,バター(250g),乳製品・卵,6.9,450.0,5.4,1.5,3105.0,675.0,0.2174,False,05_上野店_仕入_202401.csv
2024-01-12,上野店,MT-002,豚バラ,肉類,11.9,1200.0,9.3,2.6,14280.0,3120.0,0.2185,False,05_上野店_仕入_202401.csv
2024-01-12,上野店,VG-005,レタス,野菜・果物,16.1,200.0,14.3,1.8,3220.0,360.0,0.1118,False,05_上野店_仕入_202401.csv
2024-01-12,上野店,SE-002,サラダ油(L),調味料・油,10.1,350.0,9.1,1.0,3535.0,350.0,0.099,False,05_上野店_仕入_202401.csv
2024-01-12,上野店,SE-002,サラダ油(L),調味料・油,8.5,350.0,6.3,2.2,2975.0,770.0,0.2588,False,05_上野店_仕入_202401.csv
2024-01-15,上野店,MT-004,鶏むね肉,肉類,9.1,600.0,6.9,2.2,5460.0,1320.0,0.2418,False,05_上野店_仕入_202401.csv
2024-01-15,上野店,FS-004,アジ,魚介類,7.6,800.0,5.8,1.8,6080.0,1440.0,0.2368,False,05_上野店_仕入_202401.csv
2024-01-15,上野店,FS-001,鮭,魚介類,9.9,1500.0,7.7,2.2,14850.0,3300.0,0.2222,False,05_上野店_仕入_202401.csv
2024-01-15,上野店,SE-003,みりん(L),調味料・油,6.2,600.0,5.5,0.7,3720.0,420.0,0.1129,False,05_上野店_仕入_202401.csv
2024-01-16,上野店,DY-002,バター(250g),乳製品・卵,11.0,450.0,9.5,1.5,4950.0,675.0,0.1364,False,05_上野店_仕入_202401.csv
2024-01-16,上野店,VG-004,トマト,野菜・果物,20.0,300.0,17.1,2.9,6000.0,870.0,0.145,False,05_上野店_仕入_202401.csv
2024-01-16,上野店,FS-003,イカ,魚介類,18.4,1200.0,16.5,1.9,22080.0,2280.0,0.1033,False,05_上野店_仕入_202401.csv
2024-01-16,上野店,SE-003,みりん(L),調味料・油,3.5,600.0,2.5,1.0,2100.0,600.0,0.2857,False,05_上野店_仕入_202401.csv
2024-01-17,上野店,SE-003,みりん(L),調味料・油,10.9,600.0,8.7,2.2,6540.0,1320.0,0.2018,False,05_上野店_仕入_202401.csv
2024-01-17,上野店,MT-004,鶏むね肉,肉類,11.9,600.0,10.8,1.1,7140.0,660.0,0.0924,False,05_上野店_仕入_202401.csv
2024-01-17,上野店,SE-001,醤油(L),調味料・油,6.1,400.0,5.5,0.6,2440.0,240.0,0.0984,False,05_上野店_仕入_202401.csv
2024-01-17,上野店,MT-004,鶏むね肉,肉類,19.9,600.0,18.3,1.6,11940.0,960.0,0.0804,False,05_上野店_仕入_202401.csv
2024-01-18,上野店,DY-003,卵(10個),乳製品・卵,7.7,250.0,6.2,1.5,1925.0,375.0,0.1948,False,05_上野店_仕入_202401.csv
2024-01-18,上野店,DY-003,卵(10個),乳製品・卵,12.9,250.0,12.1,0.8,3225.0,200.0,0.062,False,05_上野店_仕入_202401.csv
2024-01-18,上野店,FS-001,鮭,魚介類,12.0,1500.0,9.3,2.7,18000.0,4050.0,0.225,False,05_上野店_仕入_202401.csv
2024-01-18,上野店,SE-003,みりん(L),調味料・油,5.5,600.0,3.9,1.6,3300.0,960.0,0.2909,False,05_上野店_仕入_202401.csv
2024-01-19,上野店,VG-005,レタス,野菜・果物,9.3,200.0,8.4,0.9,1860.0,180.0,0.0968,False,05_上野店_仕入_202401.csv
2024-01-19,上野店,VG-005,レタス,野菜・果物,5.5,200.0,4.1,1.4,1100.0,280.0,0.2545,False,05_上野店_仕入_202401.csv
2024-01-19,上野店,SE-003,みりん(L),調味料・油,6.8,600.0,6.3,0.5,4080.0,300.0,0.0735,False,05_上野店_仕入_202401.csv
2024-01-19,上野店,MT-003,牛切り落とし,肉類,14.2,2000.0,12.8,1.4,28400.0,2800.0,0.0986,False,05_上野店_仕入_202401.csv
2024-01-22,上野店,MT-002,豚バラ,肉類,7.0,1200.0,6.6,0.4,8400.0,480.0,0.0571,False,05_上野店_仕入_202401.csv
2024-01-22,上野店,DY-003,卵(10個),乳製品・卵,9.7,250.0,7.8,1.9,2425.0,475.0,0.1959,False,05_上野店_仕入_202401.csv
2024-01-22,上野店,MT-001,鶏もも肉,肉類,16.0,800.0,14.3,1.7,12800.0,1360.0,0.1062,False,05_上野店_仕入_202401.csv
2024-01-22,上野店,VG-003,玉ねぎ,野菜・果物,17.0,150.0,13.0,4.0,2550.0,600.0,0.2353,False,05_上野店_仕入_202401.csv
2024-01-23,上野店,SE-001,醤油(L),調味料・油,19.9,400.0,14.1,5.8,7960.0,2320.0,0.2915,False,05_上野店_仕入_202401.csv
2024-01-23,上野店,DY-003,卵(10個),乳製品・卵,11.3,250.0,8.9,2.4,2825.0,600.0,0.2124,False,05_上野店_仕入_202401.csv
2024-01-23,上野店,MT-001,鶏もも肉,肉類,15.4,800.0,12.2,3.2,12320.0,2560.0,0.2078,False,05_上野店_仕入_202401.csv
2024-01-23,上野店,FS-003,イカ,魚介類,5.5,1200.0,4.4,1.1,6600.0,1320.0,0.2,False,05_上野店_仕入_202401.csv
2024-01-24,上野店,SE-002,サラダ油(L),調味料・油,17.5,350.0,15.1,2.4,6125.0,840.0,0.1371,False,05_上野店_仕入_202401.csv
2024-01-24,上野店,MT-002,豚バラ,肉類,19.7,1200.0,15.8,3.9,23640.0,4680.0,0.198,False,05_上野店_仕入_202401.csv
2024-01-24,上野店,DY-003,卵(10個),乳製品・卵,18.6,250.0,14.2,4.4,4650.0,1100.0,0.2366,False,05_上野店_仕入_202401.csv
