driver_id,name,office,work_date,departure_time,return_time,break_hours,distance_km,operation_type,confinement_hours,work_hours,confinement_over_flag,work_over_flag,violation_flag,source_file
DRV025,ドライバー25,東京営業所,2024-01-21,06:00,18:00,1.5,339.8,長距離,12.0,10.5,False,True,違反,driver_202401_styleB.csv
DRV008,ドライバー08,大阪営業所,2024-01-15,06:00,17:46,1.4,297.6,中距離,11.77,10.37,False,True,違反,driver_202401_styleB.csv
DRV014,ドライバー14,大阪営業所,2024-01-16,06:15,15:23,0.9,37.2,市内配送,9.13,8.23,False,False,正常,driver_202401_styleB.csv
DRV011,ドライバー11,大阪営業所,2024-01-10,07:45,19:50,1.3,126.6,中距離,12.08,10.78,False,True,違反,driver_202401_styleB.csv
DRV022,ドライバー22,東京営業所,2024-01-17,10:00,23:31,1.2,405.4,長距離,13.52,12.32,True,True,違反,driver_202401_styleB.csv
DRV007,ドライバー07,東京営業所,2024-01-05,09:45,20:19,0.5,37.0,市内配送,10.57,10.07,False,True,違反,driver_202401_styleB.csv
DRV025,ドライバー25,東京営業所,2024-01-24,09:30,23:54,1.3,341.9,長距離,14.4,13.1,True,True,違反,driver_202401_styleB.csv
DRV009,ドライバー09,名古屋営業所,2024-01-08,10:30,20:50,0.8,89.4,市内配送,10.33,9.53,False,True,違反,driver_202401_styleB.csv
DRV022,ドライバー22,東京営業所,2024-01-07,10:15,20:29,0.6,33.8,市内配送,10.23,9.63,False,True,違反,driver_202401_styleB.csv
DRV029,ドライバー29,大阪営業所,2024-01-08,09:45,18:05,0.7,71.6,市内配送,8.33,7.63,False,False,正常,driver_202401_styleB.csv
DRV017,ドライバー17,大阪営業所,2024-01-01,08:30,16:53,0.9,69.8,市内配送,8.38,7.48,False,False,正常,driver_202401_styleB.csv
DRV012,ドライバー12,名古屋営業所,2024-01-06,09:00,18:04,0.8,152.4,中距離,9.07,8.27,False,False,正常,driver_202401_styleB.csv
DRV002,ドライバー02,大阪営業所,2024-01-31,09:30,19:23,0.8,59.1,市内配送,9.88,9.08,False,True,違反,driver_202401_styleB.csv
DRV023,ドライバー23,大阪営業所,2024-01-21,10:15,20:21,1.0,202.3,中距離,10.1,9.1,False,True,違反,driver_202401_styleB.csv
DRV007,ドライバー07,東京営業所,2024-01-05,10:30,19:40,0.8,88.4,市内配送,9.17,8.37,False,False,正常,driver_202401_styleB.csv
DRV022,ドライバー22,東京営業所,2024-01-10,09:15,17:25,0.5,60.4,市内配送,8.17,7.67,False,False,正常,driver_202401_styleB.csv
DRV015,ドライバー15,名古屋営業所,2024-01-02,08:15,16:36,0.9,79.1,市内配送,8.35,7.45,False,False,正常,driver_202401_styleB.csv
DRV006,ドライバー06,名古屋営業所,2024-01-12,10:30,20:10,0.8,256.2,中距離,9.67,8.87,False,False,正常,driver_202401_styleB.csv
DRV009,ドライバー09,名古屋営業所,2024-01-04,06:30,16:55,0.6,34.5,市内配送,10.42,9.82,False,True,違反,driver_202401_styleB.csv
DRV023,ドライバー23,大阪営業所,2024-01-21,06:45,16:06,0.7,65.0,市内配送,9.35,8.65,False,False,正常,driver_202401_styleB.csv
DRV019,ドライバー19,東京営業所,2024-01-06,08:00,22:14,1.7,334.6,長距離,14.23,12.53,True,True,違反,driver_202401_styleB.csv
DRV024,ドライバー24,名古屋営業所,2024-01-02,06:15,15:26,1.0,284.0,中距離,9.18,8.18,False,False,正常,driver_202401_styleB.csv
DRV006,ドライバー06,名古屋営業所,2024-01-28,06:45,15:25,0.6,94.1,市内配送,8.67,8.07,False,False,正常,driver_202401_styleB.csv
DRV011,ドライバー11,大阪営業所,2024-01-03,10:30,19:58,1.3,110.5,中距離,9.47,8.17,False,False,正常,driver_202401_styleB.csv
DRV008,ドライバー08,大阪営業所,2024-01-02,09:00,19:37,0.9,84.1,市内配送,10.62,9.72,False,True,違反,driver_202401_styleB.csv
DRV010,ドライバー10,東京営業所,2024-01-18,09:00,19:28,1.0,256.9,中距離,10.47,9.47,False,True,違反,driver_202401_styleB.csv
DRV024,ドライバー24,名古屋営業所,2024-01-15,08:45,19:44,0.9,81.3,市内配送,10.98,10.08,False,True,違反,driver_202401_styleB.csv
DRV018,ドライバー18,名古屋営業所,2024-01-08,07:00,17:47,0.5,67.9,市内配送,10.78,10.28,False,True,違反,driver_202401_styleB.csv
DRV021,ドライバー21,名古屋営業所,2024-01-29,06:30,14:30,0.8,89.4,市内配送,8.0,7.2,False,False,正常,driver_202401_styleC.csv
DRV024,ドライバー24,名古屋営業所,2024-01-07,10:15,20:55,1.5,294.5,中距離,10.67,9.17,False,True,違反,driver_202401_styleC.csv
DRV005,ドライバー05,大阪営業所,2024-01-03,06:15,16:56,0.8,79.1,市内配送,10.68,9.88,False,True,違反,driver_202401_styleC.csv
DRV012,ドライバー12,名古屋営業所,2024-01-24,06:00,17:01,1.2,178.9,中距離,11.02,9.82,False,True,違反,driver_202401_styleC.csv
DRV019,ドライバー19,東京営業所,2024-01-14,07:15,17:25,1.4,285.2,中距離,10.17,8.77,False,False,正常,driver_202401_styleC.csv
DRV013,ドライバー13,東京営業所,2024-01-24,08:30,17:51,0.6,96.0,市内配送,9.35,8.75,False,False,正常,driver_202401_styleC.csv
DRV005,ドライバー05,大阪営業所,2024-01-19,06:15,14:34,0.7,52.0,市内配送,8.32,7.62,False,False,正常,driver_202401_styleC.csv
DRV004,ドライバー04,東京営業所,2024-01-31,07:45,17:58,0.9,124.0,中距離,10.22,9.32,False,True,違反,driver_202401_styleC.csv
DRV006,ドライバー06,名古屋営業所,2024-01-10,10:00,18:38,0.9,40.4,市内配送,8.63,7.73,False,False,正常,driver_202401_styleC.csv
DRV023,ドライバー23,大阪営業所,2024-01-12,09:00,22:41,1.3,597.2,長距離,13.68,12.38,True,True,違反,driver_202401_styleC.csv
DRV001,ドライバー01,東京営業所,2024-01-28,09:15,17:32,0.6,85.6,市内配送,8.28,7.68,False,False,正常,driver_202401_styleC.csv
DRV004,ドライバー04,東京営業所,2024-01-27,07:15,19:44,1.4,505.9,長距離,12.48,11.08,False,True,違反,driver_202401_styleC.csv
DRV021,ドライバー21,名古屋営業所,2024-01-19,08:00,20:03,1.1,570.7,長距離,12.05,10.95,False,True,違反,driver_202401_styleC.csv
DRV015,ドライバー15,名古屋営業所,2024-01-03,08:00,16:07,0.7,41.8,市内配送,8.12,7.42,False,False,正常,driver_202401_styleC.csv
DRV019,ドライバー19,東京営業所,2024-01-24,09:45,18:52,1.3,134.6,中距離,9.12,7.82,False,False,正常,driver_202401_styleC.csv
DRV007,ドライバー07,東京営業所,2024-01-09,08:45,19:24,0.5,73.3,市内配送,10.65,10.15,False,True,違反,driver_202401_styleC.csv
DRV008,ドライバー08,大阪営業所,2024-01-16,09:45,17:55,0.6,39.6,市内配送,8.17,7.57,False,False,正常,driver_202401_styleC.csv
DRV007,ドライバー07,東京営業所,2024-01-26,10:15,20:08,0.9,85.6,市内配送,9.88,8.98,False,False,正常,driver_202401_styleC.csv
DRV013,ドライバー13,東京営業所,2024-01-12,09:45,18:46,0.8,52.5,市内配送,9.02,8.22,False,False,正常,driver_202401_styleC.csv
DRV009,ドライバー09,名古屋営業所,2024-01-11,10:15,22:19,1.8,384.3,長距離,12.07,10.27,False,True,違反,driver_202401_styleC.csv
DRV026,ドライバー26,大阪営業所,2024-01-17,08:15,19:10,0.6,76.0,市内配送,10.92,10.32,False,True,違反,driver_202401_styleC.csv
DRV009,ドライバー09,名古屋営業所,2024-01-26,06:15,17:33,1.5,177.7,中距離,11.3,9.8,False,True,違反,driver_202401_styleC.csv
DRV030,ドライバー30,名古屋営業所,2024-01-28,07:15,15:57,0.7,81.7,市内配送,8.7,8.0,False,False,正常,driver_202401_styleC.csv
DRV012,ドライバー12,名古屋営業所,2024-01-01,08:15,17:56,0.6,99.2,市内配送,9.68,9.08,False,True,違反,driver_202401_styleC.csv
DRV029,ドライバー29,大阪営業所,2024-01-18,08:15,17:43,0.5,46.3,市内配送,9.47,8.97,False,False,正常,driver_202401_styleC.csv
DRV008,ドライバー08,大阪営業所,2024-01-16,06:30,20:47,1.2,339.1,長距離,14.28,13.08,True,True,違反,driver_202401_styleC.csv
DRV023,ドライバー23,大阪営業所,2024-01-26,08:00,20:03,1.6,575.2,長距離,12.05,10.45,False,True,違反,driver_202401_styleC.csv
DRV025,ドライバー25,東京営業所,2024-01-17,08:00,20:56,1.9,418.7,長距離,12.93,11.03,False,True,違反,driver_202401_styleC.csv
DRV004,ドライバー04,東京営業所,2024-01-11,07:15,19:10,1.1,227.9,中距離,11.92,10.82,False,True,違反,driver_202401_styleC.csv
DRV016,ドライバー16,東京営業所,2024-01-06,10:30,19:10,0.8,42.3,市内配送,8.67,7.87,False,False,正常,driver_202401_styleC.csv
DRV010,ドライバー10,東京営業所,2024-01-10,07:15,17:26,1.0,96.4,市内配送,10.18,9.18,False,True,違反,driver_202401_styleC.csv
DRV013,ドライバー13,東京営業所,2024-01-25,10:00,18:32,0.7,86.6,市内配送,8.53,7.83,False,False,正常,driver_202401_styleC.csv
DRV020,ドライバー20,大阪営業所,2024-01-19,06:45,19:06,1.7,371.4,長距離,12.35,10.65,False,True,違反,driver_202401_styleC.csv
DRV011,ドライバー11,大阪営業所,2024-01-29,06:30,19:36,1.3,374.9,長距離,13.1,11.8,True,True,違反,driver_202401_styleC.csv
DRV003,ドライバー03,名古屋営業所,2024-01-26,06:00,15:11,1.1,183.9,中距離,9.18,8.08,False,False,正常,driver_202401_styleC.csv
DRV006,ドライバー06,名古屋営業所,2024-01-16,09:30,19:08,0.6,63.6,市内配送,9.63,9.03,False,True,違反,driver_202401_styleC.csv
DRV028,ドライバー28,東京営業所,2024-01-25,07:15,18:03,1.3,106.7,中距離,10.8,9.5,False,True,違反,driver_202401_styleC.csv
DRV001,ドライバー01,東京営業所,2024-01-31,06:00,16:22,1.4,132.2,中距離,10.37,8.97,False,False,正常,driver_202401_styleC.csv
DRV003,ドライバー03,名古屋営業所,2024-01-29,06:30,17:52,1.2,196.5,中距離,11.37,10.17,False,True,違反,driver_202401_styleC.csv
DRV001,ドライバー01,東京営業所,2024-01-21,07:45,17:22,0.8,141.1,中距離,9.62,8.82,False,False,正常,driver_202401_styleC.csv
DRV007,ドライバー07,東京営業所,2024-01-18,10:30,22:08,1.0,119.2,中距離,11.63,10.63,False,True,違反,driver_202401_styleC.csv
DRV013,ドライバー13,東京営業所,2024-01-27,09:15,18:28,0.8,117.5,中距離,9.22,8.42,False,False,正常,driver_202401_styleC.csv
DRV027,ドライバー27,名古屋営業所,2024-01-20,09:15,17:32,0.6,74.7,市内配送,8.28,7.68,False,False,正常,driver_202401_styleC.csv
DRV003,ドライバー03,名古屋営業所,2024-01-04,08:45,19:38,1.4,153.0,中距離,10.88,9.48,False,True,違反,driver_202401_styleC.csv
DRV021,ドライバー21,名古屋営業所,2024-01-06,08:45,19:13,1.1,152.7,中距離,10.47,9.37,False,True,違反,driver_202401_styleC.csv
DRV015,ドライバー15,名古屋営業所,2024-01-27,08:00,17:36,1.3,119.3,中距離,9.6,8.3,False,False,正常,driver_202401_styleC.csv
DRV022,ドライバー22,東京営業所,2024-01-18,09:15,20:27,1.4,263.7,中距離,11.2,9.8,False,True,違反,driver_202401_styleC.csv
DRV014,ドライバー14,大阪営業所,2024-01-22,09:15,18:40,0.5,93.2,市内配送,9.42,8.92,False,False,正常,driver_202401_styleC.csv
DRV023,ドライバー23,大阪営業所,2024-01-19,10:15,22:33,1.8,351.9,長距離,12.3,10.5,False,True,違反,driver_202401_styleC.csv
DRV006,ドライバー06,名古屋営業所,2024-01-26,07:15,15:22,0.5,77.8,市内配送,8.12,7.62,False,False,正常,driver_202401_styleC.csv
DRV007,ドライバー07,東京営業所,2024-01-21,07:30,16:27,0.9,86.5,市内配送,8.95,8.05,False,False,正常,driver_202401_styleC.csv
DRV003,ドライバー03,名古屋営業所,2024-01-13,10:30,22:55,1.1,283.4,中距離,12.42,11.32,False,True,違反,driver_202401_styleC.csv
DRV001,ドライバー01,東京営業所,2024-01-20,10:45,19:05,0.6,69.7,市内配送,8.33,7.73,False,False,正常,driver_202401_styleC.csv
DRV019,ドライバー19,東京営業所,2024-01-31,06:00,15:41,0.6,50.0,市内配送,9.68,9.08,False,True,違反,driver_202401_styleC.csv
DRV018,ドライバー18,名古屋営業所,2024-01-29,09:30,18:38,0.7,72.6,市内配送,9.13,8.43,False,False,正常,driver_202401_styleC.csv
DRV002,ドライバー02,大阪営業所,2024-01-13,07:45,19:50,1.9,399.4,長距離,12.08,10.18,False,True,違反,driver_202401_styleC.csv
DRV008,ドライバー08,大阪営業所,2024-01-16,08:30,20:33,1.8,390.9,長距離,12.05,10.25,False,True,違反,driver_202401_styleC.csv
DRV009,ドライバー09,名古屋営業所,2024-01-28,06:15,14:39,1.0,61.0,市内配送,8.4,7.4,False,False,正常,driver_202401_styleC.csv
DRV027,ドライバー27,名古屋営業所,2024-01-24,09:00,18:45,0.9,264.8,中距離,9.75,8.85,False,False,正常,driver_202401_styleC.csv
DRV024,ドライバー24,名古屋営業所,2024-01-17,08:00,19:03,0.9,162.2,中距離,11.05,10.15,False,True,違反,driver_202401_styleC.csv
DRV017,ドライバー17,大阪営業所,2024-01-25,10:00,19:41,1.4,140.1,中距離,9.68,8.28,False,False,正常,driver_202401_styleC.csv
DRV002,ドライバー02,大阪営業所,2024-01-15,06:30,20:15,1.3,547.1,長距離,13.75,12.45,True,True,違反,driver_202401_styleC.csv
DRV017,ドライバー17,大阪営業所,2024-01-30,06:00,15:58,1.1,189.2,中距離,9.97,8.87,False,False,正常,driver_202401_styleC.csv
DRV028,ドライバー28,東京営業所,2024-01-18,08:30,18:09,1.4,249.8,中距離,9.65,8.25,False,False,正常,driver_202401_styleC.csv
DRV023,ドライバー23,大阪営業所,2024-01-01,09:00,21:24,1.6,589.5,長距離,12.4,10.8,False,True,違反,driver_202401_styleC.csv
DRV028,ドライバー28,東京営業所,2024-01-08,07:30,21:07,1.5,559.4,長距離,13.62,12.12,True,True,違反,driver_202401_styleC.csv
DRV025,ドライバー25,東京営業所,2024-01-16,07:15,17:03,0.5,47.7,市内配送,9.8,9.3,False,True,違反,driver_202401_styleC.csv
DRV026,ドライバー26,大阪営業所,2024-01-23,08:45,19:26,0.9,62.1,市内配送,10.68,9.78,False,True,違反,driver_202401_styleC.csv
DRV007,ドライバー07,東京営業所,2024-01-22,10:45,22:05,0.8,299.9,中距離,11.33,10.53,False,True,違反,driver_202401_styleC.csv
DRV027,ドライバー27,名古屋営業所,2024-01-18,10:30,19:23,0.6,34.5,市内配送,8.88,8.28,False,False,正常,driver_202401_styleC.csv
DRV009,ドライバー09,名古屋営業所,2024-01-28,08:30,18:28,1.0,75.6,市内配送,9.97,8.97,False,False,正常,driver_202401_styleC.csv
DRV007,ドライバー07,東京営業所,2024-01-25,07:00,21:00,1.8,480.0,長距離,14.0,12.2,True,True,違反,driver_202401_styleC.csv
DRV022,ドライバー22,東京営業所,2024-01-05,06:45,19:44,0.9,183.7,中距離,12.98,12.08,False,True,違反,driver_202401_styleC.csv
DRV013,ドライバー13,東京営業所,2024-01-19,10:15,19:16,0.9,78.0,市内配送,9.02,8.12,False,False,正常,driver_202401_styleC.csv
DRV021,ドライバー21,名古屋営業所,2024-01-30,08:30,19:02,0.9,91.4,市内配送,10.53,9.63,False,True,違反,driver_202401_styleC.csv
DRV006,ドライバー06,名古屋営業所,2024-01-16,07:30,19:24,1.2,282.5,中距離,11.9,10.7,False,True,違反,driver_202401_styleC.csv
DRV022,ドライバー22,東京営業所,2024-01-21,06:15,15:18,0.9,51.5,市内配送,9.05,8.15,False,False,正常,driver_202401_styleC.csv
DRV026,ドライバー26,大阪営業所,2024-01-12,08:30,17:53,0.6,33.8,市内配送,9.38,8.78,False,False,正常,driver_202401_styleC.csv
DRV021,ドライバー21,名古屋営業所,2024-01-31,10:00,20:53,0.9,124.0,中距離,10.88,9.98,False,True,違反,driver_202401_styleC.csv
DRV022,ドライバー22,東京営業所,2024-01-10,09:00,21:29,0.9,298.5,中距離,12.48,11.58,False,True,違反,driver_202401_styleC.csv
DRV011,ドライバー11,大阪営業所,2024-01-19,09:15,19:30,1.3,255.8,中距離,10.25,8.95,False,False,正常,driver_202401_styleC.csv
DRV016,ドライバー16,東京営業所,2024-01-06,08:00,17:01,1.0,252.2,中距離,9.02,8.02,False,False,正常,driver_202401_styleC.csv
DRV006,ドライバー06,名古屋営業所,2024-01-06,09:00,18:31,1.1,185.9,中距離,9.52,8.42,False,False,正常,driver_202401_styleC.csv
DRV014,ドライバー14,大阪営業所,2024-01-13,06:00,15:36,0.9,96.5,市内配送,9.6,8.7,False,False,正常,driver_202401_styleC.csv
DRV029,ドライバー29,大阪営業所,2024-01-27,10:15,19:19,0.8,246.7,中距離,9.07,8.27,False,False,正常,driver_202401_styleC.csv
DRV008,ドライバー08,大阪営業所,2024-01-12,08:15,16:33,0.8,51.4,市内配送,8.3,7.5,False,False,正常,driver_202401_styleC.csv
DRV003,ドライバー03,名古屋営業所,2024-01-10,08:45,18:56,0.8,53.6,市内配送,10.18,9.38,False,True,違反,driver_202401_styleC.csv
DRV029,ドライバー29,大阪営業所,2024-01-05,08:45,17:49,0.6,96.4,市内配送,9.07,8.47,False,False,正常,driver_202401_styleC.csv
DRV030,ドライバー30,名古屋営業所,2024-01-01,07:15,17:25,0.6,81.4,市内配送,10.17,9.57,False,True,違反,driver_202401_styleC.csv
DRV019,ドライバー19,東京営業所,2024-01-04,08:00,18:30,1.2,254.2,中距離,10.5,9.3,False,True,違反,driver_202401_styleC.csv
DRV020,ドライバー20,大阪営業所,2024-01-02,06:00,18:07,1.1,433.3,長距離,12.12,11.02,False,True,違反,driver_202401_styleC.csv
DRV004,ドライバー04,東京営業所,2024-01-16,07:15,19:01,1.2,160.2,中距離,11.77,10.57,False,True,違反,driver_202401_styleC.csv
DRV022,ドライバー22,東京営業所,2024-01-17,08:15,21:17,1.9,453.5,長距離,13.03,11.13,True,True,違反,driver_202401_styleC.csv
DRV020,ドライバー20,大阪営業所,2024-01-04,06:45,19:14,1.2,378.9,長距離,12.48,11.28,False,True,違反,driver_202401_styleC.csv
DRV017,ドライバー17,大阪営業所,2024-01-12,09:30,17:58,0.8,93.7,市内配送,8.47,7.67,False,False,正常,driver_202401_styleC.csv
DRV023,ドライバー23,大阪営業所,2024-01-11,07:00,15:02,0.5,37.7,市内配送,8.03,7.53,False,False,正常,driver_202401_styleC.csv
DRV019,ドライバー19,東京営業所,2024-01-05,06:00,16:10,0.6,47.9,市内配送,10.17,9.57,False,True,違反,driver_202401_styleC.csv
DRV008,ドライバー08,大阪営業所,2024-01-10,08:45,17:57,1.4,274.8,中距離,9.2,7.8,False,False,正常,driver_202401_styleC.csv
DRV028,ドライバー28,東京営業所,2024-01-26,08:45,20:42,0.8,251.6,中距離,11.95,11.15,False,True,違反,driver_202401_styleC.csv
DRV002,ドライバー02,大阪営業所,2024-01-05,07:30,20:23,1.4,486.5,長距離,12.88,11.48,False,True,違反,driver_202401_styleC.csv
DRV029,ドライバー29,大阪営業所,2024-01-12,08:15,16:35,0.7,62.0,市内配送,8.33,7.63,False,False,正常,driver_202401_styleC.csv
DRV027,ドライバー27,名古屋営業所,2024-01-28,09:45,21:20,1.3,122.6,中距離,11.58,10.28,False,True,違反,driver_202401_styleC.csv
DRV023,ドライバー23,大阪営業所,2024-01-31,07:00,16:14,0.8,86.2,市内配送,9.23,8.43,False,False,正常,driver_202401_styleC.csv
DRV022,ドライバー22,東京営業所,2024-01-20,09:30,20:56,1.4,276.0,中距離,11.43,10.03,False,True,違反,driver_202401_styleC.csv
DRV024,ドライバー24,名古屋営業所,2024-01-05,09:45,18:05,0.7,33.2,市内配送,8.33,7.63,False,False,正常,driver_202401_styleC.csv
DRV009,ドライバー09,名古屋営業所,2024-01-01,10:15,21:11,0.8,53.7,市内配送,10.93,10.13,False,True,違反,driver_202401_styleC.csv
DRV017,ドライバー17,大阪営業所,2024-01-20,06:45,16:44,0.6,54.2,市内配送,9.98,9.38,False,True,違反,driver_202401_styleC.csv
DRV022,ドライバー22,東京営業所,2024-01-05,10:00,18:02,1.0,65.4,市内配送,8.03,7.03,False,False,正常,driver_202401_styleC.csv
DRV016,ドライバー16,東京営業所,2024-01-28,07:00,17:15,0.7,53.2,市内配送,10.25,9.55,False,True,違反,driver_202401_styleC.csv
DRV009,ドライバー09,名古屋営業所,2024-01-08,10:45,23:45,1.2,437.7,長距離,13.0,11.8,False,True,違反,driver_202401_styleC.csv
DRV026,ドライバー26,大阪営業所,2024-01-03,09:45,20:00,1.5,249.0,中距離,10.25,8.75,False,False,正常,driver_202401_styleC.csv
DRV001,ドライバー01,東京営業所,2024-01-14,06:00,20:03,1.8,589.0,長距離,14.05,12.25,True,True,違反,driver_202401_styleC.csv
DRV021,ドライバー21,名古屋営業所,2024-01-17,10:15,21:52,1.1,168.2,中距離,11.62,10.52,False,True,違反,driver_202401_styleC.csv
DRV027,ドライバー27,名古屋営業所,2024-01-08,09:30,22:54,1.6,441.9,長距離,13.4,11.8,True,True,違反,driver_202401_styleC.csv
DRV022,ドライバー22,東京営業所,2024-01-15,06:00,18:02,0.9,168.3,中距離,12.03,11.13,False,True,違反,driver_202401_styleC.csv
DRV027,ドライバー27,名古屋営業所,2024-01-26,08:30,18:36,0.5,41.5,市内配送,10.1,9.6,False,True,違反,driver_202401_styleC.csv
DRV005,ドライバー05,大阪営業所,2024-01-24,09:00,17:45,0.6,38.5,市内配送,8.75,8.15,False,False,正常,driver_202401_styleC.csv
DRV028,ドライバー28,東京営業所,2024-01-15,07:30,16:55,1.1,285.3,中距離,9.42,8.32,False,False,正常,driver_202401_styleC.csv
DRV027,ドライバー27,名古屋営業所,2024-01-04,09:45,19:43,1.0,39.4,市内配送,9.97,8.97,False,False,正常,driver_202401_styleC.csv
DRV016,ドライバー16,東京営業所,2024-01-24,06:45,20:50,1.5,452.5,長距離,14.08,12.58,True,True,違反,driver_202401_styleC.csv
DRV030,ドライバー30,名古屋営業所,2024-01-23,10:15,20:26,0.6,57.1,市内配送,10.18,9.58,False,True,違反,driver_202401_styleC.csv
DRV020,ドライバー20,大阪営業所,2024-01-11,10:45,20:00,0.8,78.5,市内配送,9.25,8.45,False,False,正常,driver_202401_styleC.csv
DRV008,ドライバー08,大阪営業所,2024-01-31,08:30,19:18,0.9,182.5,中距離,10.8,9.9,False,True,違反,driver_202401_styleC.csv
DRV023,ドライバー23,大阪営業所,2024-01-17,08:30,18:38,1.0,74.3,市内配送,10.13,9.13,False,True,違反,driver_202401_styleC.csv
DRV007,ドライバー07,東京営業所,2024-01-23,08:30,22:48,1.1,513.1,長距離,14.3,13.2,True,True,違反,driver_202401_styleC.csv
DRV006,ドライバー06,名古屋営業所,2024-01-23,08:00,20:02,1.2,216.6,中距離,12.03,10.83,False,True,違反,driver_202401_styleC.csv
DRV022,ドライバー22,東京営業所,2024-01-22,10:30,21:07,0.7,30.9,市内配送,10.62,9.92,False,True,違反,driver_202401_styleC.csv
DRV004,ドライバー04,東京営業所,2024-01-05,06:00,18:29,1.8,348.3,長距離,12.48,10.68,False,True,違反,driver_202401_styleC.csv
DRV010,ドライバー10,東京営業所,2024-01-05,06:30,15:06,0.8,55.1,市内配送,8.6,7.8,False,False,正常,driver_202401_styleC.csv
DRV015,ドライバー15,名古屋営業所,2024-01-28,10:15,00:06,1.6,371.3,長距離,13.85,12.25,True,True,違反,driver_202401_styleC.csv
DRV026,ドライバー26,大阪営業所,2024-01-23,08:00,18:46,0.7,97.0,市内配送,10.77,10.07,False,True,違反,driver_202401_styleC.csv
DRV022,ドライバー22,東京営業所,2024-01-18,06:00,17:58,0.9,273.8,中距離,11.97,11.07,False,True,違反,driver_202401_styleC.csv
DRV028,ドライバー28,東京営業所,2024-01-27,07:30,17:45,0.8,72.2,市内配送,10.25,9.45,False,True,違反,driver_202401_styleC.csv
DRV025,ドライバー25,東京営業所,2024-01-07,08:45,17:16,0.8,43.1,市内配送,8.52,7.72,False,False,正常,driver_202401_styleC.csv
DRV006,ドライバー06,名古屋営業所,2024-01-04,09:00,18:17,0.8,39.1,市内配送,9.28,8.48,False,False,正常,driver_202401_styleC.csv
DRV019,ドライバー19,東京営業所,2024-01-01,08:45,18:52,0.6,40.8,市内配送,10.12,9.52,False,True,違反,driver_202401_styleC.csv
DRV011,ドライバー11,大阪営業所,2024-01-25,10:30,21:27,1.2,171.6,中距離,10.95,9.75,False,True,違反,driver_202401_styleC.csv
DRV026,ドライバー26,大阪営業所,2024-01-17,07:15,16:48,0.9,41.2,市内配送,9.55,8.65,False,False,正常,driver_202401_styleC.csv
DRV018,ドライバー18,名古屋営業所,2024-01-03,08:15,20:47,1.2,166.2,中距離,12.53,11.33,False,True,違反,driver_202401_styleC.csv
DRV010,ドライバー10,東京営業所,2024-01-25,10:45,01:14,1.8,594.3,長距離,14.48,12.68,True,True,違反,driver_202401_styleC.csv
DRV001,ドライバー01,東京営業所,2024-01-12,09:15,23:30,1.6,486.3,長距離,14.25,12.65,True,True,違反,driver_202401_styleC.csv
DRV002,ドライバー02,大阪営業所,2024-01-11,09:00,18:09,0.8,49.8,市内配送,9.15,8.35,False,False,正常,driver_202401_styleC.csv
DRV030,ドライバー30,名古屋営業所,2024-01-25,08:45,19:41,1.0,230.3,中距離,10.93,9.93,False,True,違反,driver_202401_styleC.csv
DRV011,ドライバー11,大阪営業所,2024-01-31,06:15,19:08,1.3,206.6,中距離,12.88,11.58,False,True,違反,driver_202401_styleC.csv
DRV021,ドライバー21,名古屋営業所,2024-01-22,07:45,21:50,1.2,548.6,長距離,14.08,12.88,True,True,違反,driver_202401_styleC.csv
DRV029,ドライバー29,大阪営業所,2024-01-25,09:00,19:14,0.6,62.1,市内配送,10.23,9.63,False,True,違反,driver_202401_styleC.csv
DRV011,ドライバー11,大阪営業所,2024-01-03,06:15,20:14,1.6,472.5,長距離,13.98,12.38,True,True,違反,driver_202401_styleC.csv
DRV008,ドライバー08,大阪営業所,2024-01-14,09:45,19:38,0.7,31.2,市内配送,9.88,9.18,False,True,違反,driver_202401_styleC.csv
DRV022,ドライバー22,東京営業所,2024-01-01,10:00,23:53,1.6,510.3,長距離,13.88,12.28,True,True,違反,driver_202401_styleC.csv
DRV003,ドライバー03,名古屋営業所,2024-01-17,06:30,18:38,1.0,117.3,中距離,12.13,11.13,False,True,違反,driver_202401_styleC.csv
DRV025,ドライバー25,東京営業所,2024-01-13,09:00,18:25,0.8,39.5,市内配送,9.42,8.62,False,False,正常,driver_202401_styleC.csv
DRV013,ドライバー13,東京営業所,2024-01-28,10:30,21:22,0.6,77.4,市内配送,10.87,10.27,False,True,違反,driver_202401_styleC.csv
DRV030,ドライバー30,名古屋営業所,2024-01-28,08:00,17:39,0.8,38.6,市内配送,9.65,8.85,False,False,正常,driver_202401_styleC.csv
DRV001,ドライバー01,東京営業所,2024-01-13,10:00,20:13,1.3,280.7,中距離,10.22,8.92,False,False,正常,driver_202401_styleC.csv
DRV012,ドライバー12,名古屋営業所,2024-01-29,10:15,22:39,1.2,550.4,長距離,12.4,11.2,False,True,違反,driver_202401_styleC.csv
DRV007,ドライバー07,東京営業所,2024-01-22,10:00,00:07,1.9,598.3,長距離,14.12,12.22,True,True,違反,driver_202401_styleC.csv
DRV015,ドライバー15,名古屋営業所,2024-01-03,08:00,16:45,0.6,70.6,市内配送,8.75,8.15,False,False,正常,driver_202401_styleC.csv
DRV011,ドライバー11,大阪営業所,2024-01-22,07:00,17:08,0.8,138.7,中距離,10.13,9.33,False,True,違反,driver_202401_styleC.csv
DRV016,ドライバー16,東京営業所,2024-01-20,08:15,19:30,1.0,163.3,中距離,11.25,10.25,False,True,違反,driver_202401_styleC.csv
