invoice_no,invoice_date,client_code,invoice_amount,received_amount,received_date,payment_type,variance_amount,variance_rate,match_status,source_file
DEN-2024010397,2024-01-09,CLI-012,571136.0,571136.0,2024-01-28,手形,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010398,2024-01-04,CLI-010,4265447.0,4265447.0,2024-01-25,手形,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010399,2024-01-25,CLI-004,2524954.0,2524954.0,2024-01-28,口座振替,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010400,2024-01-20,CLI-008,4061280.0,0.0,,銀行振込,-4061280.0,-1.0,未入金,03_請求データ_C_202401.csv
DEN-2024010401,2024-01-15,CLI-020,4657312.0,4657312.0,2024-01-28,口座振替,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010402,2024-01-25,CLI-007,736777.0,736777.0,2024-01-28,手形,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010403,2024-01-15,CLI-012,4782590.0,4782590.0,2024-01-28,銀行振込,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010404,2024-01-02,CLI-017,4551831.0,4551831.0,2024-01-26,銀行振込,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010405,2024-01-06,CLI-017,1773032.0,1773032.0,2024-01-23,手形,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010406,2024-01-19,CLI-003,3786979.0,2860985.0,2024-01-28,口座振替,-925994.0,-0.2445,差異,03_請求データ_C_202401.csv
DEN-2024010407,2024-01-05,CLI-014,534331.0,534331.0,2024-01-28,手形,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010408,2024-01-15,CLI-010,3371458.0,3371458.0,2024-01-28,口座振替,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010409,2024-01-27,CLI-007,429918.0,429918.0,2024-01-28,口座振替,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010410,2024-01-12,CLI-003,555460.0,555460.0,2024-01-28,銀行振込,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010411,2024-01-16,CLI-010,1186059.0,1186059.0,2024-01-24,手形,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010412,2024-01-24,CLI-014,3258471.0,3258471.0,2024-01-28,口座振替,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010413,2024-01-28,CLI-013,4573978.0,4573978.0,2024-01-28,銀行振込,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010414,2024-01-21,CLI-004,4556850.0,4556850.0,2024-01-28,口座振替,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010415,2024-01-17,CLI-008,240717.0,170004.0,2024-01-28,口座振替,-70713.0,-0.2938,差異,03_請求データ_C_202401.csv
DEN-2024010416,2024-01-22,CLI-018,3231601.0,3231601.0,2024-01-28,銀行振込,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010417,2024-01-08,CLI-012,1631088.0,1631088.0,2024-01-28,手形,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010418,2024-01-25,CLI-002,3566845.0,2895110.0,2024-01-28,銀行振込,-671735.0,-0.1883,差異,03_請求データ_C_202401.csv
DEN-2024010419,2024-01-08,CLI-003,331658.0,331658.0,2024-01-21,口座振替,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010420,2024-01-20,CLI-002,421084.0,421084.0,2024-01-28,口座振替,0.0,0.0,一致,03_請求データ_C_202401.csv
