claim_date,claim_id,dept,insurance_type,patient_count,total_points,claim_amount,reduction_amount,payment_status,net_amount,reduction_rate,is_returned,collection_flag,source_file
2024-01-16,CLM-0402,皮膚科,社保,30,3580,35800,1148,審査中,34652,0.03206703910614525,0,未回収,claims_styleC_202401.csv
2024-01-13,CLM-0403,整形外科,社保,46,2136,21360,736,支払済み,20624,0.03445692883895131,0,回収済み,claims_styleC_202401.csv
2024-01-18,CLM-0404,内科,後期高齢,39,2217,22170,1795,審査中,20375,0.08096526838069464,0,未回収,claims_styleC_202401.csv
2024-01-03,CLM-0405,小児科,後期高齢,41,1640,16400,1297,支払済み,15103,0.07908536585365854,0,回収済み,claims_styleC_202401.csv
2024-01-09,CLM-0406,外科,後期高齢,37,3588,35880,302,支払済み,35578,0.008416945373467112,0,回収済み,claims_styleC_202401.csv
2024-01-20,CLM-0407,小児科,後期高齢,35,4877,48770,4150,審査中,44620,0.08509329505843756,0,未回収,claims_styleC_202401.csv
2024-01-14,CLM-0408,皮膚科,社保,33,4898,48980,4864,支払済み,44116,0.09930583911800735,0,回収済み,claims_styleC_202401.csv
2024-01-03,CLM-0409,内科,社保,32,1862,18620,1325,支払済み,17295,0.07116004296455425,0,回収済み,claims_styleC_202401.csv
2024-01-19,CLM-0410,小児科,国保,37,1367,13670,21,支払済み,13649,0.0015362106803218727,0,回収済み,claims_styleC_202401.csv
2024-01-08,CLM-0411,皮膚科,後期高齢,43,2310,23100,1825,支払済み,21275,0.07900432900432901,0,回収済み,claims_styleC_202401.csv
2024-01-15,CLM-0412,皮膚科,後期高齢,42,1734,17340,706,返戈,16634,0.04071510957324106,1,未回収,claims_styleC_202401.csv
2024-01-16,CLM-0413,内科,国保,36,1203,12030,237,審査中,11793,0.01970074812967581,0,未回収,claims_styleC_202401.csv
2024-01-05,CLM-0414,整形外科,国保,31,4230,42300,1694,支払済み,40606,0.04004728132387707,0,回収済み,claims_styleC_202401.csv
2024-01-12,CLM-0415,小児科,社保,38,4206,42060,2612,支払済み,39448,0.0621017593913457,0,回収済み,claims_styleC_202401.csv
2024-01-02,CLM-0416,内科,社保,31,1395,13950,1386,審査中,12564,0.09935483870967741,0,未回収,claims_styleC_202401.csv
2024-01-08,CLM-0417,皮膚科,社保,45,1811,18110,677,支払済み,17433,0.037382661512976256,0,回収済み,claims_styleC_202401.csv
2024-01-15,CLM-0418,外科,国保,50,2011,20110,381,支払済み,19729,0.01894579811039284,0,回収済み,claims_styleC_202401.csv
2024-01-14,CLM-0419,小児科,社保,49,2116,21160,1841,支払済み,19319,0.08700378071833649,0,回収済み,claims_styleC_202401.csv
2024-01-13,CLM-0420,内科,後期高齢,23,2185,21850,1140,審査中,20710,0.05217391304347826,0,未回収,claims_styleC_202401.csv
2024-01-03,CLM-0421,皮膚科,社保,44,2031,20310,749,支払済み,19561,0.03687838503200394,0,回収済み,claims_styleC_202401.csv
2024-01-15,CLM-0422,内科,国保,41,4823,48230,2567,支払済み,45663,0.053224134356209825,0,回収済み,claims_styleC_202401.csv
2024-01-20,CLM-0423,小児科,後期高齢,17,3350,33500,1441,審査中,32059,0.04301492537313433,0,未回収,claims_styleC_202401.csv
2024-01-20,CLM-0424,外科,後期高齢,29,1194,11940,274,支払済み,11666,0.022948073701842545,0,回収済み,claims_styleC_202401.csv
2024-01-08,CLM-0425,整形外科,社保,21,3558,35580,2840,支払済み,32740,0.07982012366498033,0,回収済み,claims_styleC_202401.csv
2024-01-13,CLM-0426,小児科,後期高齢,18,3643,36430,1732,支払済み,34698,0.047543233598682406,0,回収済み,claims_styleC_202401.csv
2024-01-18,CLM-0427,外科,後期高齢,20,4511,45110,2366,支払済み,42744,0.05244956772334294,0,回収済み,claims_styleC_202401.csv
2024-01-11,CLM-0428,小児科,後期高齢,13,3441,34410,39,支払済み,34371,0.001133391455972101,0,回収済み,claims_styleC_202401.csv
2024-01-07,CLM-0429,小児科,後期高齢,42,4554,45540,3351,支払済み,42189,0.0735836627140975,0,回収済み,claims_styleC_202401.csv
2024-01-14,CLM-0430,小児科,国保,20,1177,11770,1157,支払済み,10613,0.09830076465590484,0,回収済み,claims_styleC_202401.csv
2024-01-08,CLM-0431,整形外科,社保,27,2341,23410,2202,支払済み,21208,0.09406236651003845,0,回収済み,claims_styleC_202401.csv
2024-01-15,CLM-0432,皮膚科,後期高齢,41,4684,46840,927,支払済み,45913,0.01979077711357814,0,回収済み,claims_styleC_202401.csv
2024-01-09,CLM-0433,皮膚科,国保,44,840,8400,778,支払済み,7622,0.09261904761904761,0,回収済み,claims_styleC_202401.csv
2024-01-18,CLM-0434,外科,国保,16,2527,25270,1219,審査中,24051,0.0482390185991294,0,未回収,claims_styleC_202401.csv
2024-01-02,CLM-0435,小児科,国保,32,1212,12120,899,審査中,11221,0.07417491749174918,0,未回収,claims_styleC_202401.csv
2024-01-04,CLM-0436,外科,社保,47,3372,33720,2911,支払済み,30809,0.08632858837485172,0,回収済み,claims_styleC_202401.csv
2024-01-14,CLM-0437,外科,後期高齢,18,2192,21920,847,審査中,21073,0.03864051094890511,0,未回収,claims_styleC_202401.csv
2024-01-19,CLM-0438,整形外科,後期高齢,27,4913,49130,1379,支払済み,47751,0.028068389985752087,0,回収済み,claims_styleC_202401.csv
2024-01-10,CLM-0439,整形外科,後期高齢,27,4714,47140,780,支払済み,46360,0.016546457361052185,0,回収済み,claims_styleC_202401.csv
2024-01-14,CLM-0440,内科,国保,18,1587,15870,511,支払済み,15359,0.03219911783238815,0,回収済み,claims_styleC_202401.csv
2024-01-11,CLM-0441,外科,後期高齢,35,4509,45090,1164,支払済み,43926,0.025815036593479706,0,回収済み,claims_styleC_202401.csv
2024-01-09,CLM-0442,小児科,国保,38,1118,11180,190,支払済み,10990,0.01699463327370304,0,回収済み,claims_styleC_202401.csv
2024-01-09,CLM-0443,整形外科,国保,41,3181,31810,2383,支払済み,29427,0.07491354919836529,0,回収済み,claims_styleC_202401.csv
2024-01-03,CLM-0444,小児科,後期高齢,32,1018,10180,814,支払済み,9366,0.0799607072691552,0,回収済み,claims_styleC_202401.csv
2024-01-07,CLM-0445,小児科,社保,41,2699,26990,1322,審査中,25668,0.04898110411263431,0,未回収,claims_styleC_202401.csv
2024-01-11,CLM-0446,皮膚科,後期高齢,18,4475,44750,2815,審査中,41935,0.06290502793296089,0,未回収,claims_styleC_202401.csv
2024-01-02,CLM-0447,内科,社保,50,4264,42640,133,支払済み,42507,0.003119136960600375,0,回収済み,claims_styleC_202401.csv
2024-01-06,CLM-0448,小児科,国保,10,4004,40040,828,返戈,39212,0.02067932067932068,1,未回収,claims_styleC_202401.csv
2024-01-05,CLM-0449,整形外科,社保,27,1264,12640,738,支払済み,11902,0.05838607594936709,0,回収済み,claims_styleC_202401.csv
2024-01-12,CLM-0450,外科,社保,35,3002,30020,2973,支払済み,27047,0.09903397734843437,0,回収済み,claims_styleC_202401.csv
2024-01-08,CLM-0451,小児科,後期高齢,15,1279,12790,2,支払済み,12788,0.0001563721657544957,0,回収済み,claims_styleC_202401.csv
2024-01-03,CLM-0452,外科,後期高齢,24,4755,47550,3645,支払済み,43905,0.07665615141955837,0,回収済み,claims_styleC_202401.csv
2024-01-11,CLM-0453,内科,国保,18,4413,44130,580,支払済み,43550,0.013142986630410152,0,回収済み,claims_styleC_202401.csv
2024-01-03,CLM-0454,内科,社保,30,3511,35110,1225,支払済み,33885,0.03489034463115921,0,回収済み,claims_styleC_202401.csv
2024-01-05,CLM-0455,外科,社保,43,569,5690,168,支払済み,5522,0.02952548330404218,0,回収済み,claims_styleC_202401.csv
2024-01-07,CLM-0456,外科,国保,49,4124,41240,1779,支払済み,39461,0.04313773035887488,0,回収済み,claims_styleC_202401.csv
2024-01-04,CLM-0457,外科,社保,47,3645,36450,1439,返戈,35011,0.03947873799725651,1,未回収,claims_styleC_202401.csv
2024-01-11,CLM-0458,外科,社保,27,1190,11900,508,支払済み,11392,0.0426890756302521,0,回収済み,claims_styleC_202401.csv
2024-01-20,CLM-0459,皮膚科,国保,11,2971,29710,841,支払済み,28869,0.02830696735106025,0,回収済み,claims_styleC_202401.csv
2024-01-17,CLM-0460,外科,後期高齢,35,2921,29210,2646,支払済み,26564,0.0905854159534406,0,回収済み,claims_styleC_202401.csv
2024-01-08,CLM-0461,小児科,国保,17,2474,24740,2046,支払済み,22694,0.08270008084074373,0,回収済み,claims_styleC_202401.csv
2024-01-03,CLM-0462,皮膚科,社保,33,3092,30920,540,支払済み,30380,0.017464424320827943,0,回収済み,claims_styleC_202401.csv
2024-01-19,CLM-0463,小児科,国保,44,1915,19150,1562,支払済み,17588,0.08156657963446476,0,回収済み,claims_styleC_202401.csv
2024-01-03,CLM-0464,内科,後期高齢,14,612,6120,268,支払済み,5852,0.04379084967320261,0,回収済み,claims_styleC_202401.csv
2024-01-02,CLM-0465,小児科,後期高齢,28,4604,46040,3403,支払済み,42637,0.07391398783666377,0,回収済み,claims_styleC_202401.csv
2024-01-13,CLM-0466,内科,後期高齢,44,4904,49040,1250,支払済み,47790,0.025489396411092987,0,回収済み,claims_styleC_202401.csv
2024-01-10,CLM-0467,内科,後期高齢,23,1772,17720,1098,支払済み,16622,0.06196388261851016,0,回収済み,claims_styleC_202401.csv
2024-01-19,CLM-0468,内科,国保,37,2454,24540,237,支払済み,24303,0.009657701711491443,0,回収済み,claims_styleC_202401.csv
2024-01-14,CLM-0469,内科,国保,49,950,9500,316,支払済み,9184,0.03326315789473684,0,回収済み,claims_styleC_202401.csv
2024-01-06,CLM-0470,内科,社保,18,592,5920,167,支払済み,5753,0.02820945945945946,0,回収済み,claims_styleC_202401.csv
2024-01-12,CLM-0471,皮膚科,後期高齢,26,1867,18670,761,支払済み,17909,0.04076057846813069,0,回収済み,claims_styleC_202401.csv
2024-01-09,CLM-0472,内科,社保,31,4017,40170,1114,支払済み,39056,0.02773213841175006,0,回収済み,claims_styleC_202401.csv
2024-01-09,CLM-0473,皮膚科,後期高齢,14,4564,45640,3728,支払済み,41912,0.08168273444347064,0,回収済み,claims_styleC_202401.csv
2024-01-02,CLM-0474,小児科,後期高齢,20,3512,35120,644,支払済み,34476,0.018337129840546695,0,回収済み,claims_styleC_202401.csv
2024-01-04,CLM-0475,皮膚科,後期高齢,17,2371,23710,2084,支払済み,21626,0.0878954027836356,0,回収済み,claims_styleC_202401.csv
2024-01-01,CLM-0476,外科,社保,40,3481,34810,1568,審査中,33242,0.045044527434645217,0,未回収,claims_styleC_202401.csv
2024-01-06,CLM-0477,内科,後期高齢,36,2339,23390,1318,支払済み,22072,0.05634886703719538,0,回収済み,claims_styleC_202401.csv
2024-01-11,CLM-0478,整形外科,社保,46,3554,35540,489,支払済み,35051,0.013759144625773776,0,回収済み,claims_styleC_202401.csv
2024-01-02,CLM-0479,外科,社保,43,876,8760,410,支払済み,8350,0.04680365296803653,0,回収済み,claims_styleC_202401.csv
2024-01-15,CLM-0480,整形外科,国保,30,1207,12070,1132,支払済み,10938,0.09378624689312344,0,回収済み,claims_styleC_202401.csv
