日付,商品ID,商品名,カテゴリ,販売数量,在庫数量,発注点,入荷数量,リードタイム(日)
2023/11/22,P-F010,缶詰セット,食品,29,278,112,0,3
2023/11/23,P-F010,缶詰セット,食品,22,256,112,0,3
2023/11/24,P-F010,缶詰セット,食品,26,230,112,0,3
2023/11/25,P-F010,缶詰セット,食品,41,189,112,0,3
2023/11/26,P-F010,缶詰セット,食品,28,161,112,0,3
2023/11/27,P-F010,缶詰セット,食品,25,136,112,0,3
2023/11/28,P-F010,缶詰セット,食品,22,114,112,0,3
2023/11/29,P-F010,缶詰セット,食品,23,441,112,350,3
2023/11/30,P-F010,缶詰セット,食品,33,408,112,0,3
2023/12/01,P-F010,缶詰セット,食品,28,380,112,0,3
2023/12/02,P-F010,缶詰セット,食品,49,331,112,0,3
2023/12/03,P-F010,缶詰セット,食品,35,296,112,0,3
2023/12/04,P-F010,缶詰セット,食品,17,279,112,0,3
2023/12/05,P-F010,缶詰セット,食品,22,257,112,0,3
2023/12/06,P-F010,缶詰セット,食品,19,238,112,0,3
2023/12/07,P-F010,缶詰セット,食品,22,216,112,0,3
2023/12/08,P-F010,缶詰セット,食品,33,183,112,0,3
2023/12/09,P-F010,缶詰セット,食品,41,142,112,0,3
2023/12/10,P-F010,缶詰セット,食品,33,459,112,350,3
2023/12/11,P-F010,缶詰セット,食品,28,431,112,0,3
2023/12/12,P-F010,缶詰セット,食品,28,403,112,0,3
2023/12/13,P-F010,缶詰セット,食品,32,371,112,0,3
2023/12/14,P-F010,缶詰セット,食品,28,343,112,0,3
2023/12/15,P-F010,缶詰セット,食品,38,305,112,0,3
2023/12/16,P-F010,缶詰セット,食品,29,276,112,0,3
2023/12/17,P-F010,缶詰セット,食品,35,241,112,0,3
2023/12/18,P-F010,缶詰セット,食品,19,222,112,0,3
2023/12/19,P-F010,缶詰セット,食品,22,200,112,0,3
2023/12/20,P-F010,缶詰セット,食品,22,178,112,0,3
2023/12/21,P-F010,缶詰セット,食品,25,153,112,0,3
2023/12/22,P-F010,缶詰セット,食品,40,113,112,0,3
2023/12/23,P-F010,缶詰セット,食品,38,425,112,350,3
2023/12/24,P-F010,缶詰セット,食品,38,387,112,0,3
2023/12/25,P-F010,缶詰セット,食品,22,365,112,0,3
2023/12/26,P-F010,缶詰セット,食品,22,343,112,0,3
2023/12/27,P-F010,缶詰セット,食品,25,318,112,0,3
2023/12/28,P-F010,缶詰セット,食品,28,290,112,0,3
2023/12/29,P-F010,缶詰セット,食品,37,253,112,0,3
2023/12/30,P-F010,缶詰セット,食品,47,206,112,0,3
2023/12/31,P-F010,缶詰セット,食品,38,168,112,0,3
