日付,商品ID,商品名,カテゴリ,販売数量,在庫数量,発注点,入荷数量,リードタイム(日)
2023/10/17,P-H010,マスク,日用品,9,130,67,0,3
2023/10/18,P-H010,マスク,日用品,10,120,67,0,3
2023/10/19,P-H010,マスク,日用品,11,109,67,0,3
2023/10/20,P-H010,マスク,日用品,23,86,67,0,3
2023/10/21,P-H010,マスク,日用品,21,275,67,210,3
2023/10/22,P-H010,マスク,日用品,21,254,67,0,3
2023/10/23,P-H010,マスク,日用品,12,242,67,0,3
2023/10/24,P-H010,マスク,日用品,10,232,67,0,3
2023/10/25,P-H010,マスク,日用品,13,219,67,0,3
2023/10/26,P-H010,マスク,日用品,22,197,67,0,3
2023/10/27,P-H010,マスク,日用品,22,175,67,0,3
2023/10/28,P-H010,マスク,日用品,20,155,67,0,3
2023/10/29,P-H010,マスク,日用品,23,132,67,0,3
2023/10/30,P-H010,マスク,日用品,11,121,67,0,3
2023/10/31,P-H010,マスク,日用品,7,114,67,0,3
2023/11/01,P-H010,マスク,日用品,17,97,67,0,3
2023/11/02,P-H010,マスク,日用品,18,79,67,0,3
2023/11/03,P-H010,マスク,日用品,21,268,67,210,3
2023/11/04,P-H010,マスク,日用品,21,247,67,0,3
2023/11/05,P-H010,マスク,日用品,21,226,67,0,3
2023/11/06,P-H010,マスク,日用品,16,210,67,0,3
2023/11/07,P-H010,マスク,日用品,14,196,67,0,3
2023/11/08,P-H010,マスク,日用品,13,183,67,0,3
2023/11/09,P-H010,マスク,日用品,10,173,67,0,3
2023/11/10,P-H010,マスク,日用品,18,155,67,0,3
2023/11/11,P-H010,マスク,日用品,26,129,67,0,3
2023/11/12,P-H010,マスク,日用品,18,111,67,0,3
2023/11/13,P-H010,マスク,日用品,15,96,67,0,3
2023/11/14,P-H010,マスク,日用品,14,82,67,0,3
2023/11/15,P-H010,マスク,日用品,16,276,67,210,3
2023/11/16,P-H010,マスク,日用品,18,258,67,0,3
2023/11/17,P-H010,マスク,日用品,16,242,67,0,3
2023/11/18,P-H010,マスク,日用品,18,224,67,0,3
2023/11/19,P-H010,マスク,日用品,20,204,67,0,3
2023/11/20,P-H010,マスク,日用品,16,188,67,0,3
2023/11/21,P-H010,マスク,日用品,11,177,67,0,3
2023/11/22,P-H010,マスク,日用品,12,165,67,0,3
2023/11/23,P-H010,マスク,日用品,10,155,67,0,3
2023/11/24,P-H010,マスク,日用品,23,132,67,0,3
2023/11/25,P-H010,マスク,日用品,25,107,67,0,3
2023/11/26,P-H010,マスク,日用品,24,83,67,0,3
2023/11/27,P-H010,マスク,日用品,16,67,67,0,3
2023/11/28,P-H010,マスク,日用品,14,263,67,210,3
2023/11/29,P-H010,マスク,日用品,14,249,67,0,3
2023/11/30,P-H010,マスク,日用品,15,234,67,0,3
2023/12/01,P-H010,マスク,日用品,17,217,67,0,3
2023/12/02,P-H010,マスク,日用品,31,186,67,0,3
2023/12/03,P-H010,マスク,日用品,23,163,67,0,3
2023/12/04,P-H010,マスク,日用品,12,151,67,0,3
2023/12/05,P-H010,マスク,日用品,14,137,67,0,3
2023/12/06,P-H010,マスク,日用品,11,126,67,0,3
2023/12/07,P-H010,マスク,日用品,20,106,67,0,3
2023/12/08,P-H010,マスク,日用品,16,90,67,0,3
2023/12/09,P-H010,マスク,日用品,25,275,67,210,3
2023/12/10,P-H010,マスク,日用品,25,250,67,0,3
2023/12/11,P-H010,マスク,日用品,15,235,67,0,3
2023/12/12,P-H010,マスク,日用品,13,222,67,0,3
2023/12/13,P-H010,マスク,日用品,14,208,67,0,3
2023/12/14,P-H010,マスク,日用品,15,193,67,0,3
2023/12/15,P-H010,マスク,日用品,17,176,67,0,3
2023/12/16,P-H010,マスク,日用品,22,154,67,0,3
2023/12/17,P-H010,マスク,日用品,26,128,67,0,3
2023/12/18,P-H010,マスク,日用品,13,115,67,0,3
2023/12/19,P-H010,マスク,日用品,11,104,67,0,3
2023/12/20,P-H010,マスク,日用品,13,91,67,0,3
2023/12/21,P-H010,マスク,日用品,19,72,67,0,3
2023/12/22,P-H010,マスク,日用品,21,261,67,210,3
2023/12/23,P-H010,マスク,日用品,25,236,67,0,3
2023/12/24,P-H010,マスク,日用品,21,215,67,0,3
2023/12/25,P-H010,マスク,日用品,16,199,67,0,3
2023/12/26,P-H010,マスク,日用品,11,188,67,0,3
2023/12/27,P-H010,マスク,日用品,14,174,67,0,3
2023/12/28,P-H010,マスク,日用品,18,156,67,0,3
2023/12/29,P-H010,マスク,日用品,21,135,67,0,3
2023/12/30,P-H010,マスク,日用品,20,115,67,0,3
2023/12/31,P-H010,マスク,日用品,19,96,67,0,3
