Date,ProductID,ProductName,Category,SalesQty,StockQty,ReorderPoint,OrderQty,LeadTimeDays
2023/12/03,P-D009,豆乳,飲料,52,467,180,0,3
2023/12/04,P-D009,豆乳,飲料,43,424,180,0,3
2023/12/05,P-D009,豆乳,飲料,28,396,180,0,3
2023/12/06,P-D009,豆乳,飲料,33,363,180,0,3
2023/12/07,P-D009,豆乳,飲料,35,328,180,0,3
2023/12/08,P-D009,豆乳,飲料,44,284,180,0,3
2023/12/09,P-D009,豆乳,飲料,69,215,180,0,3
2023/12/10,P-D009,豆乳,飲料,62,713,180,560,3
2023/12/11,P-D009,豆乳,飲料,50,663,180,0,3
2023/12/12,P-D009,豆乳,飲料,52,611,180,0,3
2023/12/13,P-D009,豆乳,飲料,30,581,180,0,3
2023/12/14,P-D009,豆乳,飲料,41,540,180,0,3
2023/12/15,P-D009,豆乳,飲料,39,501,180,0,3
2023/12/16,P-D009,豆乳,飲料,54,447,180,0,3
2023/12/17,P-D009,豆乳,飲料,52,395,180,0,3
2023/12/18,P-D009,豆乳,飲料,28,367,180,0,3
2023/12/19,P-D009,豆乳,飲料,26,341,180,0,3
2023/12/20,P-D009,豆乳,飲料,37,304,180,0,3
2023/12/21,P-D009,豆乳,飲料,31,273,180,0,3
2023/12/22,P-D009,豆乳,飲料,55,218,180,0,3
2023/12/23,P-D009,豆乳,飲料,53,725,180,560,3
2023/12/24,P-D009,豆乳,飲料,79,646,180,0,3
2023/12/25,P-D009,豆乳,飲料,33,613,180,0,3
2023/12/26,P-D009,豆乳,飲料,35,578,180,0,3
2023/12/27,P-D009,豆乳,飲料,28,550,180,0,3
2023/12/28,P-D009,豆乳,飲料,54,496,180,0,3
2023/12/29,P-D009,豆乳,飲料,58,438,180,0,3
2023/12/30,P-D009,豆乳,飲料,63,375,180,0,3
2023/12/31,P-D009,豆乳,飲料,46,329,180,0,3
2023/10/01,P-D010,炭酸水,飲料,47,355,180,0,3
2023/10/02,P-D010,炭酸水,飲料,47,308,180,0,3
2023/10/03,P-D010,炭酸水,飲料,40,268,180,0,3
2023/10/04,P-D010,炭酸水,飲料,38,230,180,0,3
2023/10/05,P-D010,炭酸水,飲料,20,210,180,0,3
2023/10/06,P-D010,炭酸水,飲料,40,730,180,560,3
2023/10/07,P-D010,炭酸水,飲料,65,665,180,0,3
2023/10/08,P-D010,炭酸水,飲料,65,600,180,0,3
2023/10/09,P-D010,炭酸水,飲料,44,556,180,0,3
2023/10/10,P-D010,炭酸水,飲料,21,535,180,0,3
2023/10/11,P-D010,炭酸水,飲料,40,495,180,0,3
2023/10/12,P-D010,炭酸水,飲料,48,447,180,0,3
2023/10/13,P-D010,炭酸水,飲料,34,413,180,0,3
2023/10/14,P-D010,炭酸水,飲料,60,353,180,0,3
2023/10/15,P-D010,炭酸水,飲料,58,295,180,0,3
2023/10/16,P-D010,炭酸水,飲料,33,262,180,0,3
2023/10/17,P-D010,炭酸水,飲料,19,243,180,0,3
2023/10/18,P-D010,炭酸水,飲料,35,208,180,0,3
2023/10/19,P-D010,炭酸水,飲料,37,731,180,560,3
2023/10/20,P-D010,炭酸水,飲料,47,684,180,0,3
2023/10/21,P-D010,炭酸水,飲料,55,629,180,0,3
2023/10/22,P-D010,炭酸水,飲料,52,577,180,0,3
2023/10/23,P-D010,炭酸水,飲料,35,542,180,0,3
2023/10/24,P-D010,炭酸水,飲料,37,505,180,0,3
2023/10/25,P-D010,炭酸水,飲料,35,470,180,0,3
2023/10/26,P-D010,炭酸水,飲料,37,433,180,0,3
2023/10/27,P-D010,炭酸水,飲料,49,384,180,0,3
2023/10/28,P-D010,炭酸水,飲料,45,339,180,0,3
2023/10/29,P-D010,炭酸水,飲料,60,279,180,0,3
2023/10/30,P-D010,炭酸水,飲料,36,243,180,0,3
2023/10/31,P-D010,炭酸水,飲料,34,209,180,0,3
2023/11/01,P-D010,炭酸水,飲料,46,723,180,560,3
2023/11/02,P-D010,炭酸水,飲料,24,699,180,0,3
2023/11/03,P-D010,炭酸水,飲料,32,667,180,0,3
2023/11/04,P-D010,炭酸水,飲料,62,605,180,0,3
2023/11/05,P-D010,炭酸水,飲料,56,549,180,0,3
2023/11/06,P-D010,炭酸水,飲料,37,512,180,0,3
2023/11/07,P-D010,炭酸水,飲料,30,482,180,0,3
2023/11/08,P-D010,炭酸水,飲料,43,439,180,0,3
2023/11/09,P-D010,炭酸水,飲料,47,392,180,0,3
2023/11/10,P-D010,炭酸水,飲料,52,340,180,0,3
2023/11/11,P-D010,炭酸水,飲料,58,282,180,0,3
2023/11/12,P-D010,炭酸水,飲料,39,243,180,0,3
2023/11/13,P-D010,炭酸水,飲料,42,201,180,0,3
2023/11/14,P-D010,炭酸水,飲料,44,717,180,560,3
2023/11/15,P-D010,炭酸水,飲料,43,674,180,0,3
2023/11/16,P-D010,炭酸水,飲料,33,641,180,0,3
2023/11/17,P-D010,炭酸水,飲料,54,587,180,0,3
2023/11/18,P-D010,炭酸水,飲料,67,520,180,0,3
2023/11/19,P-D010,炭酸水,飲料,69,451,180,0,3
2023/11/20,P-D010,炭酸水,飲料,29,422,180,0,3
2023/11/21,P-D010,炭酸水,飲料,32,390,180,0,3
2023/11/22,P-D010,炭酸水,飲料,44,346,180,0,3
2023/11/23,P-D010,炭酸水,飲料,41,305,180,0,3
2023/11/24,P-D010,炭酸水,飲料,39,266,180,0,3
2023/11/25,P-D010,炭酸水,飲料,64,202,180,0,3
2023/11/26,P-D010,炭酸水,飲料,61,701,180,560,3
2023/11/27,P-D010,炭酸水,飲料,37,664,180,0,3
2023/11/28,P-D010,炭酸水,飲料,36,628,180,0,3
2023/11/29,P-D010,炭酸水,飲料,36,592,180,0,3
2023/11/30,P-D010,炭酸水,飲料,52,540,180,0,3
2023/12/01,P-D010,炭酸水,飲料,41,499,180,0,3
2023/12/02,P-D010,炭酸水,飲料,56,443,180,0,3
2023/12/03,P-D010,炭酸水,飲料,57,386,180,0,3
2023/12/04,P-D010,炭酸水,飲料,43,343,180,0,3
2023/12/05,P-D010,炭酸水,飲料,22,321,180,0,3
2023/12/06,P-D010,炭酸水,飲料,28,293,180,0,3
2023/12/07,P-D010,炭酸水,飲料,24,269,180,0,3
2023/12/08,P-D010,炭酸水,飲料,49,220,180,0,3
2023/12/09,P-D010,炭酸水,飲料,52,728,180,560,3
2023/12/10,P-D010,炭酸水,飲料,54,674,180,0,3
2023/12/11,P-D010,炭酸水,飲料,42,632,180,0,3
2023/12/12,P-D010,炭酸水,飲料,29,603,180,0,3
2023/12/13,P-D010,炭酸水,飲料,40,563,180,0,3
2023/12/14,P-D010,炭酸水,飲料,38,525,180,0,3
2023/12/15,P-D010,炭酸水,飲料,54,471,180,0,3
2023/12/16,P-D010,炭酸水,飲料,65,406,180,0,3
2023/12/17,P-D010,炭酸水,飲料,51,355,180,0,3
2023/12/18,P-D010,炭酸水,飲料,35,320,180,0,3
2023/12/19,P-D010,炭酸水,飲料,43,277,180,0,3
2023/12/20,P-D010,炭酸水,飲料,42,235,180,0,3
2023/12/21,P-D010,炭酸水,飲料,29,206,180,0,3
2023/12/22,P-D010,炭酸水,飲料,54,712,180,560,3
2023/12/23,P-D010,炭酸水,飲料,52,660,180,0,3
2023/12/24,P-D010,炭酸水,飲料,68,592,180,0,3
2023/12/25,P-D010,炭酸水,飲料,45,547,180,0,3
2023/12/26,P-D010,炭酸水,飲料,37,510,180,0,3
2023/12/27,P-D010,炭酸水,飲料,40,470,180,0,3
2023/12/28,P-D010,炭酸水,飲料,39,431,180,0,3
2023/12/29,P-D010,炭酸水,飲料,54,377,180,0,3
2023/12/30,P-D010,炭酸水,飲料,58,319,180,0,3
2023/12/31,P-D010,炭酸水,飲料,59,260,180,0,3
