日付,品番,品名,分類,売数,在庫,発注点,入荷量,リード日数
2023/11/18,P-C010,作業着 L,衣料,10,46,36,0,3
2023/11/19,P-C010,作業着 L,衣料,10,36,36,0,3
2023/11/20,P-C010,作業着 L,衣料,5,143,36,112,3
2023/11/21,P-C010,作業着 L,衣料,4,139,36,0,3
2023/11/22,P-C010,作業着 L,衣料,7,132,36,0,3
2023/11/23,P-C010,作業着 L,衣料,6,126,36,0,3
2023/11/24,P-C010,作業着 L,衣料,8,118,36,0,3
2023/11/25,P-C010,作業着 L,衣料,10,108,36,0,3
2023/11/26,P-C010,作業着 L,衣料,11,97,36,0,3
2023/11/27,P-C010,作業着 L,衣料,6,91,36,0,3
2023/11/28,P-C010,作業着 L,衣料,6,85,36,0,3
2023/11/29,P-C010,作業着 L,衣料,8,77,36,0,3
2023/11/30,P-C010,作業着 L,衣料,7,70,36,0,3
2023/12/01,P-C010,作業着 L,衣料,8,62,36,0,3
2023/12/02,P-C010,作業着 L,衣料,12,50,36,0,3
2023/12/03,P-C010,作業着 L,衣料,12,38,36,0,3
2023/12/04,P-C010,作業着 L,衣料,6,144,36,112,3
2023/12/05,P-C010,作業着 L,衣料,6,138,36,0,3
2023/12/06,P-C010,作業着 L,衣料,6,132,36,0,3
2023/12/07,P-C010,作業着 L,衣料,6,126,36,0,3
2023/12/08,P-C010,作業着 L,衣料,10,116,36,0,3
2023/12/09,P-C010,作業着 L,衣料,12,104,36,0,3
2023/12/10,P-C010,作業着 L,衣料,11,93,36,0,3
2023/12/11,P-C010,作業着 L,衣料,7,86,36,0,3
2023/12/12,P-C010,作業着 L,衣料,6,80,36,0,3
2023/12/13,P-C010,作業着 L,衣料,8,72,36,0,3
2023/12/14,P-C010,作業着 L,衣料,9,63,36,0,3
2023/12/15,P-C010,作業着 L,衣料,10,53,36,0,3
2023/12/16,P-C010,作業着 L,衣料,11,42,36,0,3
2023/12/17,P-C010,作業着 L,衣料,13,141,36,112,3
2023/12/18,P-C010,作業着 L,衣料,7,134,36,0,3
2023/12/19,P-C010,作業着 L,衣料,7,127,36,0,3
2023/12/20,P-C010,作業着 L,衣料,7,120,36,0,3
2023/12/21,P-C010,作業着 L,衣料,8,112,36,0,3
2023/12/22,P-C010,作業着 L,衣料,8,104,36,0,3
2023/12/23,P-C010,作業着 L,衣料,12,92,36,0,3
2023/12/24,P-C010,作業着 L,衣料,15,77,36,0,3
2023/12/25,P-C010,作業着 L,衣料,6,71,36,0,3
2023/12/26,P-C010,作業着 L,衣料,6,65,36,0,3
2023/12/27,P-C010,作業着 L,衣料,6,59,36,0,3
2023/12/28,P-C010,作業着 L,衣料,7,52,36,0,3
2023/12/29,P-C010,作業着 L,衣料,11,41,36,0,3
2023/12/30,P-C010,作業着 L,衣料,10,143,36,112,3
2023/12/31,P-C010,作業着 L,衣料,10,133,36,0,3
