日付,品番,品名,分類,売数,在庫,発注点,入荷量,リード日数
2023/12/18,P-E009,キーボードカバー,電化製品,5,27,22,0,3
2023/12/19,P-E009,キーボードカバー,電化製品,4,23,22,0,3
2023/12/20,P-E009,キーボードカバー,電化製品,4,89,22,70,3
2023/12/21,P-E009,キーボードカバー,電化製品,6,83,22,0,3
2023/12/22,P-E009,キーボードカバー,電化製品,6,77,22,0,3
2023/12/23,P-E009,キーボードカバー,電化製品,7,70,22,0,3
2023/12/24,P-E009,キーボードカバー,電化製品,7,63,22,0,3
2023/12/25,P-E009,キーボードカバー,電化製品,4,59,22,0,3
2023/12/26,P-E009,キーボードカバー,電化製品,3,56,22,0,3
2023/12/27,P-E009,キーボードカバー,電化製品,2,54,22,0,3
2023/12/28,P-E009,キーボードカバー,電化製品,4,50,22,0,3
2023/12/29,P-E009,キーボードカバー,電化製品,6,44,22,0,3
2023/12/30,P-E009,キーボードカバー,電化製品,7,37,22,0,3
2023/12/31,P-E009,キーボードカバー,電化製品,7,30,22,0,3
2023/10/01,P-E010,画面クリーナー,電化製品,8,52,22,0,3
2023/10/02,P-E010,画面クリーナー,電化製品,4,48,22,0,3
2023/10/03,P-E010,画面クリーナー,電化製品,4,44,22,0,3
2023/10/04,P-E010,画面クリーナー,電化製品,5,39,22,0,3
2023/10/05,P-E010,画面クリーナー,電化製品,6,33,22,0,3
2023/10/06,P-E010,画面クリーナー,電化製品,4,29,22,0,3
2023/10/07,P-E010,画面クリーナー,電化製品,7,22,22,0,3
2023/10/08,P-E010,画面クリーナー,電化製品,7,85,22,70,3
2023/10/09,P-E010,画面クリーナー,電化製品,6,79,22,0,3
2023/10/10,P-E010,画面クリーナー,電化製品,4,75,22,0,3
2023/10/11,P-E010,画面クリーナー,電化製品,4,71,22,0,3
2023/10/12,P-E010,画面クリーナー,電化製品,5,66,22,0,3
2023/10/13,P-E010,画面クリーナー,電化製品,6,60,22,0,3
2023/10/14,P-E010,画面クリーナー,電化製品,7,53,22,0,3
2023/10/15,P-E010,画面クリーナー,電化製品,7,46,22,0,3
2023/10/16,P-E010,画面クリーナー,電化製品,5,41,22,0,3
2023/10/17,P-E010,画面クリーナー,電化製品,6,35,22,0,3
2023/10/18,P-E010,画面クリーナー,電化製品,5,30,22,0,3
2023/10/19,P-E010,画面クリーナー,電化製品,5,25,22,0,3
2023/10/20,P-E010,画面クリーナー,電化製品,5,90,22,70,3
2023/10/21,P-E010,画面クリーナー,電化製品,8,82,22,0,3
2023/10/22,P-E010,画面クリーナー,電化製品,6,76,22,0,3
2023/10/23,P-E010,画面クリーナー,電化製品,4,72,22,0,3
2023/10/24,P-E010,画面クリーナー,電化製品,3,69,22,0,3
2023/10/25,P-E010,画面クリーナー,電化製品,6,63,22,0,3
2023/10/26,P-E010,画面クリーナー,電化製品,3,60,22,0,3
2023/10/27,P-E010,画面クリーナー,電化製品,5,55,22,0,3
2023/10/28,P-E010,画面クリーナー,電化製品,7,48,22,0,3
2023/10/29,P-E010,画面クリーナー,電化製品,9,39,22,0,3
2023/10/30,P-E010,画面クリーナー,電化製品,4,35,22,0,3
2023/10/31,P-E010,画面クリーナー,電化製品,3,32,22,0,3
2023/11/01,P-E010,画面クリーナー,電化製品,4,28,22,0,3
2023/11/02,P-E010,画面クリーナー,電化製品,6,22,22,0,3
2023/11/03,P-E010,画面クリーナー,電化製品,3,89,22,70,3
2023/11/04,P-E010,画面クリーナー,電化製品,6,83,22,0,3
2023/11/05,P-E010,画面クリーナー,電化製品,9,74,22,0,3
2023/11/06,P-E010,画面クリーナー,電化製品,5,69,22,0,3
2023/11/07,P-E010,画面クリーナー,電化製品,3,66,22,0,3
2023/11/08,P-E010,画面クリーナー,電化製品,4,62,22,0,3
2023/11/09,P-E010,画面クリーナー,電化製品,5,57,22,0,3
2023/11/10,P-E010,画面クリーナー,電化製品,6,51,22,0,3
2023/11/11,P-E010,画面クリーナー,電化製品,9,42,22,0,3
2023/11/12,P-E010,画面クリーナー,電化製品,7,35,22,0,3
2023/11/13,P-E010,画面クリーナー,電化製品,3,32,22,0,3
2023/11/14,P-E010,画面クリーナー,電化製品,5,27,22,0,3
2023/11/15,P-E010,画面クリーナー,電化製品,4,23,22,0,3
2023/11/16,P-E010,画面クリーナー,電化製品,3,90,22,70,3
2023/11/17,P-E010,画面クリーナー,電化製品,4,86,22,0,3
2023/11/18,P-E010,画面クリーナー,電化製品,5,81,22,0,3
2023/11/19,P-E010,画面クリーナー,電化製品,6,75,22,0,3
2023/11/20,P-E010,画面クリーナー,電化製品,3,72,22,0,3
2023/11/21,P-E010,画面クリーナー,電化製品,4,68,22,0,3
2023/11/22,P-E010,画面クリーナー,電化製品,3,65,22,0,3
2023/11/23,P-E010,画面クリーナー,電化製品,1,64,22,0,3
2023/11/24,P-E010,画面クリーナー,電化製品,4,60,22,0,3
2023/11/25,P-E010,画面クリーナー,電化製品,7,53,22,0,3
2023/11/26,P-E010,画面クリーナー,電化製品,6,47,22,0,3
2023/11/27,P-E010,画面クリーナー,電化製品,6,41,22,0,3
2023/11/28,P-E010,画面クリーナー,電化製品,3,38,22,0,3
2023/11/29,P-E010,画面クリーナー,電化製品,5,33,22,0,3
2023/11/30,P-E010,画面クリーナー,電化製品,5,28,22,0,3
2023/12/01,P-E010,画面クリーナー,電化製品,5,23,22,0,3
2023/12/02,P-E010,画面クリーナー,電化製品,6,87,22,70,3
2023/12/03,P-E010,画面クリーナー,電化製品,6,81,22,0,3
2023/12/04,P-E010,画面クリーナー,電化製品,3,78,22,0,3
2023/12/05,P-E010,画面クリーナー,電化製品,4,74,22,0,3
2023/12/06,P-E010,画面クリーナー,電化製品,4,70,22,0,3
2023/12/07,P-E010,画面クリーナー,電化製品,4,66,22,0,3
2023/12/08,P-E010,画面クリーナー,電化製品,7,59,22,0,3
2023/12/09,P-E010,画面クリーナー,電化製品,7,52,22,0,3
2023/12/10,P-E010,画面クリーナー,電化製品,6,46,22,0,3
2023/12/11,P-E010,画面クリーナー,電化製品,4,42,22,0,3
2023/12/12,P-E010,画面クリーナー,電化製品,4,38,22,0,3
2023/12/13,P-E010,画面クリーナー,電化製品,3,35,22,0,3
2023/12/14,P-E010,画面クリーナー,電化製品,5,30,22,0,3
2023/12/15,P-E010,画面クリーナー,電化製品,5,25,22,0,3
2023/12/16,P-E010,画面クリーナー,電化製品,6,89,22,70,3
2023/12/17,P-E010,画面クリーナー,電化製品,5,84,22,0,3
2023/12/18,P-E010,画面クリーナー,電化製品,4,80,22,0,3
2023/12/19,P-E010,画面クリーナー,電化製品,4,76,22,0,3
2023/12/20,P-E010,画面クリーナー,電化製品,4,72,22,0,3
2023/12/21,P-E010,画面クリーナー,電化製品,7,65,22,0,3
2023/12/22,P-E010,画面クリーナー,電化製品,6,59,22,0,3
2023/12/23,P-E010,画面クリーナー,電化製品,8,51,22,0,3
2023/12/24,P-E010,画面クリーナー,電化製品,7,44,22,0,3
2023/12/25,P-E010,画面クリーナー,電化製品,6,38,22,0,3
2023/12/26,P-E010,画面クリーナー,電化製品,3,35,22,0,3
2023/12/27,P-E010,画面クリーナー,電化製品,2,33,22,0,3
2023/12/28,P-E010,画面クリーナー,電化製品,4,29,22,0,3
2023/12/29,P-E010,画面クリーナー,電化製品,6,23,22,0,3
2023/12/30,P-E010,画面クリーナー,電化製品,7,86,22,70,3
2023/12/31,P-E010,画面クリーナー,電化製品,7,79,22,0,3
