delivery_date,delivery_id,delivery_type,area,vehicle_type,delivery_charge,fuel_cost,driver_cost,other_cost,distance_km,total_cost,gross_profit,profit_margin,cost_per_km,margin_grade,source_file
2024-01-01,DLV-0328,翌々日配送,九州,2トン,13473,1304,3837,771,32,5912,7561,0.5611964670080902,184.75,高利益,delivery_cost_styleC_202401.csv
2024-01-06,DLV-0329,大型配送,九州,4トン,10088,2298,6342,711,16,9351,737,0.07305709754163363,584.4375,低利益,delivery_cost_styleC_202401.csv
2024-01-03,DLV-0330,翌々日配送,東北,軽バン,10780,2649,5657,1288,13,9594,1186,0.11001855287569573,738.0,普通,delivery_cost_styleC_202401.csv
2024-01-10,DLV-0331,大型配送,九州,軽バン,12875,2491,4988,1671,143,9150,3725,0.28932038834951457,63.98601398601399,普通,delivery_cost_styleC_202401.csv
2024-01-06,DLV-0332,大型配送,関西,軽バン,5405,1433,5198,1509,47,8140,-2735,-0.5060129509713228,173.19148936170214,低利益,delivery_cost_styleC_202401.csv
2024-01-03,DLV-0333,翌日配送,九州,2トン,7899,1427,6966,657,102,9050,-1151,-0.14571464742372453,88.72549019607843,低利益,delivery_cost_styleC_202401.csv
2024-01-09,DLV-0334,翌日配送,九州,4トン,11103,1000,6750,719,44,8469,2634,0.23723318022156173,192.47727272727272,普通,delivery_cost_styleC_202401.csv
2024-01-10,DLV-0335,同日配送,九州,2トン,14788,2740,6112,1174,122,10026,4762,0.322017852312686,82.18032786885246,高利益,delivery_cost_styleC_202401.csv
2024-01-11,DLV-0336,大型配送,東北,軽バン,5922,1513,7941,1923,61,11377,-5455,-0.9211415062478893,186.50819672131146,低利益,delivery_cost_styleC_202401.csv
2024-01-16,DLV-0337,翌々日配送,関西,2トン,6228,1393,7022,1679,72,10094,-3866,-0.6207450224791266,140.19444444444446,低利益,delivery_cost_styleC_202401.csv
2024-01-11,DLV-0338,大型配送,東海,2トン,6980,666,7619,909,161,9194,-2214,-0.3171919770773639,57.1055900621118,低利益,delivery_cost_styleC_202401.csv
2024-01-18,DLV-0339,翌日配送,東北,軽バン,12914,2090,4717,1397,84,8204,4710,0.3647204584172216,97.66666666666667,高利益,delivery_cost_styleC_202401.csv
2024-01-03,DLV-0340,大型配送,九州,軽バン,11376,1440,4982,1017,178,7439,3937,0.3460794655414909,41.79213483146067,高利益,delivery_cost_styleC_202401.csv
2024-01-05,DLV-0341,大型配送,九州,軽バン,8357,2649,6925,1692,112,11266,-2909,-0.3480914203661601,100.58928571428571,低利益,delivery_cost_styleC_202401.csv
2024-01-18,DLV-0342,大型配送,東北,軽バン,13955,1672,7398,1716,173,10786,3169,0.22708706556789682,62.346820809248555,普通,delivery_cost_styleC_202401.csv
2024-01-03,DLV-0343,同日配送,関西,4トン,11890,1654,4362,1825,166,7841,4049,0.34053826745164,47.234939759036145,高利益,delivery_cost_styleC_202401.csv
2024-01-02,DLV-0344,大型配送,東海,2トン,2735,243,3807,1029,66,5079,-2344,-0.8570383912248629,76.95454545454545,低利益,delivery_cost_styleC_202401.csv
2024-01-17,DLV-0345,翌日配送,九州,2トン,7408,2096,7821,1914,138,11831,-4423,-0.5970572354211663,85.73188405797102,低利益,delivery_cost_styleC_202401.csv
2024-01-05,DLV-0346,翌々日配送,関東,2トン,2712,1410,6407,675,39,8492,-5780,-2.131268436578171,217.74358974358975,低利益,delivery_cost_styleC_202401.csv
2024-01-05,DLV-0347,翌々日配送,東海,2トン,8460,1047,7268,1489,99,9804,-1344,-0.15886524822695036,99.03030303030303,低利益,delivery_cost_styleC_202401.csv
2024-01-16,DLV-0348,同日配送,九州,4トン,12415,2053,5612,637,86,8302,4113,0.3312927909786548,96.53488372093024,高利益,delivery_cost_styleC_202401.csv
2024-01-02,DLV-0349,同日配送,関東,2トン,11616,647,4346,999,142,5992,5624,0.48415977961432505,42.19718309859155,高利益,delivery_cost_styleC_202401.csv
2024-01-06,DLV-0350,翌日配送,東海,4トン,7985,2092,4899,1329,171,8320,-335,-0.041953663118346904,48.654970760233915,低利益,delivery_cost_styleC_202401.csv
2024-01-06,DLV-0351,翌日配送,九州,2トン,1478,2715,4616,1420,161,8751,-7273,-4.920838971583221,54.35403726708075,低利益,delivery_cost_styleC_202401.csv
2024-01-14,DLV-0352,大型配送,関東,4トン,4519,1042,5280,1941,26,8263,-3744,-0.8285018809471122,317.8076923076923,低利益,delivery_cost_styleC_202401.csv
2024-01-19,DLV-0353,同日配送,東北,軽バン,6993,1535,4614,1437,39,7586,-593,-0.0847990847990848,194.51282051282053,低利益,delivery_cost_styleC_202401.csv
2024-01-09,DLV-0354,大型配送,東北,4トン,6134,2645,6183,1751,110,10579,-4445,-0.7246494946201499,96.17272727272727,低利益,delivery_cost_styleC_202401.csv
2024-01-19,DLV-0355,同日配送,東海,2トン,14852,2075,4413,1879,190,8367,6485,0.4366415297603016,44.036842105263155,高利益,delivery_cost_styleC_202401.csv
2024-01-10,DLV-0356,同日配送,関西,2トン,2931,1177,5501,739,56,7417,-4486,-1.5305356533606278,132.44642857142858,低利益,delivery_cost_styleC_202401.csv
2024-01-12,DLV-0357,翌日配送,東北,2トン,7852,2642,4129,1677,108,8448,-596,-0.07590422822210902,78.22222222222223,低利益,delivery_cost_styleC_202401.csv
2024-01-14,DLV-0358,翌日配送,九州,4トン,9804,2842,4419,1636,52,8897,907,0.09251325989392085,171.09615384615384,低利益,delivery_cost_styleC_202401.csv
2024-01-16,DLV-0359,翌々日配送,関西,軽バン,6154,2047,3439,1235,12,6721,-567,-0.0921351966200845,560.0833333333334,低利益,delivery_cost_styleC_202401.csv
2024-01-16,DLV-0360,翌日配送,関西,2トン,10200,2270,7054,1337,185,10661,-461,-0.04519607843137255,57.627027027027026,低利益,delivery_cost_styleC_202401.csv
2024-01-16,DLV-0361,大型配送,九州,2トン,3740,538,7631,563,66,8732,-4992,-1.33475935828877,132.3030303030303,低利益,delivery_cost_styleC_202401.csv
2024-01-10,DLV-0362,同日配送,東海,軽バン,9808,1382,4377,1436,154,7195,2613,0.26641517128874387,46.72077922077922,普通,delivery_cost_styleC_202401.csv
2024-01-16,DLV-0363,同日配送,東北,軽バン,5389,2424,6005,1610,20,10039,-4650,-0.8628688068287251,501.95,低利益,delivery_cost_styleC_202401.csv
2024-01-15,DLV-0364,翌日配送,九州,軽バン,13058,2877,5027,1109,18,9013,4045,0.3097717874100169,500.72222222222223,高利益,delivery_cost_styleC_202401.csv
2024-01-15,DLV-0365,翌々日配送,東海,軽バン,8193,680,4941,929,198,6550,1643,0.20053704381789333,33.08080808080808,普通,delivery_cost_styleC_202401.csv
2024-01-19,DLV-0366,翌々日配送,東北,4トン,8015,879,4140,923,62,5942,2073,0.2586400499064255,95.83870967741936,普通,delivery_cost_styleC_202401.csv
2024-01-02,DLV-0367,翌々日配送,東北,2トン,10778,2406,4379,1162,190,7947,2831,0.26266468732603454,41.82631578947368,普通,delivery_cost_styleC_202401.csv
2024-01-10,DLV-0368,翌々日配送,東北,2トン,9428,2982,3780,777,115,7539,1889,0.20036062791684345,65.55652173913043,普通,delivery_cost_styleC_202401.csv
2024-01-02,DLV-0369,翌々日配送,関西,4トン,3174,1222,4198,1956,92,7376,-4202,-1.3238815374921236,80.17391304347827,低利益,delivery_cost_styleC_202401.csv
2024-01-08,DLV-0370,大型配送,九州,軽バン,10460,2790,5201,1785,116,9776,684,0.06539196940726577,84.27586206896552,低利益,delivery_cost_styleC_202401.csv
2024-01-13,DLV-0371,大型配送,関東,4トン,14018,581,6300,1555,81,8436,5582,0.39820231131402484,104.14814814814815,高利益,delivery_cost_styleC_202401.csv
2024-01-12,DLV-0372,大型配送,九州,2トン,10534,210,3763,1996,127,5969,4565,0.4333586481868236,47.0,高利益,delivery_cost_styleC_202401.csv
2024-01-12,DLV-0373,同日配送,東北,2トン,4568,1959,4735,1513,78,8207,-3639,-0.7966287215411558,105.21794871794872,低利益,delivery_cost_styleC_202401.csv
2024-01-11,DLV-0374,翌々日配送,東海,4トン,10468,734,7637,1493,97,9864,604,0.057699656094764996,101.69072164948453,低利益,delivery_cost_styleC_202401.csv
2024-01-02,DLV-0375,同日配送,関東,4トン,13843,2082,3133,754,50,5969,7874,0.5688073394495413,119.38,高利益,delivery_cost_styleC_202401.csv
2024-01-15,DLV-0376,大型配送,関東,2トン,4314,740,5472,825,80,7037,-2723,-0.6312007417709782,87.9625,低利益,delivery_cost_styleC_202401.csv
2024-01-03,DLV-0377,翌々日配送,東海,軽バン,7092,2921,4355,606,111,7882,-790,-0.1113931190073322,71.009009009009,低利益,delivery_cost_styleC_202401.csv
2024-01-10,DLV-0378,翌日配送,九州,4トン,2494,589,3008,937,132,4534,-2040,-0.8179631114675221,34.34848484848485,低利益,delivery_cost_styleC_202401.csv
2024-01-03,DLV-0379,翌日配送,東北,軽バン,9510,2985,6645,519,12,10149,-639,-0.06719242902208201,845.75,低利益,delivery_cost_styleC_202401.csv
2024-01-11,DLV-0380,同日配送,九州,4トン,3165,2156,3580,968,108,6704,-3539,-1.1181674565560822,62.074074074074076,低利益,delivery_cost_styleC_202401.csv
2024-01-03,DLV-0381,同日配送,関東,2トン,7022,1425,4123,1283,44,6831,191,0.027200227855311877,155.25,低利益,delivery_cost_styleC_202401.csv
2024-01-05,DLV-0382,同日配送,東北,4トン,1138,2699,4344,1401,99,8444,-7306,-6.420035149384886,85.29292929292929,低利益,delivery_cost_styleC_202401.csv
2024-01-07,DLV-0383,翌日配送,九州,4トン,12248,2012,4779,677,35,7468,4780,0.39026779882429785,213.37142857142857,高利益,delivery_cost_styleC_202401.csv
2024-01-05,DLV-0384,同日配送,東北,4トン,7291,1639,6517,1144,45,9300,-2009,-0.2755451927033329,206.66666666666666,低利益,delivery_cost_styleC_202401.csv
2024-01-08,DLV-0385,翌々日配送,関東,軽バン,10066,2661,7915,1976,165,12552,-2486,-0.24696999801311345,76.07272727272728,低利益,delivery_cost_styleC_202401.csv
2024-01-10,DLV-0386,同日配送,東海,軽バン,9482,2685,7174,886,110,10745,-1263,-0.133199746888842,97.68181818181819,低利益,delivery_cost_styleC_202401.csv
2024-01-10,DLV-0387,同日配送,関西,2トン,7322,661,4974,1523,173,7158,164,0.022398251843758536,41.3757225433526,低利益,delivery_cost_styleC_202401.csv
2024-01-20,DLV-0388,同日配送,東北,軽バン,6916,1496,4081,1292,155,6869,47,0.006795835743204164,44.31612903225806,低利益,delivery_cost_styleC_202401.csv
2024-01-14,DLV-0389,翌々日配送,東北,4トン,3830,2129,3597,534,160,6260,-2430,-0.6344647519582245,39.125,低利益,delivery_cost_styleC_202401.csv
2024-01-03,DLV-0390,同日配送,東海,軽バン,1652,447,6260,1537,83,8244,-6592,-3.990314769975787,99.32530120481928,低利益,delivery_cost_styleC_202401.csv
2024-01-17,DLV-0391,大型配送,九州,4トン,7590,537,7395,1601,167,9533,-1943,-0.2559947299077734,57.08383233532934,低利益,delivery_cost_styleC_202401.csv
2024-01-05,DLV-0392,翌々日配送,関東,2トン,2294,2294,4664,818,147,7776,-5482,-2.3897122929380994,52.89795918367347,低利益,delivery_cost_styleC_202401.csv
2024-01-11,DLV-0393,大型配送,東北,4トン,13504,2861,3541,1135,188,7537,5967,0.4418690758293839,40.090425531914896,高利益,delivery_cost_styleC_202401.csv
2024-01-14,DLV-0394,翌日配送,関東,軽バン,2412,1979,3950,1428,166,7357,-4945,-2.05016583747927,44.31927710843374,低利益,delivery_cost_styleC_202401.csv
2024-01-20,DLV-0395,同日配送,東海,4トン,13151,2895,4438,744,13,8077,5074,0.38582617291460725,621.3076923076923,高利益,delivery_cost_styleC_202401.csv
2024-01-05,DLV-0396,同日配送,関西,2トン,6680,2342,7237,1976,76,11555,-4875,-0.7297904191616766,152.03947368421052,低利益,delivery_cost_styleC_202401.csv
2024-01-06,DLV-0397,翌々日配送,関西,4トン,13797,1300,3967,560,95,5827,7970,0.5776618105385228,61.33684210526316,高利益,delivery_cost_styleC_202401.csv
2024-01-14,DLV-0398,翌々日配送,東北,軽バン,5308,2561,3631,1516,126,7708,-2400,-0.45214770158251694,61.17460317460318,低利益,delivery_cost_styleC_202401.csv
2024-01-17,DLV-0399,翌々日配送,関東,2トン,10287,883,6012,822,75,7717,2570,0.24982988237581413,102.89333333333333,普通,delivery_cost_styleC_202401.csv
2024-01-04,DLV-0400,同日配送,関西,4トン,9336,210,3360,525,72,4095,5241,0.5613753213367609,56.875,高利益,delivery_cost_styleC_202401.csv
2024-01-02,DLV-0401,大型配送,東海,2トン,3458,933,3289,1632,192,5854,-2396,-0.6928860613071139,30.489583333333332,低利益,delivery_cost_styleC_202401.csv
2024-01-14,DLV-0402,翌日配送,東海,軽バン,7819,1510,5222,659,156,7391,428,0.054738457603274074,47.37820512820513,低利益,delivery_cost_styleC_202401.csv
2024-01-12,DLV-0403,同日配送,東北,4トン,1862,934,4828,1556,21,7318,-5456,-2.9301825993555317,348.4761904761905,低利益,delivery_cost_styleC_202401.csv
2024-01-13,DLV-0404,同日配送,九州,2トン,13673,1472,5681,676,151,7829,5844,0.42741168726687634,51.847682119205295,高利益,delivery_cost_styleC_202401.csv
2024-01-15,DLV-0405,同日配送,東海,軽バン,5777,2509,5489,1775,72,9773,-3996,-0.6917084992210489,135.73611111111111,低利益,delivery_cost_styleC_202401.csv
2024-01-15,DLV-0406,翌々日配送,東北,2トン,13658,1000,7477,1002,48,9479,4179,0.3059745204275882,197.47916666666666,高利益,delivery_cost_styleC_202401.csv
2024-01-01,DLV-0407,大型配送,関東,軽バン,9872,1618,3078,1186,10,5882,3990,0.4041734197730956,588.2,高利益,delivery_cost_styleC_202401.csv
2024-01-13,DLV-0408,翌々日配送,関東,軽バン,9680,1175,6439,1507,25,9121,559,0.05774793388429752,364.84,低利益,delivery_cost_styleC_202401.csv
2024-01-05,DLV-0409,翌々日配送,関東,軽バン,4792,2328,6383,1935,105,10646,-5854,-1.2216193656093488,101.39047619047619,低利益,delivery_cost_styleC_202401.csv
2024-01-15,DLV-0410,同日配送,東北,軽バン,9280,746,6230,653,161,7629,1651,0.1779094827586207,47.38509316770186,普通,delivery_cost_styleC_202401.csv
2024-01-19,DLV-0411,同日配送,九州,4トン,3141,1169,5389,1034,90,7592,-4451,-1.417064629099013,84.35555555555555,低利益,delivery_cost_styleC_202401.csv
2024-01-13,DLV-0412,翌々日配送,東海,2トン,5455,1156,3611,915,44,5682,-227,-0.04161319890009166,129.13636363636363,低利益,delivery_cost_styleC_202401.csv
2024-01-19,DLV-0413,同日配送,関西,軽バン,3693,2041,6817,1143,114,10001,-6308,-1.7080963985919306,87.7280701754386,低利益,delivery_cost_styleC_202401.csv
2024-01-04,DLV-0414,翌々日配送,関西,2トン,6051,2097,5170,745,33,8012,-1961,-0.32407866468352337,242.78787878787878,低利益,delivery_cost_styleC_202401.csv
2024-01-06,DLV-0415,翌々日配送,東北,軽バン,4522,1542,4215,686,192,6443,-1921,-0.424812030075188,33.557291666666664,低利益,delivery_cost_styleC_202401.csv
2024-01-08,DLV-0416,翌々日配送,九州,4トン,1802,2973,5448,1032,54,9453,-7651,-4.245837957824639,175.05555555555554,低利益,delivery_cost_styleC_202401.csv
2024-01-01,DLV-0417,大型配送,九州,4トン,13256,2453,5046,693,128,8192,5064,0.3820156910078455,64.0,高利益,delivery_cost_styleC_202401.csv
2024-01-04,DLV-0418,翌日配送,関東,軽バン,2010,1110,4070,905,112,6085,-4075,-2.027363184079602,54.330357142857146,低利益,delivery_cost_styleC_202401.csv
2024-01-12,DLV-0419,同日配送,東北,4トン,5240,507,3178,632,60,4317,923,0.17614503816793894,71.95,普通,delivery_cost_styleC_202401.csv
2024-01-15,DLV-0420,翌日配送,関東,2トン,3007,374,6776,603,53,7753,-4746,-1.578317259727303,146.28301886792454,低利益,delivery_cost_styleC_202401.csv
2024-01-19,DLV-0421,大型配送,九州,2トン,1483,1767,6495,853,100,9115,-7632,-5.146325016857721,91.15,低利益,delivery_cost_styleC_202401.csv
2024-01-07,DLV-0422,翌日配送,東海,2トン,8307,808,3283,1757,168,5848,2459,0.29601540869146503,34.80952380952381,普通,delivery_cost_styleC_202401.csv
2024-01-20,DLV-0423,翌日配送,東海,2トン,7750,2455,6924,624,32,10003,-2253,-0.29070967741935483,312.59375,低利益,delivery_cost_styleC_202401.csv
2024-01-09,DLV-0424,大型配送,関西,2トン,4267,2832,7307,1010,171,11149,-6882,-1.6128427466604172,65.19883040935673,低利益,delivery_cost_styleC_202401.csv
2024-01-18,DLV-0425,同日配送,九州,4トン,6883,2164,7460,1492,98,11116,-4233,-0.6149934621531309,113.42857142857143,低利益,delivery_cost_styleC_202401.csv
2024-01-19,DLV-0426,翌々日配送,九州,2トン,3946,306,5612,1722,66,7640,-3694,-0.93613786112519,115.75757575757575,低利益,delivery_cost_styleC_202401.csv
2024-01-01,DLV-0427,翌々日配送,関東,2トン,9674,1664,7784,976,50,10424,-750,-0.07752739301219765,208.48,低利益,delivery_cost_styleC_202401.csv
2024-01-04,DLV-0428,翌日配送,関西,2トン,9743,429,4797,1679,109,6905,2838,0.2912860515241712,63.34862385321101,普通,delivery_cost_styleC_202401.csv
2024-01-12,DLV-0429,翌日配送,関西,軽バン,10707,1502,5939,1711,17,9152,1555,0.14523209115531896,538.3529411764706,普通,delivery_cost_styleC_202401.csv
2024-01-12,DLV-0430,翌日配送,東北,軽バン,14708,2216,7441,1132,54,10789,3919,0.2664536306771825,199.7962962962963,普通,delivery_cost_styleC_202401.csv
2024-01-16,DLV-0431,同日配送,関東,軽バン,4811,2664,4792,540,144,7996,-3185,-0.6620245271253378,55.52777777777778,低利益,delivery_cost_styleC_202401.csv
2024-01-16,DLV-0432,同日配送,東海,4トン,4300,734,5791,1968,55,8493,-4193,-0.9751162790697674,154.4181818181818,低利益,delivery_cost_styleC_202401.csv
2024-01-11,DLV-0433,同日配送,関東,軽バン,10611,780,3908,1577,103,6265,4346,0.409574969371407,60.8252427184466,高利益,delivery_cost_styleC_202401.csv
2024-01-03,DLV-0434,翌々日配送,九州,4トン,2655,1578,5472,1160,44,8210,-5555,-2.0922787193973633,186.5909090909091,低利益,delivery_cost_styleC_202401.csv
2024-01-06,DLV-0435,大型配送,九州,4トン,6198,913,7603,1920,167,10436,-4238,-0.6837689577282995,62.49101796407186,低利益,delivery_cost_styleC_202401.csv
2024-01-12,DLV-0436,翌日配送,東北,軽バン,7199,1456,5412,760,55,7628,-429,-0.05959160994582581,138.6909090909091,低利益,delivery_cost_styleC_202401.csv
2024-01-01,DLV-0437,大型配送,東北,軽バン,3983,2667,5606,1752,66,10025,-6042,-1.5169470248556365,151.8939393939394,低利益,delivery_cost_styleC_202401.csv
2024-01-19,DLV-0438,同日配送,九州,軽バン,6425,518,4949,1210,91,6677,-252,-0.03922178988326848,73.37362637362638,低利益,delivery_cost_styleC_202401.csv
2024-01-06,DLV-0439,同日配送,東海,2トン,1186,1286,4717,1011,187,7014,-5828,-4.913996627318719,37.50802139037433,低利益,delivery_cost_styleC_202401.csv
2024-01-03,DLV-0440,翌々日配送,東海,軽バン,12803,205,3394,1290,122,4889,7914,0.6181363742872764,40.07377049180328,高利益,delivery_cost_styleC_202401.csv
2024-01-14,DLV-0441,翌日配送,九州,2トン,7204,1638,7473,1268,35,10379,-3175,-0.44072737368128817,296.54285714285714,低利益,delivery_cost_styleC_202401.csv
2024-01-16,DLV-0442,翌日配送,関西,2トン,2207,336,5415,541,91,6292,-4085,-1.8509288627095606,69.14285714285714,低利益,delivery_cost_styleC_202401.csv
2024-01-09,DLV-0443,同日配送,関東,2トン,3787,1737,4318,1999,29,8054,-4267,-1.12674940586216,277.7241379310345,低利益,delivery_cost_styleC_202401.csv
2024-01-18,DLV-0444,同日配送,東海,4トン,11053,2177,3253,1383,177,6813,4240,0.3836062607436895,38.49152542372882,高利益,delivery_cost_styleC_202401.csv
2024-01-06,DLV-0445,大型配送,関西,軽バン,2659,1556,4683,889,114,7128,-4469,-1.6807070327190674,62.526315789473685,低利益,delivery_cost_styleC_202401.csv
2024-01-18,DLV-0446,翌々日配送,東海,2トン,4891,592,3406,1304,156,5302,-411,-0.0840318953179309,33.98717948717949,低利益,delivery_cost_styleC_202401.csv
2024-01-18,DLV-0447,大型配送,関西,軽バン,6911,215,6502,679,85,7396,-485,-0.07017797713789611,87.01176470588236,低利益,delivery_cost_styleC_202401.csv
2024-01-20,DLV-0448,大型配送,関西,軽バン,1421,1047,4399,1807,84,7253,-5832,-4.104152005629838,86.3452380952381,低利益,delivery_cost_styleC_202401.csv
2024-01-03,DLV-0449,大型配送,関東,2トン,13859,1828,6857,1501,179,10186,3673,0.26502633667652786,56.90502793296089,普通,delivery_cost_styleC_202401.csv
2024-01-09,DLV-0450,同日配送,東北,2トン,4029,1719,6124,1256,57,9099,-5070,-1.2583767684288905,159.6315789473684,低利益,delivery_cost_styleC_202401.csv
2024-01-15,DLV-0451,同日配送,東海,2トン,8619,1278,4853,1050,154,7181,1438,0.16684070077735236,46.62987012987013,普通,delivery_cost_styleC_202401.csv
2024-01-02,DLV-0452,翌日配送,関東,軽バン,11946,1608,7435,1347,160,10390,1556,0.13025280428595346,64.9375,普通,delivery_cost_styleC_202401.csv
2024-01-08,DLV-0453,同日配送,九州,4トン,7858,2393,6889,1672,70,10954,-3096,-0.39399338254008653,156.4857142857143,低利益,delivery_cost_styleC_202401.csv
2024-01-16,DLV-0454,翌々日配送,関東,2トン,14990,342,7113,1669,142,9124,5866,0.3913275517011341,64.25352112676056,高利益,delivery_cost_styleC_202401.csv
2024-01-19,DLV-0455,翌日配送,関東,2トン,3832,884,4735,894,42,6513,-2681,-0.699634655532359,155.07142857142858,低利益,delivery_cost_styleC_202401.csv
2024-01-02,DLV-0456,大型配送,関東,4トン,8133,1027,4211,1718,76,6956,1177,0.14471904586253534,91.52631578947368,普通,delivery_cost_styleC_202401.csv
2024-01-11,DLV-0457,同日配送,関東,2トン,10115,1827,7522,1167,80,10516,-401,-0.03964409293129016,131.45,低利益,delivery_cost_styleC_202401.csv
2024-01-17,DLV-0458,大型配送,関東,4トン,11208,2606,7280,1359,38,11245,-37,-0.0033012134189864383,295.92105263157896,低利益,delivery_cost_styleC_202401.csv
2024-01-14,DLV-0459,翌日配送,関西,4トン,10632,2586,3820,716,154,7122,3510,0.3301354401805869,46.246753246753244,高利益,delivery_cost_styleC_202401.csv
2024-01-04,DLV-0460,翌々日配送,東北,2トン,7732,1281,6137,1841,134,9259,-1527,-0.19749094671495085,69.09701492537313,低利益,delivery_cost_styleC_202401.csv
2024-01-19,DLV-0461,大型配送,関東,軽バン,5512,1850,4178,1766,165,7794,-2282,-0.41400580551523947,47.236363636363635,低利益,delivery_cost_styleC_202401.csv
2024-01-13,DLV-0462,同日配送,九州,2トン,12313,1173,3403,1473,78,6049,6264,0.5087306099244701,77.55128205128206,高利益,delivery_cost_styleC_202401.csv
2024-01-12,DLV-0463,同日配送,東海,2トン,6094,1348,7027,1925,185,10300,-4206,-0.6901870692484411,55.67567567567568,低利益,delivery_cost_styleC_202401.csv
2024-01-04,DLV-0464,翌日配送,関西,2トン,13185,2014,5628,1051,196,8693,4492,0.34069017823284037,44.35204081632653,高利益,delivery_cost_styleC_202401.csv
2024-01-14,DLV-0465,同日配送,関西,2トン,4463,1867,6968,1557,105,10392,-5929,-1.3284786018373291,98.97142857142858,低利益,delivery_cost_styleC_202401.csv
2024-01-02,DLV-0466,翌日配送,関東,2トン,12625,2275,6304,777,144,9356,3269,0.25893069306930694,64.97222222222223,普通,delivery_cost_styleC_202401.csv
2024-01-19,DLV-0467,同日配送,関西,軽バン,14646,1022,3472,1010,18,5504,9142,0.624197733169466,305.77777777777777,高利益,delivery_cost_styleC_202401.csv
2024-01-15,DLV-0468,同日配送,東海,4トン,4262,1322,6017,1450,139,8789,-4527,-1.0621773815110276,63.23021582733813,低利益,delivery_cost_styleC_202401.csv
2024-01-13,DLV-0469,同日配送,関東,軽バン,7102,2202,7866,1413,55,11481,-4379,-0.6165868769360744,208.74545454545455,低利益,delivery_cost_styleC_202401.csv
2024-01-16,DLV-0470,翌々日配送,東海,軽バン,14724,1259,3740,1083,17,6082,8642,0.58693289866884,357.7647058823529,高利益,delivery_cost_styleC_202401.csv
2024-01-13,DLV-0471,同日配送,関西,4トン,13776,1077,4813,1825,67,7715,6061,0.43996806039488967,115.14925373134328,高利益,delivery_cost_styleC_202401.csv
2024-01-07,DLV-0472,翌々日配送,九州,4トン,1328,2994,3072,1470,43,7536,-6208,-4.674698795180723,175.25581395348837,低利益,delivery_cost_styleC_202401.csv
2024-01-06,DLV-0473,同日配送,関西,2トン,10967,1451,5255,1367,106,8073,2894,0.26388255676119265,76.16037735849056,普通,delivery_cost_styleC_202401.csv
2024-01-12,DLV-0474,大型配送,東海,軽バン,8646,1437,7265,1777,111,10479,-1833,-0.21200555170020818,94.4054054054054,低利益,delivery_cost_styleC_202401.csv
2024-01-19,DLV-0475,同日配送,関東,4トン,11852,1732,7599,1825,162,11156,696,0.058724265946675666,68.8641975308642,低利益,delivery_cost_styleC_202401.csv
2024-01-20,DLV-0476,翌々日配送,東海,4トン,2771,2173,3522,1188,80,6883,-4112,-1.4839408155900398,86.0375,低利益,delivery_cost_styleC_202401.csv
2024-01-11,DLV-0477,翌々日配送,東海,4トン,12650,2868,5447,885,48,9200,3450,0.2727272727272727,191.66666666666666,普通,delivery_cost_styleC_202401.csv
2024-01-17,DLV-0478,翌日配送,関東,4トン,7620,2905,5618,1894,45,10417,-2797,-0.3670603674540682,231.48888888888888,低利益,delivery_cost_styleC_202401.csv
2024-01-01,DLV-0479,大型配送,東海,2トン,7857,1857,6180,572,159,8609,-752,-0.0957108311060201,54.144654088050316,低利益,delivery_cost_styleC_202401.csv
2024-01-19,DLV-0480,翌日配送,東海,4トン,12687,1110,7379,1807,131,10296,2391,0.18846062899030502,78.59541984732824,普通,delivery_cost_styleC_202401.csv
