purchase_date,material_code,material_name,category,supplier,quantity,unit_price,prev_month_price,price_change_rate,total_cost,price_change_flag,source_file
2024-01-19,MAT-009,ニッケル板,非鉄金属,SUP-A,28.84,1852654.0,1632805.0,0.134645,53430541.0,安定,style_c_material_202401.csv
2024-01-08,MAT-010,チタン棒,非鉄金属,SUP-E,12.03,3008944.0,2641429.0,0.139135,36197596.0,安定,style_c_material_202401.csv
2024-01-16,MAT-003,ステンレス板,鉄鋼,SUP-D,43.77,188670.0,203805.0,-0.074262,8258086.0,安定,style_c_material_202401.csv
2024-01-29,MAT-019,アセトン,化学品,SUP-C,14.14,106469.0,90572.0,0.175518,1505472.0,安定,style_c_material_202401.csv
2024-01-19,MAT-014,PET樹脂,樹脂,SUP-C,28.29,169539.0,195339.0,-0.132078,4796258.0,安定,style_c_material_202401.csv
2024-01-17,MAT-010,チタン棒,非鉄金属,SUP-B,3.84,2432236.0,2530543.0,-0.038848,9339786.0,安定,style_c_material_202401.csv
2024-01-10,MAT-016,硫酸,化学品,SUP-A,34.39,33307.0,38276.0,-0.12982,1145428.0,安定,style_c_material_202401.csv
2024-01-16,MAT-013,ナイロン66,樹脂,SUP-E,13.97,387713.0,452924.0,-0.143978,5416351.0,安定,style_c_material_202401.csv
2024-01-31,MAT-019,アセトン,化学品,SUP-C,40.91,98550.0,108239.0,-0.089515,4031680.0,安定,style_c_material_202401.csv
2024-01-30,MAT-010,チタン棒,非鉄金属,SUP-A,13.97,2072108.0,2129594.0,-0.026994,28947349.0,安定,style_c_material_202401.csv
2024-01-01,MAT-013,ナイロン66,樹脂,SUP-C,39.01,450198.0,473231.0,-0.048672,17562224.0,安定,style_c_material_202401.csv
2024-01-26,MAT-019,アセトン,化学品,SUP-A,11.44,53276.0,81851.0,-0.34911,609477.0,急落,style_c_material_202401.csv
2024-01-10,MAT-016,硫酸,化学品,SUP-C,11.19,34489.0,30685.0,0.123969,385932.0,安定,style_c_material_202401.csv
2024-01-10,MAT-020,塩酸,化学品,SUP-C,20.37,24082.0,25386.0,-0.051367,490550.0,安定,style_c_material_202401.csv
2024-01-11,MAT-007,銅線,非鉄金属,SUP-E,10.58,1077429.0,1086373.0,-0.008233,11399199.0,安定,style_c_material_202401.csv
2024-01-29,MAT-005,鋼管,鉄鋼,SUP-A,32.47,111517.0,93461.0,0.193193,3620957.0,安定,style_c_material_202401.csv
2024-01-19,MAT-002,冷延鋼板,鉄鋼,SUP-C,20.76,88346.0,98343.0,-0.101654,1834063.0,安定,style_c_material_202401.csv
2024-01-16,MAT-002,冷延鋼板,鉄鋼,SUP-E,37.97,102486.0,83316.0,0.230088,3891393.0,急騰,style_c_material_202401.csv
2024-01-12,MAT-005,鋼管,鉄鋼,SUP-A,23.73,120498.0,107739.0,0.118425,2859418.0,安定,style_c_material_202401.csv
2024-01-08,MAT-011,ABS樹脂,樹脂,SUP-D,40.33,206467.0,226973.0,-0.090346,8326814.0,安定,style_c_material_202401.csv
2024-01-24,MAT-007,銅線,非鉄金属,SUP-B,7.62,863833.0,899059.0,-0.039181,6582407.0,安定,style_c_material_202401.csv
2024-01-23,MAT-012,ポリプロピレン,樹脂,SUP-E,42.49,144834.0,177919.0,-0.185955,6153997.0,安定,style_c_material_202401.csv
2024-01-11,MAT-009,ニッケル板,非鉄金属,SUP-B,32.32,1840961.0,2081655.0,-0.115626,59499860.0,安定,style_c_material_202401.csv
2024-01-15,MAT-016,硫酸,化学品,SUP-C,42.7,26982.0,30281.0,-0.108946,1152131.0,安定,style_c_material_202401.csv
2024-01-03,MAT-004,形鋼(H鋼),鉄鋼,SUP-D,43.5,88083.0,84083.0,0.047572,3831610.0,安定,style_c_material_202401.csv
2024-01-30,MAT-005,鋼管,鉄鋼,SUP-B,7.29,120569.0,102577.0,0.1754,878948.0,安定,style_c_material_202401.csv
2024-01-16,MAT-013,ナイロン66,樹脂,SUP-E,22.62,466645.0,461575.0,0.010984,10555510.0,安定,style_c_material_202401.csv
2024-01-01,MAT-003,ステンレス板,鉄鋼,SUP-D,41.2,170147.0,185924.0,-0.084857,7010056.0,安定,style_c_material_202401.csv
2024-01-04,MAT-009,ニッケル板,非鉄金属,SUP-E,12.68,1899870.0,1895868.0,0.002111,24090352.0,安定,style_c_material_202401.csv
2024-01-30,MAT-015,ポリカーボネート,樹脂,SUP-C,20.36,549128.0,471249.0,0.165261,11180246.0,安定,style_c_material_202401.csv
2024-01-17,MAT-009,ニッケル板,非鉄金属,SUP-E,37.09,1692624.0,1677134.0,0.009236,62779424.0,安定,style_c_material_202401.csv
2024-01-30,MAT-012,ポリプロピレン,樹脂,SUP-A,39.97,242593.0,222821.0,0.088735,9696442.0,安定,style_c_material_202401.csv
2024-01-01,MAT-008,亜鉛地金,非鉄金属,SUP-D,49.23,439756.0,416716.0,0.055289,21649188.0,安定,style_c_material_202401.csv
2024-01-15,MAT-020,塩酸,化学品,SUP-E,49.34,34862.0,26186.0,0.331322,1720091.0,急騰,style_c_material_202401.csv
2024-01-29,MAT-020,塩酸,化学品,SUP-B,39.6,37216.0,31222.0,0.19198,1473754.0,安定,style_c_material_202401.csv
2024-01-31,MAT-003,ステンレス板,鉄鋼,SUP-D,15.76,202560.0,216701.0,-0.065256,3192346.0,安定,style_c_material_202401.csv
2024-01-04,MAT-010,チタン棒,非鉄金属,SUP-D,33.27,1706133.0,2106909.0,-0.19022,56763045.0,安定,style_c_material_202401.csv
2024-01-02,MAT-005,鋼管,鉄鋼,SUP-A,35.88,83044.0,83190.0,-0.001755,2979619.0,安定,style_c_material_202401.csv
2024-01-04,MAT-010,チタン棒,非鉄金属,SUP-D,18.07,1810371.0,2228541.0,-0.187643,32713404.0,安定,style_c_material_202401.csv
2024-01-24,MAT-004,形鋼(H鋼),鉄鋼,SUP-B,47.31,65918.0,86579.0,-0.238638,3118581.0,急落,style_c_material_202401.csv
2024-01-19,MAT-005,鋼管,鉄鋼,SUP-D,37.56,85890.0,96901.0,-0.113631,3226028.0,安定,style_c_material_202401.csv
2024-01-18,MAT-012,ポリプロピレン,樹脂,SUP-E,39.18,151615.0,169915.0,-0.107701,5940276.0,安定,style_c_material_202401.csv
2024-01-18,MAT-019,アセトン,化学品,SUP-B,47.97,107482.0,101954.0,0.054221,5155912.0,安定,style_c_material_202401.csv
2024-01-26,MAT-004,形鋼(H鋼),鉄鋼,SUP-D,27.05,79645.0,81286.0,-0.020188,2154397.0,安定,style_c_material_202401.csv
2024-01-02,MAT-014,PET樹脂,樹脂,SUP-C,10.88,230898.0,205297.0,0.124702,2512170.0,安定,style_c_material_202401.csv
2024-01-19,MAT-012,ポリプロピレン,樹脂,SUP-B,29.35,263863.0,221932.0,0.188936,7744379.0,安定,style_c_material_202401.csv
2024-01-16,MAT-015,ポリカーボネート,樹脂,SUP-B,46.17,404241.0,465901.0,-0.132346,18663807.0,安定,style_c_material_202401.csv
2024-01-24,MAT-004,形鋼(H鋼),鉄鋼,SUP-C,5.41,74121.0,89462.0,-0.171481,400995.0,安定,style_c_material_202401.csv
2024-01-17,MAT-012,ポリプロピレン,樹脂,SUP-A,4.63,229308.0,202766.0,0.1309,1061696.0,安定,style_c_material_202401.csv
2024-01-04,MAT-009,ニッケル板,非鉄金属,SUP-B,38.95,2221406.0,1926849.0,0.15287,86523764.0,安定,style_c_material_202401.csv
2024-01-30,MAT-015,ポリカーボネート,樹脂,SUP-A,26.58,476212.0,486448.0,-0.021042,12657715.0,安定,style_c_material_202401.csv
2024-01-01,MAT-007,銅線,非鉄金属,SUP-E,23.91,1017557.0,909647.0,0.118628,24329788.0,安定,style_c_material_202401.csv
2024-01-10,MAT-002,冷延鋼板,鉄鋼,SUP-C,8.52,99261.0,87314.0,0.136828,845704.0,安定,style_c_material_202401.csv
2024-01-09,MAT-005,鋼管,鉄鋼,SUP-E,34.62,86129.0,103633.0,-0.168904,2981786.0,安定,style_c_material_202401.csv
2024-01-09,MAT-003,ステンレス板,鉄鋼,SUP-E,16.08,253635.0,235817.0,0.075559,4078451.0,安定,style_c_material_202401.csv
2024-01-10,MAT-019,アセトン,化学品,SUP-B,15.46,88431.0,96547.0,-0.084063,1367143.0,安定,style_c_material_202401.csv
2024-01-26,MAT-011,ABS樹脂,樹脂,SUP-B,31.47,228960.0,218178.0,0.049418,7205371.0,安定,style_c_material_202401.csv
